Year,Municipality,Godine,UNIT_MEASURE,Spol,Value
2013,Bihać,0-4,Broj,Žene,453
2013,Bihać,0-4,Broj,Oba spola,191
2013,Bihać,0-4,Broj,Muškarci,101
2013,Bijeljina,0-4,Broj,Žene,90
2013,Bijeljina,0-4,Broj,Oba spola,295
2013,Bijeljina,0-4,Broj,Muškarci,148
2013,Bileća,0-4,Broj,Žene,147
2013,Bileća,0-4,Broj,Oba spola,585
2013,Bileća,0-4,Broj,Muškarci,287
2013,Bosanska Krupa,0-4,Broj,Žene,298
2013,Bosanska Krupa,0-4,Broj,Oba spola,453
2013,Bosanska Krupa,0-4,Broj,Muškarci,232
2013,Bosanski Petrovac,0-4,Broj,Žene,221
2013,Bosanski Petrovac,0-4,Broj,Oba spola,2644
2013,Bosanski Petrovac,0-4,Broj,Muškarci,1386
2013,Bosansko Grahovo,0-4,Broj,Žene,1258
2013,Bosansko Grahovo,0-4,Broj,Oba spola,927
2013,Bosansko Grahovo,0-4,Broj,Muškarci,510
2013,Bratunac,0-4,Broj,Žene,417
2013,Bratunac,0-4,Broj,Oba spola,726
2013,Bratunac,0-4,Broj,Muškarci,363
2013,Brčko,0-4,Broj,Žene,363
2013,Brčko,0-4,Broj,Oba spola,1009
2013,Brčko,0-4,Broj,Muškarci,533
2013,Breza,0-4,Broj,Žene,476
2013,Breza,0-4,Broj,Oba spola,958
2013,Breza,0-4,Broj,Muškarci,522
2013,Brod,0-4,Broj,Žene,436
2013,Brod,0-4,Broj,Oba spola,2915
2013,Brod,0-4,Broj,Muškarci,1521
2013,Bugojno,0-4,Broj,Žene,1394
2013,Bugojno,0-4,Broj,Oba spola,2178
2013,Bugojno,0-4,Broj,Muškarci,1097
2013,Busovača,0-4,Broj,Žene,1081
2013,Busovača,0-4,Broj,Oba spola,943
2013,Busovača,0-4,Broj,Muškarci,473
2013,Bužim,0-4,Broj,Žene,470
2013,Bužim,0-4,Broj,Oba spola,952
2013,Bužim,0-4,Broj,Muškarci,506
2013,Cazin,0-4,Broj,Žene,446
2013,Cazin,0-4,Broj,Oba spola,422
2013,Cazin,0-4,Broj,Muškarci,203
2013,Sarajevo - Centar,0-4,Broj,Žene,219
2013,Sarajevo - Centar,0-4,Broj,Oba spola,586
2013,Sarajevo - Centar,0-4,Broj,Muškarci,304
2013,Čajniče,0-4,Broj,Žene,282
2013,Čajniče,0-4,Broj,Oba spola,2243
2013,Čajniče,0-4,Broj,Muškarci,1122
2013,Čapljina,0-4,Broj,Žene,1121
2013,Čapljina,0-4,Broj,Oba spola,589
2013,Čapljina,0-4,Broj,Muškarci,297
2013,Čelić,0-4,Broj,Žene,292
2013,Čelić,0-4,Broj,Oba spola,2288
2013,Čelić,0-4,Broj,Muškarci,1191
2013,Čelinac,0-4,Broj,Žene,1097
2013,Čelinac,0-4,Broj,Oba spola,3223
2013,Čelinac,0-4,Broj,Muškarci,1603
2013,Čitluk,0-4,Broj,Žene,1620
2013,Čitluk,0-4,Broj,Oba spola,2189
2013,Čitluk,0-4,Broj,Muškarci,1103
2013,Derventa,0-4,Broj,Žene,1086
2013,Derventa,0-4,Broj,Oba spola,3580
2013,Derventa,0-4,Broj,Muškarci,1853
2013,Doboj,0-4,Broj,Žene,1727
2013,Doboj,0-4,Broj,Oba spola,1623
2013,Doboj,0-4,Broj,Muškarci,864
2013,Doboj-Istok,0-4,Broj,Žene,759
2013,Doboj-Istok,0-4,Broj,Oba spola,68
2013,Doboj-Istok,0-4,Broj,Muškarci,30
2013,Doboj-Jug,0-4,Broj,Žene,38
2013,Doboj-Jug,0-4,Broj,Oba spola,108
2013,Doboj-Jug,0-4,Broj,Muškarci,63
2013,Dobretići,0-4,Broj,Žene,45
2013,Dobretići,0-4,Broj,Oba spola,7029
2013,Dobretići,0-4,Broj,Muškarci,3516
2013,Domaljevac-Šamac,0-4,Broj,Žene,3513
2013,Domaljevac-Šamac,0-4,Broj,Oba spola,1041
2013,Domaljevac-Šamac,0-4,Broj,Muškarci,544
2013,Donji Vakuf,0-4,Broj,Žene,497
2013,Donji Vakuf,0-4,Broj,Oba spola,469
2013,Donji Vakuf,0-4,Broj,Muškarci,243
2013,Donji Žabar,0-4,Broj,Žene,226
2013,Donji Žabar,0-4,Broj,Oba spola,514
2013,Donji Žabar,0-4,Broj,Muškarci,273
2013,Drvar,0-4,Broj,Žene,241
2013,Drvar,0-4,Broj,Oba spola,3097
2013,Drvar,0-4,Broj,Muškarci,1605
2013,Foča - FBiH,0-4,Broj,Žene,1492
2013,Foča - FBiH,0-4,Broj,Oba spola,2752
2013,Foča - FBiH,0-4,Broj,Muškarci,1392
2013,Foča - RS,0-4,Broj,Žene,1360
2013,Foča - RS,0-4,Broj,Oba spola,555
2013,Foča - RS,0-4,Broj,Muškarci,310
2013,Fojnica,0-4,Broj,Žene,245
2013,Fojnica,0-4,Broj,Oba spola,1873
2013,Fojnica,0-4,Broj,Muškarci,939
2013,Gacko,0-4,Broj,Žene,934
2013,Gacko,0-4,Broj,Oba spola,736
2013,Gacko,0-4,Broj,Muškarci,363
2013,Glamoč,0-4,Broj,Žene,373
2013,Glamoč,0-4,Broj,Oba spola,1876
2013,Glamoč,0-4,Broj,Muškarci,1007
2013,Goražde,0-4,Broj,Žene,869
2013,Goražde,0-4,Broj,Oba spola,294
2013,Goražde,0-4,Broj,Muškarci,159
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Žene,135
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Oba spola,2503
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Muškarci,1294
2013,Gračanica,0-4,Broj,Žene,1209
2013,Gračanica,0-4,Broj,Oba spola,7463
2013,Gračanica,0-4,Broj,Muškarci,3820
2013,Gradačac,0-4,Broj,Žene,3643
2013,Gradačac,0-4,Broj,Oba spola,3846
2013,Gradačac,0-4,Broj,Muškarci,2056
2013,Gradiška,0-4,Broj,Žene,1790
2013,Gradiška,0-4,Broj,Oba spola,2134
2013,Gradiška,0-4,Broj,Muškarci,1066
2013,Grude,0-4,Broj,Žene,1068
2013,Grude,0-4,Broj,Oba spola,4750
2013,Grude,0-4,Broj,Muškarci,2448
2013,Sarajevo - Hadžići,0-4,Broj,Žene,2302
2013,Sarajevo - Hadžići,0-4,Broj,Oba spola,13183
2013,Sarajevo - Hadžići,0-4,Broj,Muškarci,6474
2013,Han Pijesak,0-4,Broj,Žene,6709
2013,Han Pijesak,0-4,Broj,Oba spola,1806
2013,Han Pijesak,0-4,Broj,Muškarci,991
2013,Sarajevo - Ilidža,0-4,Broj,Žene,815
2013,Sarajevo - Ilidža,0-4,Broj,Oba spola,102
2013,Sarajevo - Ilidža,0-4,Broj,Muškarci,55
2013,Sarajevo - Ilijaš,0-4,Broj,Žene,47
2013,Sarajevo - Ilijaš,0-4,Broj,Oba spola,4061
2013,Sarajevo - Ilijaš,0-4,Broj,Muškarci,2071
2013,Istočna Ilidža,0-4,Broj,Žene,1990
2013,Istočna Ilidža,0-4,Broj,Oba spola,7304
2013,Istočna Ilidža,0-4,Broj,Muškarci,3608
2013,Istočni Drvar,0-4,Broj,Žene,3696
2013,Istočni Drvar,0-4,Broj,Oba spola,701
2013,Istočni Drvar,0-4,Broj,Muškarci,398
2013,Istočni Mostar,0-4,Broj,Žene,303
2013,Istočni Mostar,0-4,Broj,Oba spola,1879
2013,Istočni Mostar,0-4,Broj,Muškarci,960
2013,Istočni Stari Grad,0-4,Broj,Žene,919
2013,Istočni Stari Grad,0-4,Broj,Oba spola,378
2013,Istočni Stari Grad,0-4,Broj,Muškarci,205
2013,Istočno Novo Sarajevo,0-4,Broj,Žene,173
2013,Istočno Novo Sarajevo,0-4,Broj,Oba spola,113
2013,Istočno Novo Sarajevo,0-4,Broj,Muškarci,72
2013,Jablanica,0-4,Broj,Žene,41
2013,Jablanica,0-4,Broj,Oba spola,1656
2013,Jablanica,0-4,Broj,Muškarci,852
2013,Jajce,0-4,Broj,Žene,804
2013,Jajce,0-4,Broj,Oba spola,5729
2013,Jajce,0-4,Broj,Muškarci,2908
2013,Jezero,0-4,Broj,Žene,2821
2013,Jezero,0-4,Broj,Oba spola,1036
2013,Jezero,0-4,Broj,Muškarci,531
2013,Kakanj,0-4,Broj,Žene,505
2013,Kakanj,0-4,Broj,Oba spola,1124
2013,Kakanj,0-4,Broj,Muškarci,567
2013,Kalesija,0-4,Broj,Žene,557
2013,Kalesija,0-4,Broj,Oba spola,2365
2013,Kalesija,0-4,Broj,Muškarci,1238
2013,Kalinovik,0-4,Broj,Žene,1127
2013,Kalinovik,0-4,Broj,Oba spola,1467
2013,Kalinovik,0-4,Broj,Muškarci,790
2013,Kiseljak,0-4,Broj,Žene,677
2013,Kiseljak,0-4,Broj,Oba spola,1611
2013,Kiseljak,0-4,Broj,Muškarci,878
2013,Kladanj,0-4,Broj,Žene,733
2013,Kladanj,0-4,Broj,Oba spola,5415
2013,Kladanj,0-4,Broj,Muškarci,2802
2013,Ključ,0-4,Broj,Žene,2613
2013,Ključ,0-4,Broj,Oba spola,3995
2013,Ključ,0-4,Broj,Muškarci,1905
2013,Kneževo,0-4,Broj,Žene,2090
2013,Kneževo,0-4,Broj,Oba spola,330
2013,Kneževo,0-4,Broj,Muškarci,177
2013,Konjic,0-4,Broj,Žene,153
2013,Konjic,0-4,Broj,Oba spola,1734
2013,Konjic,0-4,Broj,Muškarci,936
2013,Kostajnica,0-4,Broj,Žene,798
2013,Kostajnica,0-4,Broj,Oba spola,671
2013,Kostajnica,0-4,Broj,Muškarci,349
2013,Kotor Varoš,0-4,Broj,Žene,322
2013,Kotor Varoš,0-4,Broj,Oba spola,1078
2013,Kotor Varoš,0-4,Broj,Muškarci,546
2013,Kozarska Dubica,0-4,Broj,Žene,532
2013,Kozarska Dubica,0-4,Broj,Oba spola,1261
2013,Kozarska Dubica,0-4,Broj,Muškarci,647
2013,Kreševo,0-4,Broj,Žene,614
2013,Kreševo,0-4,Broj,Oba spola,1807
2013,Kreševo,0-4,Broj,Muškarci,925
2013,Krupa Na Uni,0-4,Broj,Žene,882
2013,Krupa Na Uni,0-4,Broj,Oba spola,4554
2013,Krupa Na Uni,0-4,Broj,Muškarci,2367
2013,Kupres - FBiH,0-4,Broj,Žene,2187
2013,Kupres - FBiH,0-4,Broj,Oba spola,721
2013,Kupres - FBiH,0-4,Broj,Muškarci,387
2013,Kupres - RS,0-4,Broj,Žene,334
2013,Kupres - RS,0-4,Broj,Oba spola,285
2013,Kupres - RS,0-4,Broj,Muškarci,149
2013,Laktaši,0-4,Broj,Žene,136
2013,Laktaši,0-4,Broj,Oba spola,144
2013,Laktaši,0-4,Broj,Muškarci,77
2013,Livno,0-4,Broj,Žene,67
2013,Livno,0-4,Broj,Oba spola,298
2013,Livno,0-4,Broj,Muškarci,142
2013,Lopare,0-4,Broj,Žene,156
2013,Lopare,0-4,Broj,Oba spola,999
2013,Lopare,0-4,Broj,Muškarci,561
2013,Lukavac,0-4,Broj,Žene,438
2013,Lukavac,0-4,Broj,Oba spola,214
2013,Lukavac,0-4,Broj,Muškarci,115
2013,Ljubinje,0-4,Broj,Žene,99
2013,Ljubinje,0-4,Broj,Oba spola,348
2013,Ljubinje,0-4,Broj,Muškarci,184
2013,Ljubuški,0-4,Broj,Žene,164
2013,Ljubuški,0-4,Broj,Oba spola,110
2013,Ljubuški,0-4,Broj,Muškarci,62
2013,Maglaj,0-4,Broj,Žene,48
2013,Maglaj,0-4,Broj,Oba spola,1268
2013,Maglaj,0-4,Broj,Muškarci,685
2013,Milići,0-4,Broj,Žene,583
2013,Milići,0-4,Broj,Oba spola,824
2013,Milići,0-4,Broj,Muškarci,439
2013,Modriča,0-4,Broj,Žene,385
2013,Modriča,0-4,Broj,Oba spola,592
2013,Modriča,0-4,Broj,Muškarci,314
2013,Mostar,0-4,Broj,Žene,278
2013,Mostar,0-4,Broj,Oba spola,193
2013,Mostar,0-4,Broj,Muškarci,93
2013,Mrkonjić Grad,0-4,Broj,Žene,100
2013,Mrkonjić Grad,0-4,Broj,Oba spola,1450
2013,Mrkonjić Grad,0-4,Broj,Muškarci,752
2013,Neum,0-4,Broj,Žene,698
2013,Neum,0-4,Broj,Oba spola,1501
2013,Neum,0-4,Broj,Muškarci,763
2013,Nevesinje,0-4,Broj,Žene,738
2013,Nevesinje,0-4,Broj,Oba spola,3286
2013,Nevesinje,0-4,Broj,Muškarci,1686
2013,Novi Grad,0-4,Broj,Žene,1600
2013,Novi Grad,0-4,Broj,Oba spola,2653
2013,Novi Grad,0-4,Broj,Muškarci,1315
2013,Sarajevo - Novi Grad,0-4,Broj,Žene,1338
2013,Sarajevo - Novi Grad,0-4,Broj,Oba spola,3201
2013,Sarajevo - Novi Grad,0-4,Broj,Muškarci,1669
2013,Novi Travnik,0-4,Broj,Žene,1532
2013,Novi Travnik,0-4,Broj,Oba spola,1064
2013,Novi Travnik,0-4,Broj,Muškarci,550
2013,Novo Goražde,0-4,Broj,Žene,514
2013,Novo Goražde,0-4,Broj,Oba spola,1836
2013,Novo Goražde,0-4,Broj,Muškarci,1004
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Žene,832
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Oba spola,204
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Muškarci,99
2013,Odžak,0-4,Broj,Žene,105
2013,Odžak,0-4,Broj,Oba spola,5189
2013,Odžak,0-4,Broj,Muškarci,2577
2013,Olovo,0-4,Broj,Žene,2612
2013,Olovo,0-4,Broj,Oba spola,1441
2013,Olovo,0-4,Broj,Muškarci,738
2013,Orašje,0-4,Broj,Žene,703
2013,Orašje,0-4,Broj,Oba spola,1072
2013,Orašje,0-4,Broj,Muškarci,556
2013,Osmaci,0-4,Broj,Žene,516
2013,Osmaci,0-4,Broj,Oba spola,4
2013,Osmaci,0-4,Broj,Muškarci,4
2013,Oštra Luka,0-4,Broj,Žene,0
2013,Oštra Luka,0-4,Broj,Oba spola,8
2013,Oštra Luka,0-4,Broj,Muškarci,2
2013,Pale - FBiH,0-4,Broj,Žene,6
2013,Pale - FBiH,0-4,Broj,Oba spola,60
2013,Pale - FBiH,0-4,Broj,Muškarci,40
2013,Pale - RS,0-4,Broj,Žene,20
2013,Pale - RS,0-4,Broj,Oba spola,754
2013,Pale - RS,0-4,Broj,Muškarci,381
2013,Pelagićevo,0-4,Broj,Žene,373
2013,Pelagićevo,0-4,Broj,Oba spola,821
2013,Pelagićevo,0-4,Broj,Muškarci,455
2013,Petrovac,0-4,Broj,Žene,366
2013,Petrovac,0-4,Broj,Oba spola,2020
2013,Petrovac,0-4,Broj,Muškarci,1099
2013,Petrovo,0-4,Broj,Žene,921
2013,Petrovo,0-4,Broj,Oba spola,83
2013,Petrovo,0-4,Broj,Muškarci,55
2013,Posušje,0-4,Broj,Žene,28
2013,Posušje,0-4,Broj,Oba spola,2882
2013,Posušje,0-4,Broj,Muškarci,1480
2013,Prijedor,0-4,Broj,Žene,1402
2013,Prijedor,0-4,Broj,Oba spola,2638
2013,Prijedor,0-4,Broj,Muškarci,1394
2013,Prnjavor,0-4,Broj,Žene,1244
2013,Prnjavor,0-4,Broj,Oba spola,132
2013,Prnjavor,0-4,Broj,Muškarci,77
2013,Prozor,0-4,Broj,Žene,55
2013,Prozor,0-4,Broj,Oba spola,1523
2013,Prozor,0-4,Broj,Muškarci,803
2013,Ravno,0-4,Broj,Žene,720
2013,Ravno,0-4,Broj,Oba spola,892
2013,Ravno,0-4,Broj,Muškarci,445
2013,Ribnik,0-4,Broj,Žene,447
2013,Ribnik,0-4,Broj,Oba spola,1192
2013,Ribnik,0-4,Broj,Muškarci,622
2013,Rogatica,0-4,Broj,Žene,570
2013,Rogatica,0-4,Broj,Oba spola,598
2013,Rogatica,0-4,Broj,Muškarci,310
2013,Rudo,0-4,Broj,Žene,288
2013,Rudo,0-4,Broj,Oba spola,1636
2013,Rudo,0-4,Broj,Muškarci,848
2013,Sanski Most,0-4,Broj,Žene,788
2013,Sanski Most,0-4,Broj,Oba spola,380
2013,Sanski Most,0-4,Broj,Muškarci,198
2013,Sapna,0-4,Broj,Žene,182
2013,Sapna,0-4,Broj,Oba spola,1418
2013,Sapna,0-4,Broj,Muškarci,742
2013,Sokolac,0-4,Broj,Žene,676
2013,Sokolac,0-4,Broj,Oba spola,1414
2013,Sokolac,0-4,Broj,Muškarci,742
2013,Srbac,0-4,Broj,Žene,672
2013,Srbac,0-4,Broj,Oba spola,383
2013,Srbac,0-4,Broj,Muškarci,192
2013,Srebrenica,0-4,Broj,Žene,191
2013,Srebrenica,0-4,Broj,Oba spola,66
2013,Srebrenica,0-4,Broj,Muškarci,38
2013,Srebrenik,0-4,Broj,Žene,28
2013,Srebrenik,0-4,Broj,Oba spola,310
2013,Srebrenik,0-4,Broj,Muškarci,153
2013,Sarajevo - Stari Grad,0-4,Broj,Žene,157
2013,Sarajevo - Stari Grad,0-4,Broj,Oba spola,8
2013,Sarajevo - Stari Grad,0-4,Broj,Muškarci,6
2013,Stolac,0-4,Broj,Žene,2
2013,Stolac,0-4,Broj,Oba spola,2445
2013,Stolac,0-4,Broj,Muškarci,1184
2013,Šamac,0-4,Broj,Žene,1261
2013,Šamac,0-4,Broj,Oba spola,2355
2013,Šamac,0-4,Broj,Muškarci,1242
2013,Šekovići,0-4,Broj,Žene,1113
2013,Šekovići,0-4,Broj,Oba spola,881
2013,Šekovići,0-4,Broj,Muškarci,459
2013,Šipovo,0-4,Broj,Žene,422
2013,Šipovo,0-4,Broj,Oba spola,3255
2013,Šipovo,0-4,Broj,Muškarci,1704
2013,Široki Brijeg,0-4,Broj,Žene,1551
2013,Široki Brijeg,0-4,Broj,Oba spola,218
2013,Široki Brijeg,0-4,Broj,Muškarci,110
2013,Teočak,0-4,Broj,Žene,108
2013,Teočak,0-4,Broj,Oba spola,1962
2013,Teočak,0-4,Broj,Muškarci,967
2013,Teslić,0-4,Broj,Žene,995
2013,Teslić,0-4,Broj,Oba spola,1604
2013,Teslić,0-4,Broj,Muškarci,836
2013,Tešanj,0-4,Broj,Žene,768
2013,Tešanj,0-4,Broj,Oba spola,949
2013,Tešanj,0-4,Broj,Muškarci,505
2013,Tomislavgrad,0-4,Broj,Žene,444
2013,Tomislavgrad,0-4,Broj,Oba spola,1593
2013,Tomislavgrad,0-4,Broj,Muškarci,842
2013,Travnik,0-4,Broj,Žene,751
2013,Travnik,0-4,Broj,Oba spola,7781
2013,Travnik,0-4,Broj,Muškarci,3921
2013,Trebinje,0-4,Broj,Žene,3860
2013,Trebinje,0-4,Broj,Oba spola,981
2013,Trebinje,0-4,Broj,Muškarci,519
2013,Trnovo - FBiH,0-4,Broj,Žene,462
2013,Trnovo - FBiH,0-4,Broj,Oba spola,305
2013,Trnovo - FBiH,0-4,Broj,Muškarci,164
2013,Trnovo - RS,0-4,Broj,Žene,141
2013,Trnovo - RS,0-4,Broj,Oba spola,757
2013,Trnovo - RS,0-4,Broj,Muškarci,404
2013,Tuzla,0-4,Broj,Žene,353
2013,Tuzla,0-4,Broj,Oba spola,1723
2013,Tuzla,0-4,Broj,Muškarci,912
2013,Ugljevik,0-4,Broj,Žene,811
2013,Ugljevik,0-4,Broj,Oba spola,9236
2013,Ugljevik,0-4,Broj,Muškarci,4435
2013,Usora,0-4,Broj,Žene,4801
2013,Usora,0-4,Broj,Oba spola,1925
2013,Usora,0-4,Broj,Muškarci,1017
2013,Vareš,0-4,Broj,Žene,908
2013,Vareš,0-4,Broj,Oba spola,235
2013,Vareš,0-4,Broj,Muškarci,137
2013,Velika Kladuša,0-4,Broj,Žene,98
2013,Velika Kladuša,0-4,Broj,Oba spola,5196
2013,Velika Kladuša,0-4,Broj,Muškarci,2410
2013,Visoko,0-4,Broj,Žene,2786
2013,Visoko,0-4,Broj,Oba spola,1196
2013,Visoko,0-4,Broj,Muškarci,619
2013,Višegrad,0-4,Broj,Žene,577
2013,Višegrad,0-4,Broj,Oba spola,667
2013,Višegrad,0-4,Broj,Muškarci,369
2013,Vitez,0-4,Broj,Žene,298
2013,Vitez,0-4,Broj,Oba spola,1329
2013,Vitez,0-4,Broj,Muškarci,712
2013,Vlasenica,0-4,Broj,Žene,617
2013,Vlasenica,0-4,Broj,Oba spola,434
2013,Vlasenica,0-4,Broj,Muškarci,233
2013,Sarajevo - Vogošća,0-4,Broj,Žene,201
2013,Sarajevo - Vogošća,0-4,Broj,Oba spola,136
2013,Sarajevo - Vogošća,0-4,Broj,Muškarci,76
2013,Vukosavlje,0-4,Broj,Žene,60
2013,Vukosavlje,0-4,Broj,Oba spola,42
2013,Vukosavlje,0-4,Broj,Muškarci,25
2013,Zavidovići,0-4,Broj,Žene,17
2013,Zavidovići,0-4,Broj,Oba spola,1507
2013,Zavidovići,0-4,Broj,Muškarci,780
2013,Zenica,0-4,Broj,Žene,727
2013,Zenica,0-4,Broj,Oba spola,231
2013,Zenica,0-4,Broj,Muškarci,126
2013,Zvornik,0-4,Broj,Žene,105
2013,Zvornik,0-4,Broj,Oba spola,16
2013,Zvornik,0-4,Broj,Muškarci,6
2013,Žepče,0-4,Broj,Žene,10
2013,Žepče,0-4,Broj,Oba spola,418
2013,Žepče,0-4,Broj,Muškarci,232
2013,Živinice,0-4,Broj,Žene,186
2013,Živinice,0-4,Broj,Oba spola,1481
2013,Živinice,0-4,Broj,Muškarci,763
2013,Banja Luka,5-9,Broj,Žene,718
2013,Banja Luka,5-9,Broj,Oba spola,6216
2013,Banja Luka,5-9,Broj,Muškarci,3153
2013,Banovići,5-9,Broj,Žene,3063
2013,Banovići,5-9,Broj,Oba spola,2124
2013,Banovići,5-9,Broj,Muškarci,1101
2013,Berkovići,5-9,Broj,Žene,1023
2013,Berkovići,5-9,Broj,Oba spola,1006
2013,Berkovići,5-9,Broj,Muškarci,531
2013,Bihać,5-9,Broj,Žene,475
2013,Bihać,5-9,Broj,Oba spola,215
2013,Bihać,5-9,Broj,Muškarci,125
2013,Bijeljina,5-9,Broj,Žene,90
2013,Bijeljina,5-9,Broj,Oba spola,297
2013,Bijeljina,5-9,Broj,Muškarci,155
2013,Bileća,5-9,Broj,Žene,142
2013,Bileća,5-9,Broj,Oba spola,670
2013,Bileća,5-9,Broj,Muškarci,335
2013,Bosanska Krupa,5-9,Broj,Žene,335
2013,Bosanska Krupa,5-9,Broj,Oba spola,479
2013,Bosanska Krupa,5-9,Broj,Muškarci,277
2013,Bosanski Petrovac,5-9,Broj,Žene,202
2013,Bosanski Petrovac,5-9,Broj,Oba spola,3049
2013,Bosanski Petrovac,5-9,Broj,Muškarci,1545
2013,Bosansko Grahovo,5-9,Broj,Žene,1504
2013,Bosansko Grahovo,5-9,Broj,Oba spola,806
2013,Bosansko Grahovo,5-9,Broj,Muškarci,411
2013,Bratunac,5-9,Broj,Žene,395
2013,Bratunac,5-9,Broj,Oba spola,816
2013,Bratunac,5-9,Broj,Muškarci,448
2013,Brčko,5-9,Broj,Žene,368
2013,Brčko,5-9,Broj,Oba spola,1044
2013,Brčko,5-9,Broj,Muškarci,544
2013,Breza,5-9,Broj,Žene,500
2013,Breza,5-9,Broj,Oba spola,1049
2013,Breza,5-9,Broj,Muškarci,557
2013,Brod,5-9,Broj,Žene,492
2013,Brod,5-9,Broj,Oba spola,2952
2013,Brod,5-9,Broj,Muškarci,1492
2013,Bugojno,5-9,Broj,Žene,1460
2013,Bugojno,5-9,Broj,Oba spola,2822
2013,Bugojno,5-9,Broj,Muškarci,1392
2013,Busovača,5-9,Broj,Žene,1430
2013,Busovača,5-9,Broj,Oba spola,993
2013,Busovača,5-9,Broj,Muškarci,514
2013,Bužim,5-9,Broj,Žene,479
2013,Bužim,5-9,Broj,Oba spola,1059
2013,Bužim,5-9,Broj,Muškarci,549
2013,Cazin,5-9,Broj,Žene,510
2013,Cazin,5-9,Broj,Oba spola,391
2013,Cazin,5-9,Broj,Muškarci,209
2013,Sarajevo - Centar,5-9,Broj,Žene,182
2013,Sarajevo - Centar,5-9,Broj,Oba spola,654
2013,Sarajevo - Centar,5-9,Broj,Muškarci,360
2013,Čajniče,5-9,Broj,Žene,294
2013,Čajniče,5-9,Broj,Oba spola,2068
2013,Čajniče,5-9,Broj,Muškarci,1060
2013,Čapljina,5-9,Broj,Žene,1008
2013,Čapljina,5-9,Broj,Oba spola,517
2013,Čapljina,5-9,Broj,Muškarci,267
2013,Čelić,5-9,Broj,Žene,250
2013,Čelić,5-9,Broj,Oba spola,2375
2013,Čelić,5-9,Broj,Muškarci,1188
2013,Čelinac,5-9,Broj,Žene,1187
2013,Čelinac,5-9,Broj,Oba spola,3221
2013,Čelinac,5-9,Broj,Muškarci,1641
2013,Čitluk,5-9,Broj,Žene,1580
2013,Čitluk,5-9,Broj,Oba spola,2082
2013,Čitluk,5-9,Broj,Muškarci,1149
2013,Derventa,5-9,Broj,Žene,933
2013,Derventa,5-9,Broj,Oba spola,3956
2013,Derventa,5-9,Broj,Muškarci,2079
2013,Doboj,5-9,Broj,Žene,1877
2013,Doboj,5-9,Broj,Oba spola,1897
2013,Doboj,5-9,Broj,Muškarci,968
2013,Doboj-Istok,5-9,Broj,Žene,929
2013,Doboj-Istok,5-9,Broj,Oba spola,69
2013,Doboj-Istok,5-9,Broj,Muškarci,41
2013,Doboj-Jug,5-9,Broj,Žene,28
2013,Doboj-Jug,5-9,Broj,Oba spola,143
2013,Doboj-Jug,5-9,Broj,Muškarci,78
2013,Dobretići,5-9,Broj,Žene,65
2013,Dobretići,5-9,Broj,Oba spola,8282
2013,Dobretići,5-9,Broj,Muškarci,4106
2013,Domaljevac-Šamac,5-9,Broj,Žene,4176
2013,Domaljevac-Šamac,5-9,Broj,Oba spola,1148
2013,Domaljevac-Šamac,5-9,Broj,Muškarci,597
2013,Donji Vakuf,5-9,Broj,Žene,551
2013,Donji Vakuf,5-9,Broj,Oba spola,459
2013,Donji Vakuf,5-9,Broj,Muškarci,235
2013,Donji Žabar,5-9,Broj,Žene,224
2013,Donji Žabar,5-9,Broj,Oba spola,523
2013,Donji Žabar,5-9,Broj,Muškarci,295
2013,Drvar,5-9,Broj,Žene,228
2013,Drvar,5-9,Broj,Oba spola,3327
2013,Drvar,5-9,Broj,Muškarci,1768
2013,Foča - FBiH,5-9,Broj,Žene,1559
2013,Foča - FBiH,5-9,Broj,Oba spola,2935
2013,Foča - FBiH,5-9,Broj,Muškarci,1448
2013,Foča - RS,5-9,Broj,Žene,1487
2013,Foča - RS,5-9,Broj,Oba spola,669
2013,Foča - RS,5-9,Broj,Muškarci,355
2013,Fojnica,5-9,Broj,Žene,314
2013,Fojnica,5-9,Broj,Oba spola,1960
2013,Fojnica,5-9,Broj,Muškarci,1060
2013,Gacko,5-9,Broj,Žene,900
2013,Gacko,5-9,Broj,Oba spola,855
2013,Gacko,5-9,Broj,Muškarci,426
2013,Glamoč,5-9,Broj,Žene,429
2013,Glamoč,5-9,Broj,Oba spola,2149
2013,Glamoč,5-9,Broj,Muškarci,1034
2013,Goražde,5-9,Broj,Žene,1115
2013,Goražde,5-9,Broj,Oba spola,291
2013,Goražde,5-9,Broj,Muškarci,152
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Žene,139
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Oba spola,2702
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Muškarci,1413
2013,Gračanica,5-9,Broj,Žene,1289
2013,Gračanica,5-9,Broj,Oba spola,8475
2013,Gračanica,5-9,Broj,Muškarci,4354
2013,Gradačac,5-9,Broj,Žene,4121
2013,Gradačac,5-9,Broj,Oba spola,4370
2013,Gradačac,5-9,Broj,Muškarci,2242
2013,Gradiška,5-9,Broj,Žene,2128
2013,Gradiška,5-9,Broj,Oba spola,2303
