Year,Municipality,Godine,UNIT_MEASURE,Spol,Value
2013,Domaljevac-Šamac,Total,Broj,Muškarci,1007
2013,Domaljevac-Šamac,Total,Broj,Žene,924
2013,Domaljevac-Šamac,Total,Broj,Oba spola,7789
2013,Donji Vakuf,Total,Broj,Muškarci,3746
2013,Donji Vakuf,Total,Broj,Žene,4043
2013,Donji Vakuf,Total,Broj,Oba spola,1727
2013,Donji Žabar,Total,Broj,Muškarci,882
2013,Donji Žabar,Total,Broj,Žene,845
2013,Donji Žabar,Total,Broj,Oba spola,180
2013,Drvar,Total,Broj,Muškarci,101
2013,Drvar,Total,Broj,Žene,79
2013,Drvar,Total,Broj,Oba spola,4120
2013,Foča - FBiH,Total,Broj,Muškarci,1840
2013,Foča - FBiH,Total,Broj,Žene,2280
2013,Foča - FBiH,Total,Broj,Oba spola,1515
2013,Foča - RS,Total,Broj,Muškarci,772
2013,Foča - RS,Total,Broj,Žene,743
2013,Foča - RS,Total,Broj,Oba spola,661
2013,Fojnica,Total,Broj,Muškarci,329
2013,Fojnica,Total,Broj,Žene,332
2013,Fojnica,Total,Broj,Oba spola,1662
2013,Gacko,Total,Broj,Muškarci,897
2013,Gacko,Total,Broj,Žene,765
2013,Gacko,Total,Broj,Oba spola,405
2013,Glamoč,Total,Broj,Muškarci,218
2013,Glamoč,Total,Broj,Žene,187
2013,Glamoč,Total,Broj,Oba spola,180
2013,Goražde,Total,Broj,Muškarci,106
2013,Goražde,Total,Broj,Žene,74
2013,Goražde,Total,Broj,Oba spola,60
2013,Gornji Vakuf-Uskoplje,Total,Broj,Muškarci,24
2013,Gornji Vakuf-Uskoplje,Total,Broj,Žene,36
2013,Gornji Vakuf-Uskoplje,Total,Broj,Oba spola,1109
2013,Gračanica,Total,Broj,Muškarci,537
2013,Gračanica,Total,Broj,Žene,572
2013,Gračanica,Total,Broj,Oba spola,361
2013,Gradačac,Total,Broj,Muškarci,212
2013,Gradačac,Total,Broj,Žene,149
2013,Gradačac,Total,Broj,Oba spola,20
2013,Gradiška,Total,Broj,Muškarci,10
2013,Gradiška,Total,Broj,Žene,10
2013,Gradiška,Total,Broj,Oba spola,345
2013,Grude,Total,Broj,Muškarci,166
2013,Grude,Total,Broj,Žene,179
2013,Grude,Total,Broj,Oba spola,1536
2013,Sarajevo - Hadžići,Total,Broj,Muškarci,764
2013,Sarajevo - Hadžići,Total,Broj,Žene,772
2013,Sarajevo - Hadžići,Total,Broj,Oba spola,6233
2013,Han Pijesak,Total,Broj,Muškarci,3148
2013,Han Pijesak,Total,Broj,Žene,3085
2013,Han Pijesak,Total,Broj,Oba spola,2342
2013,Sarajevo - Ilidža,Total,Broj,Muškarci,1212
2013,Sarajevo - Ilidža,Total,Broj,Žene,1130
2013,Sarajevo - Ilidža,Total,Broj,Oba spola,1020
2013,Sarajevo - Ilijaš,Total,Broj,Muškarci,520
2013,Sarajevo - Ilijaš,Total,Broj,Žene,500
2013,Sarajevo - Ilijaš,Total,Broj,Oba spola,243
2013,Istočna Ilidža,Total,Broj,Muškarci,130
2013,Istočna Ilidža,Total,Broj,Žene,113
2013,Istočna Ilidža,Total,Broj,Oba spola,395
2013,Istočni Drvar,Total,Broj,Muškarci,231
2013,Istočni Drvar,Total,Broj,Žene,164
2013,Istočni Drvar,Total,Broj,Oba spola,575
2013,Istočni Mostar,Total,Broj,Muškarci,314
2013,Istočni Mostar,Total,Broj,Žene,261
2013,Istočni Mostar,Total,Broj,Oba spola,507
2013,Istočni Stari Grad,Total,Broj,Muškarci,271
2013,Istočni Stari Grad,Total,Broj,Žene,236
2013,Istočni Stari Grad,Total,Broj,Oba spola,3389
2013,Istočno Novo Sarajevo,Total,Broj,Muškarci,1724
2013,Istočno Novo Sarajevo,Total,Broj,Žene,1665
2013,Istočno Novo Sarajevo,Total,Broj,Oba spola,897
2013,Jablanica,Total,Broj,Muškarci,482
2013,Jablanica,Total,Broj,Žene,415
2013,Jablanica,Total,Broj,Oba spola,604
2013,Jajce,Total,Broj,Muškarci,305
2013,Jajce,Total,Broj,Žene,299
2013,Jajce,Total,Broj,Oba spola,1082
2013,Jezero,Total,Broj,Muškarci,556
2013,Jezero,Total,Broj,Žene,526
2013,Jezero,Total,Broj,Oba spola,1102
2013,Kakanj,Total,Broj,Muškarci,550
2013,Kakanj,Total,Broj,Žene,552
2013,Kakanj,Total,Broj,Oba spola,2962
2013,Kalesija,Total,Broj,Muškarci,1469
2013,Kalesija,Total,Broj,Žene,1493
2013,Kalesija,Total,Broj,Oba spola,2104
2013,Kalinovik,Total,Broj,Muškarci,1048
2013,Kalinovik,Total,Broj,Žene,1056
2013,Kalinovik,Total,Broj,Oba spola,990
2013,Kiseljak,Total,Broj,Muškarci,523
2013,Kiseljak,Total,Broj,Žene,467
2013,Kiseljak,Total,Broj,Oba spola,1162
2013,Kladanj,Total,Broj,Muškarci,601
2013,Kladanj,Total,Broj,Žene,561
2013,Kladanj,Total,Broj,Oba spola,403
2013,Ključ,Total,Broj,Muškarci,228
2013,Ključ,Total,Broj,Žene,175
2013,Ključ,Total,Broj,Oba spola,523
2013,Kneževo,Total,Broj,Muškarci,296
2013,Kneževo,Total,Broj,Žene,227
2013,Kneževo,Total,Broj,Oba spola,1889
2013,Konjic,Total,Broj,Muškarci,950
2013,Konjic,Total,Broj,Žene,939
2013,Konjic,Total,Broj,Oba spola,562
2013,Kostajnica,Total,Broj,Muškarci,302
2013,Kostajnica,Total,Broj,Žene,260
2013,Kostajnica,Total,Broj,Oba spola,2525
2013,Kotor Varoš,Total,Broj,Muškarci,1273
2013,Kotor Varoš,Total,Broj,Žene,1252
2013,Kotor Varoš,Total,Broj,Oba spola,3220
2013,Kozarska Dubica,Total,Broj,Muškarci,1608
2013,Kozarska Dubica,Total,Broj,Žene,1612
2013,Kozarska Dubica,Total,Broj,Oba spola,2448
2013,Kreševo,Total,Broj,Muškarci,1268
2013,Kreševo,Total,Broj,Žene,1180
2013,Kreševo,Total,Broj,Oba spola,3906
2013,Krupa Na Uni,Total,Broj,Muškarci,1982
2013,Krupa Na Uni,Total,Broj,Žene,1924
2013,Krupa Na Uni,Total,Broj,Oba spola,1748
2013,Kupres - FBiH,Total,Broj,Muškarci,897
2013,Kupres - FBiH,Total,Broj,Žene,851
2013,Kupres - FBiH,Total,Broj,Oba spola,78
2013,Kupres - RS,Total,Broj,Muškarci,43
2013,Kupres - RS,Total,Broj,Žene,35
2013,Kupres - RS,Total,Broj,Oba spola,101
2013,Laktaši,Total,Broj,Muškarci,53
2013,Laktaši,Total,Broj,Žene,48
2013,Laktaši,Total,Broj,Oba spola,6798
2013,Livno,Total,Broj,Muškarci,3296
2013,Livno,Total,Broj,Žene,3502
2013,Livno,Total,Broj,Oba spola,1044
2013,Lopare,Total,Broj,Muškarci,530
2013,Lopare,Total,Broj,Žene,514
2013,Lopare,Total,Broj,Oba spola,526
2013,Lukavac,Total,Broj,Muškarci,269
2013,Lukavac,Total,Broj,Žene,257
2013,Lukavac,Total,Broj,Oba spola,580
2013,Ljubinje,Total,Broj,Muškarci,291
2013,Ljubinje,Total,Broj,Žene,289
2013,Ljubinje,Total,Broj,Oba spola,2617
2013,Ljubuški,Total,Broj,Muškarci,1304
2013,Ljubuški,Total,Broj,Žene,1313
2013,Ljubuški,Total,Broj,Oba spola,2759
2013,Maglaj,Total,Broj,Muškarci,1386
2013,Maglaj,Total,Broj,Žene,1373
2013,Maglaj,Total,Broj,Oba spola,627
2013,Milići,Total,Broj,Muškarci,316
2013,Milići,Total,Broj,Žene,311
2013,Milići,Total,Broj,Oba spola,1727
2013,Modriča,Total,Broj,Muškarci,863
2013,Modriča,Total,Broj,Žene,864
2013,Modriča,Total,Broj,Oba spola,797
2013,Mostar,Total,Broj,Muškarci,428
2013,Mostar,Total,Broj,Žene,369
2013,Mostar,Total,Broj,Oba spola,1761
2013,Mrkonjić Grad,Total,Broj,Muškarci,831
2013,Mrkonjić Grad,Total,Broj,Žene,930
2013,Mrkonjić Grad,Total,Broj,Oba spola,329
2013,Neum,Total,Broj,Muškarci,179
2013,Neum,Total,Broj,Žene,150
2013,Neum,Total,Broj,Oba spola,2569
2013,Nevesinje,Total,Broj,Muškarci,1240
2013,Nevesinje,Total,Broj,Žene,1329
2013,Nevesinje,Total,Broj,Oba spola,7266
2013,Novi Grad,Total,Broj,Muškarci,3672
2013,Novi Grad,Total,Broj,Žene,3594
2013,Novi Grad,Total,Broj,Oba spola,3978
2013,Sarajevo - Novi Grad,Total,Broj,Muškarci,2112
2013,Sarajevo - Novi Grad,Total,Broj,Žene,1866
2013,Sarajevo - Novi Grad,Total,Broj,Oba spola,2224
2013,Novi Travnik,Total,Broj,Muškarci,1178
2013,Novi Travnik,Total,Broj,Žene,1046
2013,Novi Travnik,Total,Broj,Oba spola,4272
2013,Novo Goražde,Total,Broj,Muškarci,2083
2013,Novo Goražde,Total,Broj,Žene,2189
2013,Novo Goražde,Total,Broj,Oba spola,12033
2013,Sarajevo - Novo Sarajevo,Total,Broj,Muškarci,5908
2013,Sarajevo - Novo Sarajevo,Total,Broj,Žene,6125
2013,Sarajevo - Novo Sarajevo,Total,Broj,Oba spola,1871
2013,Odžak,Total,Broj,Muškarci,932
2013,Odžak,Total,Broj,Žene,939
2013,Odžak,Total,Broj,Oba spola,143
2013,Olovo,Total,Broj,Muškarci,79
2013,Olovo,Total,Broj,Žene,64
2013,Olovo,Total,Broj,Oba spola,4543
2013,Orašje,Total,Broj,Muškarci,2182
2013,Orašje,Total,Broj,Žene,2361
2013,Orašje,Total,Broj,Oba spola,7793
2013,Osmaci,Total,Broj,Muškarci,3867
2013,Osmaci,Total,Broj,Žene,3926
2013,Osmaci,Total,Broj,Oba spola,766
2013,Oštra Luka,Total,Broj,Muškarci,399
2013,Oštra Luka,Total,Broj,Žene,367
2013,Oštra Luka,Total,Broj,Oba spola,1833
2013,Pale - FBiH,Total,Broj,Muškarci,899
2013,Pale - FBiH,Total,Broj,Žene,934
2013,Pale - FBiH,Total,Broj,Oba spola,501
2013,Pale - RS,Total,Broj,Muškarci,274
2013,Pale - RS,Total,Broj,Žene,227
2013,Pale - RS,Total,Broj,Oba spola,166
2013,Pelagićevo,Total,Broj,Muškarci,99
2013,Pelagićevo,Total,Broj,Žene,67
2013,Pelagićevo,Total,Broj,Oba spola,1407
2013,Petrovac,Total,Broj,Muškarci,721
2013,Petrovac,Total,Broj,Žene,686
2013,Petrovac,Total,Broj,Oba spola,6573
2013,Petrovo,Total,Broj,Muškarci,3436
2013,Petrovo,Total,Broj,Žene,3137
2013,Petrovo,Total,Broj,Oba spola,1161
2013,Posušje,Total,Broj,Muškarci,572
2013,Posušje,Total,Broj,Žene,589
2013,Posušje,Total,Broj,Oba spola,1259
2013,Prijedor,Total,Broj,Muškarci,646
2013,Prijedor,Total,Broj,Žene,613
2013,Prijedor,Total,Broj,Oba spola,2412
2013,Prnjavor,Total,Broj,Muškarci,1196
2013,Prnjavor,Total,Broj,Žene,1216
2013,Prnjavor,Total,Broj,Oba spola,1403
2013,Prozor,Total,Broj,Muškarci,737
2013,Prozor,Total,Broj,Žene,666
2013,Prozor,Total,Broj,Oba spola,1265
2013,Ravno,Total,Broj,Muškarci,642
2013,Ravno,Total,Broj,Žene,623
2013,Ravno,Total,Broj,Oba spola,5175
2013,Ribnik,Total,Broj,Muškarci,2632
2013,Ribnik,Total,Broj,Žene,2543
2013,Ribnik,Total,Broj,Oba spola,3675
2013,Rogatica,Total,Broj,Muškarci,1718
2013,Rogatica,Total,Broj,Žene,1957
2013,Rogatica,Total,Broj,Oba spola,383
2013,Rudo,Total,Broj,Muškarci,211
2013,Rudo,Total,Broj,Žene,172
2013,Rudo,Total,Broj,Oba spola,1958
2013,Sanski Most,Total,Broj,Muškarci,1032
2013,Sanski Most,Total,Broj,Žene,926
2013,Sanski Most,Total,Broj,Oba spola,801
2013,Sapna,Total,Broj,Muškarci,427
2013,Sapna,Total,Broj,Žene,374
2013,Sapna,Total,Broj,Oba spola,1182
2013,Sokolac,Total,Broj,Muškarci,587
2013,Sokolac,Total,Broj,Žene,595
2013,Sokolac,Total,Broj,Oba spola,1388
2013,Srbac,Total,Broj,Muškarci,696
2013,Srbac,Total,Broj,Žene,692
2013,Srbac,Total,Broj,Oba spola,2097
2013,Srebrenica,Total,Broj,Muškarci,1055
2013,Srebrenica,Total,Broj,Žene,1042
2013,Srebrenica,Total,Broj,Oba spola,4913
2013,Srebrenik,Total,Broj,Muškarci,2482
2013,Srebrenik,Total,Broj,Žene,2431
2013,Srebrenik,Total,Broj,Oba spola,915
2013,Sarajevo - Stari Grad,Total,Broj,Muškarci,434
2013,Sarajevo - Stari Grad,Total,Broj,Žene,481
2013,Sarajevo - Stari Grad,Total,Broj,Oba spola,336
2013,Stolac,Total,Broj,Muškarci,163
2013,Stolac,Total,Broj,Žene,173
2013,Stolac,Total,Broj,Oba spola,164
2013,Šamac,Total,Broj,Muškarci,90
2013,Šamac,Total,Broj,Žene,74
2013,Šamac,Total,Broj,Oba spola,470
2013,Šekovići,Total,Broj,Muškarci,257
2013,Šekovići,Total,Broj,Žene,213
2013,Šekovići,Total,Broj,Oba spola,1078
2013,Šipovo,Total,Broj,Muškarci,532
2013,Šipovo,Total,Broj,Žene,546
2013,Šipovo,Total,Broj,Oba spola,326
2013,Široki Brijeg,Total,Broj,Muškarci,177
2013,Široki Brijeg,Total,Broj,Žene,149
2013,Široki Brijeg,Total,Broj,Oba spola,446
2013,Teočak,Total,Broj,Muškarci,241
2013,Teočak,Total,Broj,Žene,205
2013,Teočak,Total,Broj,Oba spola,140
2013,Teslić,Total,Broj,Muškarci,71
2013,Teslić,Total,Broj,Žene,69
2013,Teslić,Total,Broj,Oba spola,1262
2013,Tešanj,Total,Broj,Muškarci,664
2013,Tešanj,Total,Broj,Žene,598
2013,Tešanj,Total,Broj,Oba spola,1000
2013,Tomislavgrad,Total,Broj,Muškarci,481
2013,Tomislavgrad,Total,Broj,Žene,519
2013,Tomislavgrad,Total,Broj,Oba spola,697
2013,Travnik,Total,Broj,Muškarci,362
2013,Travnik,Total,Broj,Žene,335
2013,Travnik,Total,Broj,Oba spola,248
2013,Trebinje,Total,Broj,Muškarci,143
2013,Trebinje,Total,Broj,Žene,105
2013,Trebinje,Total,Broj,Oba spola,1492
2013,Trnovo - FBiH,Total,Broj,Muškarci,725
2013,Trnovo - FBiH,Total,Broj,Žene,767
2013,Trnovo - FBiH,Total,Broj,Oba spola,1617
2013,Trnovo - RS,Total,Broj,Muškarci,842
2013,Trnovo - RS,Total,Broj,Žene,775
2013,Trnovo - RS,Total,Broj,Oba spola,3435
2013,Tuzla,Total,Broj,Muškarci,1588
2013,Tuzla,Total,Broj,Žene,1847
2013,Tuzla,Total,Broj,Oba spola,3002
2013,Ugljevik,Total,Broj,Muškarci,1468
2013,Ugljevik,Total,Broj,Žene,1534
2013,Ugljevik,Total,Broj,Oba spola,3609
2013,Usora,Total,Broj,Muškarci,1812
2013,Usora,Total,Broj,Žene,1797
2013,Usora,Total,Broj,Oba spola,1338
2013,Vareš,Total,Broj,Muškarci,695
2013,Vareš,Total,Broj,Žene,643
2013,Vareš,Total,Broj,Oba spola,1846
2013,Velika Kladuša,Total,Broj,Muškarci,906
2013,Velika Kladuša,Total,Broj,Žene,940
2013,Velika Kladuša,Total,Broj,Oba spola,252
2013,Visoko,Total,Broj,Muškarci,128
2013,Visoko,Total,Broj,Žene,124
2013,Visoko,Total,Broj,Oba spola,4805
2013,Višegrad,Total,Broj,Muškarci,2352
2013,Višegrad,Total,Broj,Žene,2453
2013,Višegrad,Total,Broj,Oba spola,1427
2013,Vitez,Total,Broj,Muškarci,653
2013,Vitez,Total,Broj,Žene,774
2013,Vitez,Total,Broj,Oba spola,951
2013,Vlasenica,Total,Broj,Muškarci,460
2013,Vlasenica,Total,Broj,Žene,491
2013,Vlasenica,Total,Broj,Oba spola,5
2013,Sarajevo - Vogošća,Total,Broj,Muškarci,5
2013,Sarajevo - Vogošća,Total,Broj,Žene,0
2013,Sarajevo - Vogošća,Total,Broj,Oba spola,19
2013,Vukosavlje,Total,Broj,Muškarci,12
2013,Vukosavlje,Total,Broj,Žene,7
2013,Vukosavlje,Total,Broj,Oba spola,59
2013,Zavidovići,Total,Broj,Muškarci,40
2013,Zavidovići,Total,Broj,Žene,19
2013,Zavidovići,Total,Broj,Oba spola,628
2013,Zenica,Total,Broj,Muškarci,302
2013,Zenica,Total,Broj,Žene,326
2013,Zenica,Total,Broj,Oba spola,782
2013,Zvornik,Total,Broj,Muškarci,383
2013,Zvornik,Total,Broj,Žene,399
2013,Zvornik,Total,Broj,Oba spola,2014
2013,Žepče,Total,Broj,Muškarci,1064
2013,Žepče,Total,Broj,Žene,950
2013,Žepče,Total,Broj,Oba spola,97
2013,Živinice,Total,Broj,Muškarci,49
2013,Živinice,Total,Broj,Žene,48
2013,Živinice,Total,Broj,Oba spola,2863
2013,Banja Luka,0-4,Broj,Muškarci,1431
2013,Banja Luka,0-4,Broj,Žene,1432
2013,Banja Luka,0-4,Broj,Oba spola,2661
2013,Banovići,0-4,Broj,Muškarci,1357
2013,Banovići,0-4,Broj,Žene,1304
2013,Banovići,0-4,Broj,Oba spola,108
2013,Berkovići,0-4,Broj,Muškarci,61
2013,Berkovići,0-4,Broj,Žene,47
2013,Berkovići,0-4,Broj,Oba spola,1531
2013,Bihać,0-4,Broj,Muškarci,748
2013,Bihać,0-4,Broj,Žene,783
2013,Bihać,0-4,Broj,Oba spola,1032
2013,Bijeljina,0-4,Broj,Muškarci,512
2013,Bijeljina,0-4,Broj,Žene,520
2013,Bijeljina,0-4,Broj,Oba spola,1302
2013,Bileća,0-4,Broj,Muškarci,666
2013,Bileća,0-4,Broj,Žene,636
2013,Bileća,0-4,Broj,Oba spola,727
2013,Bosanska Krupa,0-4,Broj,Muškarci,389
2013,Bosanska Krupa,0-4,Broj,Žene,338
2013,Bosanska Krupa,0-4,Broj,Oba spola,1915
2013,Bosanski Petrovac,0-4,Broj,Muškarci,966
2013,Bosanski Petrovac,0-4,Broj,Žene,949
2013,Bosanski Petrovac,0-4,Broj,Oba spola,458
2013,Bosansko Grahovo,0-4,Broj,Muškarci,242
2013,Bosansko Grahovo,0-4,Broj,Žene,216
2013,Bosansko Grahovo,0-4,Broj,Oba spola,1512
2013,Bratunac,0-4,Broj,Muškarci,780
2013,Bratunac,0-4,Broj,Žene,732
2013,Bratunac,0-4,Broj,Oba spola,1681
2013,Brčko,0-4,Broj,Muškarci,829
2013,Brčko,0-4,Broj,Žene,852
2013,Brčko,0-4,Broj,Oba spola,391
2013,Breza,0-4,Broj,Muškarci,186
2013,Breza,0-4,Broj,Žene,205
2013,Breza,0-4,Broj,Oba spola,121
2013,Brod,0-4,Broj,Muškarci,75
2013,Brod,0-4,Broj,Žene,46
2013,Brod,0-4,Broj,Oba spola,458
2013,Bugojno,0-4,Broj,Muškarci,223
2013,Bugojno,0-4,Broj,Žene,235
2013,Bugojno,0-4,Broj,Oba spola,18
2013,Busovača,0-4,Broj,Muškarci,14
2013,Busovača,0-4,Broj,Žene,4
2013,Busovača,0-4,Broj,Oba spola,2432
2013,Bužim,0-4,Broj,Muškarci,1220
2013,Bužim,0-4,Broj,Žene,1212
2013,Bužim,0-4,Broj,Oba spola,2619
2013,Cazin,0-4,Broj,Muškarci,1310
2013,Cazin,0-4,Broj,Žene,1309
2013,Cazin,0-4,Broj,Oba spola,1237
2013,Sarajevo - Centar,0-4,Broj,Muškarci,678
2013,Sarajevo - Centar,0-4,Broj,Žene,559
2013,Sarajevo - Centar,0-4,Broj,Oba spola,3542
2013,Čajniče,0-4,Broj,Muškarci,1696
2013,Čajniče,0-4,Broj,Žene,1846
2013,Čajniče,0-4,Broj,Oba spola,245
2013,Čapljina,0-4,Broj,Muškarci,124
2013,Čapljina,0-4,Broj,Žene,121
2013,Čapljina,0-4,Broj,Oba spola,2046
2013,Čelić,0-4,Broj,Muškarci,1090
2013,Čelić,0-4,Broj,Žene,956
2013,Čelić,0-4,Broj,Oba spola,1849
2013,Čelinac,0-4,Broj,Muškarci,935
2013,Čelinac,0-4,Broj,Žene,914
2013,Čelinac,0-4,Broj,Oba spola,771
2013,Čitluk,0-4,Broj,Muškarci,370
2013,Čitluk,0-4,Broj,Žene,401
2013,Čitluk,0-4,Broj,Oba spola,1926
2013,Derventa,0-4,Broj,Muškarci,979
2013,Derventa,0-4,Broj,Žene,947
2013,Derventa,0-4,Broj,Oba spola,7497
2013,Doboj,0-4,Broj,Muškarci,3709
2013,Doboj,0-4,Broj,Žene,3788
2013,Doboj,0-4,Broj,Oba spola,1068
2013,Doboj-Istok,0-4,Broj,Muškarci,518
2013,Doboj-Istok,0-4,Broj,Žene,550
2013,Doboj-Istok,0-4,Broj,Oba spola,424
2013,Doboj-Jug,0-4,Broj,Muškarci,210
2013,Doboj-Jug,0-4,Broj,Žene,214
2013,Doboj-Jug,0-4,Broj,Oba spola,897
2013,Dobretići,0-4,Broj,Muškarci,488
2013,Dobretići,0-4,Broj,Žene,409
2013,Dobretići,0-4,Broj,Oba spola,2145
2013,Domaljevac-Šamac,0-4,Broj,Muškarci,1110
2013,Domaljevac-Šamac,0-4,Broj,Žene,1035
2013,Domaljevac-Šamac,0-4,Broj,Oba spola,8130
2013,Donji Vakuf,0-4,Broj,Muškarci,3938
2013,Donji Vakuf,0-4,Broj,Žene,4192
2013,Donji Vakuf,0-4,Broj,Oba spola,1864
2013,Donji Žabar,0-4,Broj,Muškarci,913
2013,Donji Žabar,0-4,Broj,Žene,951
2013,Donji Žabar,0-4,Broj,Oba spola,227
2013,Drvar,0-4,Broj,Muškarci,117
2013,Drvar,0-4,Broj,Žene,110
2013,Drvar,0-4,Broj,Oba spola,4490
2013,Foča - FBiH,0-4,Broj,Muškarci,2007
2013,Foča - FBiH,0-4,Broj,Žene,2483
2013,Foča - FBiH,0-4,Broj,Oba spola,1758
2013,Foča - RS,0-4,Broj,Muškarci,926
2013,Foča - RS,0-4,Broj,Žene,832
2013,Foča - RS,0-4,Broj,Oba spola,739
2013,Fojnica,0-4,Broj,Muškarci,376
2013,Fojnica,0-4,Broj,Žene,363
2013,Fojnica,0-4,Broj,Oba spola,1844
2013,Gacko,0-4,Broj,Muškarci,1012
2013,Gacko,0-4,Broj,Žene,832
2013,Gacko,0-4,Broj,Oba spola,460
2013,Glamoč,0-4,Broj,Muškarci,235
2013,Glamoč,0-4,Broj,Žene,225
2013,Glamoč,0-4,Broj,Oba spola,190
2013,Goražde,0-4,Broj,Muškarci,117
2013,Goražde,0-4,Broj,Žene,73
2013,Goražde,0-4,Broj,Oba spola,74
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Muškarci,42
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Žene,32
2013,Gornji Vakuf-Uskoplje,0-4,Broj,Oba spola,1344
2013,Gračanica,0-4,Broj,Muškarci,654
2013,Gračanica,0-4,Broj,Žene,690
2013,Gračanica,0-4,Broj,Oba spola,496
2013,Gradačac,0-4,Broj,Muškarci,263
2013,Gradačac,0-4,Broj,Žene,233
2013,Gradačac,0-4,Broj,Oba spola,24
2013,Gradiška,0-4,Broj,Muškarci,14
2013,Gradiška,0-4,Broj,Žene,10
2013,Gradiška,0-4,Broj,Oba spola,469
2013,Grude,0-4,Broj,Muškarci,237
2013,Grude,0-4,Broj,Žene,232
2013,Grude,0-4,Broj,Oba spola,1491
2013,Sarajevo - Hadžići,0-4,Broj,Muškarci,830
2013,Sarajevo - Hadžići,0-4,Broj,Žene,661
2013,Sarajevo - Hadžići,0-4,Broj,Oba spola,6999
2013,Han Pijesak,0-4,Broj,Muškarci,3566
2013,Han Pijesak,0-4,Broj,Žene,3433
2013,Han Pijesak,0-4,Broj,Oba spola,2458
2013,Sarajevo - Ilidža,0-4,Broj,Muškarci,1239
2013,Sarajevo - Ilidža,0-4,Broj,Žene,1219
2013,Sarajevo - Ilidža,0-4,Broj,Oba spola,1057
2013,Sarajevo - Ilijaš,0-4,Broj,Muškarci,567
2013,Sarajevo - Ilijaš,0-4,Broj,Žene,490
2013,Sarajevo - Ilijaš,0-4,Broj,Oba spola,243
2013,Istočna Ilidža,0-4,Broj,Muškarci,115
2013,Istočna Ilidža,0-4,Broj,Žene,128
2013,Istočna Ilidža,0-4,Broj,Oba spola,394
2013,Istočni Drvar,0-4,Broj,Muškarci,230
2013,Istočni Drvar,0-4,Broj,Žene,164
2013,Istočni Drvar,0-4,Broj,Oba spola,672
2013,Istočni Mostar,0-4,Broj,Muškarci,360
2013,Istočni Mostar,0-4,Broj,Žene,312
2013,Istočni Mostar,0-4,Broj,Oba spola,656
2013,Istočni Stari Grad,0-4,Broj,Muškarci,328
2013,Istočni Stari Grad,0-4,Broj,Žene,328
2013,Istočni Stari Grad,0-4,Broj,Oba spola,3424
2013,Istočno Novo Sarajevo,0-4,Broj,Muškarci,1796
2013,Istočno Novo Sarajevo,0-4,Broj,Žene,1628
2013,Istočno Novo Sarajevo,0-4,Broj,Oba spola,817
2013,Jablanica,0-4,Broj,Muškarci,440
2013,Jablanica,0-4,Broj,Žene,377
2013,Jablanica,0-4,Broj,Oba spola,819
2013,Jajce,0-4,Broj,Muškarci,405
2013,Jajce,0-4,Broj,Žene,414
2013,Jajce,0-4,Broj,Oba spola,1204
2013,Jezero,0-4,Broj,Muškarci,620
2013,Jezero,0-4,Broj,Žene,584
2013,Jezero,0-4,Broj,Oba spola,1011
2013,Kakanj,0-4,Broj,Muškarci,498
2013,Kakanj,0-4,Broj,Žene,513
2013,Kakanj,0-4,Broj,Oba spola,2944
2013,Kalesija,0-4,Broj,Muškarci,1409
2013,Kalesija,0-4,Broj,Žene,1535
2013,Kalesija,0-4,Broj,Oba spola,2464
2013,Kalinovik,0-4,Broj,Muškarci,1153
2013,Kalinovik,0-4,Broj,Žene,1311
2013,Kalinovik,0-4,Broj,Oba spola,1162
2013,Kiseljak,0-4,Broj,Muškarci,625
2013,Kiseljak,0-4,Broj,Žene,537
2013,Kiseljak,0-4,Broj,Oba spola,1306
2013,Kladanj,0-4,Broj,Muškarci,683
2013,Kladanj,0-4,Broj,Žene,623
2013,Kladanj,0-4,Broj,Oba spola,499
2013,Ključ,0-4,Broj,Muškarci,255
2013,Ključ,0-4,Broj,Žene,244
2013,Ključ,0-4,Broj,Oba spola,643
2013,Kneževo,0-4,Broj,Muškarci,340
2013,Kneževo,0-4,Broj,Žene,303
2013,Kneževo,0-4,Broj,Oba spola,2304
2013,Konjic,0-4,Broj,Muškarci,1160
2013,Konjic,0-4,Broj,Žene,1144
2013,Konjic,0-4,Broj,Oba spola,532
2013,Kostajnica,0-4,Broj,Muškarci,262
2013,Kostajnica,0-4,Broj,Žene,270
2013,Kostajnica,0-4,Broj,Oba spola,2639
2013,Kotor Varoš,0-4,Broj,Muškarci,1275
2013,Kotor Varoš,0-4,Broj,Žene,1364
2013,Kotor Varoš,0-4,Broj,Oba spola,3260
2013,Kozarska Dubica,0-4,Broj,Muškarci,1592
2013,Kozarska Dubica,0-4,Broj,Žene,1668
2013,Kozarska Dubica,0-4,Broj,Oba spola,2326
2013,Kreševo,0-4,Broj,Muškarci,1263
2013,Kreševo,0-4,Broj,Žene,1063
2013,Kreševo,0-4,Broj,Oba spola,3928
2013,Krupa Na Uni,0-4,Broj,Muškarci,1966
2013,Krupa Na Uni,0-4,Broj,Žene,1962
2013,Krupa Na Uni,0-4,Broj,Oba spola,2001
2013,Kupres - FBiH,0-4,Broj,Muškarci,973
2013,Kupres - FBiH,0-4,Broj,Žene,1028
2013,Kupres - FBiH,0-4,Broj,Oba spola,87
2013,Kupres - RS,0-4,Broj,Muškarci,48
2013,Kupres - RS,0-4,Broj,Žene,39
