Year,UNIT_MEASURE,Пол,Старосна доб,Value
2060,% од укупно,Ж,89,0.5
2060,% од укупно,Ж,90,0.42
2060,% од укупно,Ж,91,0.4
2060,% од укупно,Ж,92,0.36
2060,% од укупно,Ж,93,0.31
2060,% од укупно,Ж,94,0.27
2060,% од укупно,Ж,95,0.23
2060,% од укупно,Ж,96,0.18
2060,% од укупно,Ж,97,0.15
2060,% од укупно,Ж,98,0.12
2060,% од укупно,Ж,99,0.09
2060,% од укупно,Ж,100,0.07
2060,% од укупно,Ж,101,0.05
2060,% од укупно,Ж,102,0.04
2060,% од укупно,Ж,103,0.02
2060,% од укупно,Ж,104,0.02
2060,% од укупно,Ж,105,0.01
2060,% од укупно,Ж,106,0.01
2060,% од укупно,Ж,107,0.0
2060,% од укупно,Ж,108,0.0
2060,% од укупно,Ж,109,0.0
2060,% од укупно,Ж,110,0.0
2060,% од укупно,Ж,111,0.0
2060,% од укупно,Ж,112,0.0
2060,% од укупно,Ж,113,0.0
2060,% од укупно,Ж,114,0.0
2060,% од укупно,Ж,115,0.0
2060,% од укупно,Ж,116,0.0
2060,% од укупно,Ж,117,0.0
2060,% од укупно,Ж,118,0.0
2060,% од укупно,Ж,119,0.0
2060,% од укупно,Ж,120+,0.0
2065,% од укупно,Ж,Total,55.0
2065,% од укупно,Ж,0,0.3
2065,% од укупно,Ж,1,0.3
2065,% од укупно,Ж,2,0.3
2065,% од укупно,Ж,3,0.31
2065,% од укупно,Ж,4,0.31
2065,% од укупно,Ж,5,0.32
2065,% од укупно,Ж,6,0.33
2065,% од укупно,Ж,7,0.33
2065,% од укупно,Ж,8,0.34
2065,% од укупно,Ж,9,0.35
2065,% од укупно,Ж,10,0.35
2065,% од укупно,Ж,11,0.36
2065,% од укупно,Ж,12,0.37
2065,% од укупно,Ж,13,0.37
2065,% од укупно,Ж,14,0.38
2065,% од укупно,Ж,15,0.39
2065,% од укупно,Ж,16,0.39
2065,% од укупно,Ж,17,0.4
2065,% од укупно,Ж,18,0.4
2065,% од укупно,Ж,19,0.4
2065,% од укупно,Ж,20,0.4
2065,% од укупно,Ж,21,0.4
2065,% од укупно,Ж,22,0.4
2065,% од укупно,Ж,23,0.4
2065,% од укупно,Ж,24,0.39
2065,% од укупно,Ж,25,0.39
2065,% од укупно,Ж,26,0.39
2065,% од укупно,Ж,27,0.39
2065,% од укупно,Ж,28,0.39
2065,% од укупно,Ж,29,0.4
2065,% од укупно,Ж,30,0.4
2065,% од укупно,Ж,31,0.41
2065,% од укупно,Ж,32,0.41
2065,% од укупно,Ж,33,0.42
2065,% од укупно,Ж,34,0.43
2065,% од укупно,Ж,35,0.44
2065,% од укупно,Ж,36,0.44
2065,% од укупно,Ж,37,0.45
2065,% од укупно,Ж,38,0.46
2065,% од укупно,Ж,39,0.47
2065,% од укупно,Ж,40,0.48
2065,% од укупно,Ж,41,0.49
2065,% од укупно,Ж,42,0.5
2065,% од укупно,Ж,43,0.51
2065,% од укупно,Ж,44,0.52
2065,% од укупно,Ж,45,0.53
2065,% од укупно,Ж,46,0.54
2065,% од укупно,Ж,47,0.53
2065,% од укупно,Ж,48,0.55
2065,% од укупно,Ж,49,0.55
2065,% од укупно,Ж,50,0.55
2065,% од укупно,Ж,51,0.57
2065,% од укупно,Ж,52,0.56
2065,% од укупно,Ж,53,0.65
2065,% од укупно,Ж,54,0.62
2065,% од укупно,Ж,55,0.65
2065,% од укупно,Ж,56,0.67
2065,% од укупно,Ж,57,0.68
2065,% од укупно,Ж,58,0.65
2065,% од укупно,Ж,59,0.66
2065,% од укупно,Ж,60,0.67
2065,% од укупно,Ж,61,0.67
2065,% од укупно,Ж,62,0.68
2065,% од укупно,Ж,63,0.7
2065,% од укупно,Ж,64,0.72
2065,% од укупно,Ж,65,0.75
2065,% од укупно,Ж,66,0.78
2065,% од укупно,Ж,67,0.85
2065,% од укупно,Ж,68,0.93
2065,% од укупно,Ж,69,0.99
2065,% од укупно,Ж,70,1.03
2065,% од укупно,Ж,71,0.88
2065,% од укупно,Ж,72,0.77
2065,% од укупно,Ж,73,0.9
2065,% од укупно,Ж,74,1.0
2065,% од укупно,Ж,75,0.97
2065,% од укупно,Ж,76,0.97
2065,% од укупно,Ж,77,1.0
2065,% од укупно,Ж,78,0.97
2065,% од укупно,Ж,79,0.95
2065,% од укупно,Ж,80,0.95
2065,% од укупно,Ж,81,0.94
2065,% од укупно,Ж,82,0.9
2065,% од укупно,Ж,83,0.87
2065,% од укупно,Ж,84,0.83
2065,% од укупно,Ж,85,0.78
2065,% од укупно,Ж,86,0.73
2065,% од укупно,Ж,87,0.67
2065,% од укупно,Ж,88,0.63
2065,% од укупно,Ж,89,0.6
2065,% од укупно,Ж,90,0.52
2065,% од укупно,Ж,91,0.46
2065,% од укупно,Ж,92,0.4
2065,% од укупно,Ж,93,0.36
2065,% од укупно,Ж,94,0.3
2065,% од укупно,Ж,95,0.24
2065,% од укупно,Ж,96,0.21
2065,% од укупно,Ж,97,0.17
2065,% од укупно,Ж,98,0.14
2065,% од укупно,Ж,99,0.11
2065,% од укупно,Ж,100,0.09
2065,% од укупно,Ж,101,0.06
2065,% од укупно,Ж,102,0.05
2065,% од укупно,Ж,103,0.03
2065,% од укупно,Ж,104,0.02
2065,% од укупно,Ж,105,0.01
2065,% од укупно,Ж,106,0.01
2065,% од укупно,Ж,107,0.01
2065,% од укупно,Ж,108,0.0
2065,% од укупно,Ж,109,0.0
2065,% од укупно,Ж,110,0.0
2065,% од укупно,Ж,111,0.0
2065,% од укупно,Ж,112,0.0
2065,% од укупно,Ж,113,0.0
2065,% од укупно,Ж,114,0.0
2065,% од укупно,Ж,115,0.0
2065,% од укупно,Ж,116,0.0
2065,% од укупно,Ж,117,0.0
2065,% од укупно,Ж,118,0.0
2065,% од укупно,Ж,119,0.0
2065,% од укупно,Ж,120+,0.0
2070,% од укупно,Ж,Total,55.33
2070,% од укупно,Ж,0,0.3
2070,% од укупно,Ж,1,0.3
2070,% од укупно,Ж,2,0.3
2070,% од укупно,Ж,3,0.31
2070,% од укупно,Ж,4,0.31
2070,% од укупно,Ж,5,0.32
2070,% од укупно,Ж,6,0.32
2070,% од укупно,Ж,7,0.33
2070,% од укупно,Ж,8,0.34
2070,% од укупно,Ж,9,0.34
2070,% од укупно,Ж,10,0.35
2070,% од укупно,Ж,11,0.36
2070,% од укупно,Ж,12,0.37
2070,% од укупно,Ж,13,0.37
2070,% од укупно,Ж,14,0.38
2070,% од укупно,Ж,15,0.39
2070,% од укупно,Ж,16,0.39
2070,% од укупно,Ж,17,0.4
2070,% од укупно,Ж,18,0.4
2070,% од укупно,Ж,19,0.4
2070,% од укупно,Ж,20,0.4
2070,% од укупно,Ж,21,0.4
2070,% од укупно,Ж,22,0.4
2070,% од укупно,Ж,23,0.4
2070,% од укупно,Ж,24,0.4
2070,% од укупно,Ж,25,0.39
2070,% од укупно,Ж,26,0.39
2070,% од укупно,Ж,27,0.39
2070,% од укупно,Ж,28,0.4
2070,% од укупно,Ж,29,0.4
2070,% од укупно,Ж,30,0.4
2070,% од укупно,Ж,31,0.41
2070,% од укупно,Ж,32,0.41
2070,% од укупно,Ж,33,0.41
2070,% од укупно,Ж,34,0.42
2070,% од укупно,Ж,35,0.43
2070,% од укупно,Ж,36,0.43
2070,% од укупно,Ж,37,0.44
2070,% од укупно,Ж,38,0.45
2070,% од укупно,Ж,39,0.46
2070,% од укупно,Ж,40,0.47
2070,% од укупно,Ж,41,0.48
2070,% од укупно,Ж,42,0.49
2070,% од укупно,Ж,43,0.5
2070,% од укупно,Ж,44,0.51
2070,% од укупно,Ж,45,0.52
2070,% од укупно,Ж,46,0.53
2070,% од укупно,Ж,47,0.54
2070,% од укупно,Ж,48,0.55
2070,% од укупно,Ж,49,0.57
2070,% од укупно,Ж,50,0.58
2070,% од укупно,Ж,51,0.59
2070,% од укупно,Ж,52,0.57
2070,% од укупно,Ж,53,0.6
2070,% од укупно,Ж,54,0.6
2070,% од укупно,Ж,55,0.61
2070,% од укупно,Ж,56,0.62
2070,% од укупно,Ж,57,0.62
2070,% од укупно,Ж,58,0.71
2070,% од укупно,Ж,59,0.68
2070,% од укупно,Ж,60,0.72
2070,% од укупно,Ж,61,0.73
2070,% од укупно,Ж,62,0.74
2070,% од укупно,Ж,63,0.71
2070,% од укупно,Ж,64,0.72
2070,% од укупно,Ж,65,0.73
2070,% од укупно,Ж,66,0.73
2070,% од укупно,Ж,67,0.74
2070,% од укупно,Ж,68,0.75
2070,% од укупно,Ж,69,0.78
2070,% од укупно,Ж,70,0.8
2070,% од укупно,Ж,71,0.83
2070,% од укупно,Ж,72,0.89
2070,% од укупно,Ж,73,0.98
2070,% од укупно,Ж,74,1.03
2070,% од укупно,Ж,75,1.06
2070,% од укупно,Ж,76,0.91
2070,% од укупно,Ж,77,0.78
2070,% од укупно,Ж,78,0.9
2070,% од укупно,Ж,79,0.99
2070,% од укупно,Ж,80,0.95
2070,% од укупно,Ж,81,0.94
2070,% од укупно,Ж,82,0.95
2070,% од укупно,Ж,83,0.91
2070,% од укупно,Ж,84,0.87
2070,% од укупно,Ж,85,0.85
2070,% од укупно,Ж,86,0.82
2070,% од укупно,Ж,87,0.76
2070,% од укупно,Ж,88,0.72
2070,% од укупно,Ж,89,0.66
2070,% од укупно,Ж,90,0.6
2070,% од укупно,Ж,91,0.53
2070,% од укупно,Ж,92,0.47
2070,% од укупно,Ж,93,0.42
2070,% од укупно,Ж,94,0.37
2070,% од укупно,Ж,95,0.31
2070,% од укупно,Ж,96,0.25
2070,% од укупно,Ж,97,0.2
2070,% од укупно,Ж,98,0.17
2070,% од укупно,Ж,99,0.13
2070,% од укупно,Ж,100,0.09
2070,% од укупно,Ж,101,0.07
2070,% од укупно,Ж,102,0.05
2070,% од укупно,Ж,103,0.04
2070,% од укупно,Ж,104,0.03
2070,% од укупно,Ж,105,0.02
2070,% од укупно,Ж,106,0.01
2070,% од укупно,Ж,107,0.01
2070,% од укупно,Ж,108,0.0
2070,% од укупно,Ж,109,0.0
2070,% од укупно,Ж,110,0.0
2070,% од укупно,Ж,111,0.0
2070,% од укупно,Ж,112,0.0
2070,% од укупно,Ж,113,0.0
2070,% од укупно,Ж,114,0.0
2070,% од укупно,Ж,115,0.0
2070,% од укупно,Ж,116,0.0
2070,% од укупно,Ж,117,0.0
2070,% од укупно,Ж,118,0.0
2070,% од укупно,Ж,119,0.0
2070,% од укупно,Ж,120+,0.0
2018,Број,Оба пола,Total,3492023.0
2018,Број,Оба пола,0,29304.0
2018,Број,Оба пола,1,29995.0
2018,Број,Оба пола,2,29995.0
2018,Број,Оба пола,3,29566.0
2018,Број,Оба пола,4,30087.0
2018,Број,Оба пола,5,30487.0
2018,Број,Оба пола,6,34340.0
2018,Број,Оба пола,7,34192.0
2018,Број,Оба пола,8,35540.0
2018,Број,Оба пола,9,36576.0
2018,Број,Оба пола,10,36416.0
2018,Број,Оба пола,11,35032.0
2018,Број,Оба пола,12,34885.0
2018,Број,Оба пола,13,35394.0
2018,Број,Оба пола,14,35371.0
2018,Број,Оба пола,15,36154.0
2018,Број,Оба пола,16,36690.0
2018,Број,Оба пола,17,38105.0
2018,Број,Оба пола,18,39196.0
2018,Број,Оба пола,19,40457.0
2018,Број,Оба пола,20,44679.0
2018,Број,Оба пола,21,49640.0
2018,Број,Оба пола,22,52209.0
2018,Број,Оба пола,23,51959.0
2018,Број,Оба пола,24,44406.0
2018,Број,Оба пола,25,37828.0
2018,Број,Оба пола,26,43284.0
2018,Број,Оба пола,27,48558.0
2018,Број,Оба пола,28,48051.0
2018,Број,Оба пола,29,47707.0
2018,Број,Оба пола,30,49939.0
2018,Број,Оба пола,31,49807.0
2018,Број,Оба пола,32,49532.0
2018,Број,Оба пола,33,50507.0
2018,Број,Оба пола,34,51448.0
2018,Број,Оба пола,35,50794.0
2018,Број,Оба пола,36,51167.0
2018,Број,Оба пола,37,50642.0
2018,Број,Оба пола,38,50330.0
2018,Број,Оба пола,39,49548.0
2018,Број,Оба пола,40,49487.0
2018,Број,Оба пола,41,49317.0
2018,Број,Оба пола,42,51251.0
2018,Број,Оба пола,43,49565.0
2018,Број,Оба пола,44,48524.0
2018,Број,Оба пола,45,47950.0
2018,Број,Оба пола,46,49027.0
2018,Број,Оба пола,47,48514.0
2018,Број,Оба пола,48,45042.0
2018,Број,Оба пола,49,48540.0
2018,Број,Оба пола,50,48827.0
2018,Број,Оба пола,51,49938.0
2018,Број,Оба пола,52,51728.0
2018,Број,Оба пола,53,53243.0
2018,Број,Оба пола,54,51756.0
2018,Број,Оба пола,55,52530.0
2018,Број,Оба пола,56,53922.0
2018,Број,Оба пола,57,53887.0
2018,Број,Оба пола,58,53840.0
2018,Број,Оба пола,59,51985.0
2018,Број,Оба пола,60,52482.0
2018,Број,Оба пола,61,47582.0
2018,Број,Оба пола,62,49876.0
2018,Број,Оба пола,63,48513.0
2018,Број,Оба пола,64,49609.0
2018,Број,Оба пола,65,45978.0
2018,Број,Оба пола,66,46083.0
2018,Број,Оба пола,67,37090.0
2018,Број,Оба пола,68,39423.0
2018,Број,Оба пола,69,38224.0
2018,Број,Оба пола,70,33281.0
2018,Број,Оба пола,71,32296.0
2018,Број,Оба пола,72,28659.0
2018,Број,Оба пола,73,22492.0
2018,Број,Оба пола,74,20934.0
2018,Број,Оба пола,75,20822.0
2018,Број,Оба пола,76,21301.0
2018,Број,Оба пола,77,22722.0
2018,Број,Оба пола,78,23779.0
2018,Број,Оба пола,79,21527.0
2018,Број,Оба пола,80,19847.0
2018,Број,Оба пола,81,17932.0
2018,Број,Оба пола,82,15893.0
2018,Број,Оба пола,83,13748.0
2018,Број,Оба пола,84,11671.0
2018,Број,Оба пола,85,9769.0
2018,Број,Оба пола,86,7840.0
2018,Број,Оба пола,87,5920.0
2018,Број,Оба пола,88,5308.0
2018,Број,Оба пола,89,3658.0
2018,Број,Оба пола,90,3038.0
2018,Број,Оба пола,91,1860.0
2018,Број,Оба пола,92,1327.0
2018,Број,Оба пола,93,920.0
2018,Број,Оба пола,94,621.0
2018,Број,Оба пола,95,409.0
2018,Број,Оба пола,96,297.0
2018,Број,Оба пола,97,160.0
2018,Број,Оба пола,98,122.0
2018,Број,Оба пола,99,87.0
2018,Број,Оба пола,100,101.0
2018,Број,Оба пола,101,60.0
2018,Број,Оба пола,102,31.0
2018,Број,Оба пола,103,18.0
2018,Број,Оба пола,104,11.0
2018,Број,Оба пола,105,6.0
2018,Број,Оба пола,106,3.0
2018,Број,Оба пола,107,2.0
2018,Број,Оба пола,108,1.0
2018,Број,Оба пола,109,0.0
2018,Број,Оба пола,110,0.0
2018,Број,Оба пола,111,0.0
2018,Број,Оба пола,112,0.0
2018,Број,Оба пола,113,0.0
2018,Број,Оба пола,114,0.0
2018,Број,Оба пола,115,0.0
2018,Број,Оба пола,116,0.0
2018,Број,Оба пола,117,0.0
2018,Број,Оба пола,118,0.0
2018,Број,Оба пола,119,0.0
2018,Број,Оба пола,120+,0.0
2020,Број,Оба пола,Total,3430316.35
2020,Број,Оба пола,0,29139.0
2020,Број,Оба пола,1,29422.0
2020,Број,Оба пола,2,28693.0
2020,Број,Оба пола,3,29523.0
2020,Број,Оба пола,4,29644.0
2020,Број,Оба пола,5,29319.0
2020,Број,Оба пола,6,29909.0
2020,Број,Оба пола,7,30331.0
2020,Број,Оба пола,8,34171.0
2020,Број,Оба пола,9,34009.0
2020,Број,Оба пола,10,35337.0
2020,Број,Оба пола,11,36352.0
2020,Број,Оба пола,12,36196.0
2020,Број,Оба пола,13,34832.0
2020,Број,Оба пола,14,34691.0
2020,Број,Оба пола,15,35180.0
2020,Број,Оба пола,16,35070.0
2020,Број,Оба пола,17,35642.0
2020,Број,Оба пола,18,35849.0
2020,Број,Оба пола,19,36852.0
2020,Број,Оба пола,20,37500.0
2020,Број,Оба пола,21,38308.0
2020,Број,Оба пола,22,42048.0
2020,Број,Оба пола,23,46589.0
2020,Број,Оба пола,24,48954.0
2020,Број,Оба пола,25,48881.0
2020,Број,Оба пола,26,41890.0
2020,Број,Оба пола,27,35768.0
2020,Број,Оба пола,28,41230.0
2020,Број,Оба пола,29,46443.0
2020,Број,Оба пола,30,46093.0
2020,Број,Оба пола,31,45928.0
2020,Број,Оба пола,32,48244.0
2020,Број,Оба пола,33,48197.0
2020,Број,Оба пола,34,48015.0
2020,Број,Оба пола,35,49044.0
2020,Број,Оба пола,36,50041.0
2020,Број,Оба пола,37,49469.0
2020,Број,Оба пола,38,49919.0
2020,Број,Оба пола,39,49462.0
2020,Број,Оба пола,40,49221.0
2020,Број,Оба пола,41,48516.0
2020,Број,Оба пола,42,48521.0
2020,Број,Оба пола,43,48389.0
2020,Број,Оба пола,44,50349.0
2020,Број,Оба пола,45,48732.0
2020,Број,Оба пола,46,47768.0
2020,Број,Оба пола,47,47246.0
2020,Број,Оба пола,48,48359.0
2020,Број,Оба пола,49,47916.0
2020,Број,Оба пола,50,44530.0
2020,Број,Оба пола,51,48021.0
2020,Број,Оба пола,52,48310.0
2020,Број,Оба пола,53,49414.0
2020,Број,Оба пола,54,51181.0
2020,Број,Оба пола,55,52676.0
2020,Број,Оба пола,56,51210.0
2020,Број,Оба пола,57,51968.0
2020,Број,Оба пола,58,53323.0
2020,Број,Оба пола,59,53269.0
2020,Број,Оба пола,60,53200.0
2020,Број,Оба пола,61,51344.0
2020,Број,Оба пола,62,51781.0
2020,Број,Оба пола,63,46920.0
2020,Број,Оба пола,64,49055.0
2020,Број,Оба пола,65,47592.0
2020,Број,Оба пола,66,48482.0
2020,Број,Оба пола,67,44771.0
2020,Број,Оба пола,68,44677.0
2020,Број,Оба пола,69,35838.0
2020,Број,Оба пола,70,37876.0
2020,Број,Оба пола,71,36501.0
2020,Број,Оба пола,72,31580.0
2020,Број,Оба пола,73,30403.0
2020,Број,Оба пола,74,26785.0
2020,Број,Оба пола,75,20882.0
2020,Број,Оба пола,76,19277.0
2020,Број,Оба пола,77,19001.0
2020,Број,Оба пола,78,19223.0
2020,Број,Оба пола,79,20244.0
2020,Број,Оба пола,80,20895.0
2020,Број,Оба пола,81,18638.0
2020,Број,Оба пола,82,16895.0
2020,Број,Оба пола,83,14983.0
2020,Број,Оба пола,84,13021.0
2020,Број,Оба пола,85,11029.0
2020,Број,Оба пола,86,9151.0
2020,Број,Оба пола,87,7468.0
2020,Број,Оба пола,88,5833.0
2020,Број,Оба пола,89,4279.0
2020,Број,Оба пола,90,3715.0
2020,Број,Оба пола,91,2472.0
2020,Број,Оба пола,92,1977.0
2020,Број,Оба пола,93,1162.0
2020,Број,Оба пола,94,793.0
2020,Број,Оба пола,95,523.0
2020,Број,Оба пола,96,337.0
2020,Број,Оба пола,97,212.0
2020,Број,Оба пола,98,146.0
2020,Број,Оба пола,99,75.0
2020,Број,Оба пола,100,54.0
2020,Број,Оба пола,101,37.0
2020,Број,Оба пола,102,41.0
2020,Број,Оба пола,103,23.0
2020,Број,Оба пола,104,11.0
2020,Број,Оба пола,105,6.0
2020,Број,Оба пола,106,4.0
2020,Број,Оба пола,107,2.0
2020,Број,Оба пола,108,1.0
2020,Број,Оба пола,109,1.0
2020,Број,Оба пола,110,0.0
2020,Број,Оба пола,111,0.0
2020,Број,Оба пола,112,0.0
2020,Број,Оба пола,113,0.0
2020,Број,Оба пола,114,0.0
2020,Број,Оба пола,115,0.0
2020,Број,Оба пола,116,0.0
2020,Број,Оба пола,117,0.0
2020,Број,Оба пола,118,0.0
2020,Број,Оба пола,119,0.0
2020,Број,Оба пола,120+,0.0
2025,Број,Оба пола,Total,3269526.0
2025,Број,Оба пола,0,25776.0
2025,Број,Оба пола,1,26165.0
2025,Број,Оба пола,2,26610.0
2025,Број,Оба пола,3,27086.0
2025,Број,Оба пола,4,27577.0
2025,Број,Оба пола,5,28066.0
2025,Број,Оба пола,6,28601.0
2025,Број,Оба пола,7,28075.0
2025,Број,Оба пола,8,29037.0
2025,Број,Оба пола,9,29244.0
2025,Број,Оба пола,10,28970.0
2025,Број,Оба пола,11,29565.0
2025,Број,Оба пола,12,29931.0
2025,Број,Оба пола,13,33674.0
2025,Број,Оба пола,14,33454.0
2025,Број,Оба пола,15,34727.0
2025,Број,Оба пола,16,35624.0
2025,Број,Оба пола,17,35267.0
2025,Број,Оба пола,18,33581.0
2025,Број,Оба пола,19,32928.0
2025,Број,Оба пола,20,32732.0
2025,Број,Оба пола,21,31891.0
2025,Број,Оба пола,22,31793.0
2025,Број,Оба пола,23,31455.0
2025,Број,Оба пола,24,32051.0
2025,Број,Оба пола,25,32467.0
2025,Број,Оба пола,26,33065.0
2025,Број,Оба пола,27,36371.0
2025,Број,Оба пола,28,40480.0
2025,Број,Оба пола,29,42830.0
2025,Број,Оба пола,30,43413.0
2025,Број,Оба пола,31,37644.0
2025,Број,Оба пола,32,32407.0
2025,Број,Оба пола,33,37848.0
2025,Број,Оба пола,34,42833.0
2025,Број,Оба пола,35,42590.0
2025,Број,Оба пола,36,42593.0
2025,Број,Оба пола,37,44969.0
2025,Број,Оба пола,38,45038.0
2025,Број,Оба пола,39,45005.0
2025,Број,Оба пола,40,46115.0
2025,Број,Оба пола,41,47199.0
2025,Број,Оба пола,42,46762.0
2025,Број,Оба пола,43,47339.0
2025,Број,Оба пола,44,47027.0
2025,Број,Оба пола,45,46942.0
2025,Број,Оба пола,46,46384.0
2025,Број,Оба пола,47,46510.0
2025,Број,Оба пола,48,46468.0
2025,Број,Оба пола,49,48492.0
2025,Број,Оба пола,50,47041.0
2025,Број,Оба пола,51,46253.0
2025,Број,Оба пола,52,45848.0
2025,Број,Оба пола,53,47007.0
2025,Број,Оба пола,54,46664.0
2025,Број,Оба пола,55,43430.0
2025,Број,Оба пола,56,46840.0
2025,Број,Оба пола,57,47108.0
2025,Број,Оба пола,58,48159.0
2025,Број,Оба пола,59,49836.0
2025,Број,Оба пола,60,51237.0
2025,Број,Оба пола,61,49779.0
2025,Број,Оба пола,62,50423.0
2025,Број,Оба пола,63,51589.0
2025,Број,Оба пола,64,51363.0
2025,Број,Оба пола,65,51080.0
2025,Број,Оба пола,66,49049.0
2025,Број,Оба пола,67,49123.0
2025,Број,Оба пола,68,44213.0
2025,Број,Оба пола,69,45731.0
2025,Број,Оба пола,70,43895.0
2025,Број,Оба пола,71,44164.0
2025,Број,Оба пола,72,40273.0
2025,Број,Оба пола,73,39626.0
2025,Број,Оба пола,74,31320.0
2025,Број,Оба пола,75,32510.0
2025,Број,Оба пола,76,30740.0
2025,Број,Оба пола,77,26132.0
2025,Број,Оба пола,78,24627.0
2025,Број,Оба пола,79,21234.0
2025,Број,Оба пола,80,16200.0
2025,Број,Оба пола,81,14540.0
2025,Број,Оба пола,82,13860.0
2025,Број,Оба пола,83,13484.0
2025,Број,Оба пола,84,13610.0
2025,Број,Оба пола,85,13420.0
2025,Број,Оба пола,86,11406.0
2025,Број,Оба пола,87,9816.0
2025,Број,Оба пола,88,8225.0
2025,Број,Оба пола,89,6724.0
2025,Број,Оба пола,90,5328.0
2025,Број,Оба пола,91,4114.0
2025,Број,Оба пола,92,3104.0
2025,Број,Оба пола,93,2226.0
2025,Број,Оба пола,94,1487.0
2025,Број,Оба пола,95,1168.0
2025,Број,Оба пола,96,700.0
2025,Број,Оба пола,97,505.0
2025,Број,Оба пола,98,265.0
2025,Број,Оба пола,99,161.0
2025,Број,Оба пола,100,94.0
2025,Број,Оба пола,101,54.0
2025,Број,Оба пола,102,30.0
2025,Број,Оба пола,103,18.0
2025,Број,Оба пола,104,8.0
2025,Број,Оба пола,105,5.0
2025,Број,Оба пола,106,3.0
2025,Број,Оба пола,107,3.0
2025,Број,Оба пола,108,1.0
2025,Број,Оба пола,109,1.0
2025,Број,Оба пола,110,0.0
2025,Број,Оба пола,111,0.0
2025,Број,Оба пола,112,0.0
2025,Број,Оба пола,113,0.0
2025,Број,Оба пола,114,0.0
2025,Број,Оба пола,115,0.0
2025,Број,Оба пола,116,0.0
2025,Број,Оба пола,117,0.0
2025,Број,Оба пола,118,0.0
2025,Број,Оба пола,119,0.0
2025,Број,Оба пола,120+,0.0
2030,Број,Оба пола,Total,3097084.0
2030,Број,Оба пола,0,22553.0
2030,Број,Оба пола,1,22886.0
2030,Број,Оба пола,2,23290.0
2030,Број,Оба пола,3,23754.0
2030,Број,Оба пола,4,24270.0
2030,Број,Оба пола,5,24829.0
2030,Број,Оба пола,6,25418.0
2030,Број,Оба пола,7,26014.0
2030,Број,Оба пола,8,26597.0
2030,Број,Оба пола,9,27148.0
2030,Број,Оба пола,10,27659.0
2030,Број,Оба пола,11,28201.0
2030,Број,Оба пола,12,27677.0
2030,Број,Оба пола,13,28621.0
2030,Број,Оба пола,14,28812.0
2030,Број,Оба пола,15,28525.0
2030,Број,Оба пола,16,29040.0
2030,Број,Оба пола,17,29159.0
2030,Број,Оба пола,18,32449.0
2030,Број,Оба пола,19,31639.0
2030,Број,Оба пола,20,32172.0
2030,Број,Оба пола,21,32279.0
2030,Број,Оба пола,22,31350.0
2030,Број,Оба пола,23,29379.0
2030,Број,Оба пола,24,28593.0
2030,Број,Оба пола,25,28394.0
2030,Број,Оба пола,26,27699.0
2030,Број,Оба пола,27,27814.0
2030,Број,Оба пола,28,27701.0
2030,Број,Оба пола,29,28510.0
2030,Број,Оба пола,30,29155.0
2030,Број,Оба пола,31,29892.0
2030,Број,Оба пола,32,33101.0
2030,Број,Оба пола,33,37035.0
2030,Број,Оба пола,34,39361.0
2030,Број,Оба пола,35,40229.0
2030,Број,Оба пола,36,35092.0
2030,Број,Оба пола,37,30307.0
2030,Број,Оба пола,38,35604.0
2030,Број,Оба пола,39,40329.0
2030,Број,Оба пола,40,40109.0
2030,Број,Оба пола,41,40198.0
2030,Број,Оба пола,42,42576.0
2030,Број,Оба пола,43,42702.0
2030,Број,Оба пола,44,42766.0
2030,Број,Оба пола,45,43925.0
2030,Број,Оба пола,46,45061.0
2030,Број,Оба пола,47,44726.0
2030,Број,Оба пола,48,45407.0
2030,Број,Оба пола,49,45216.0
2030,Број,Оба пола,50,45263.0
2030,Број,Оба пола,51,44835.0
2030,Број,Оба пола,52,45059.0
2030,Број,Оба пола,53,45081.0
2030,Број,Оба пола,54,47114.0
2030,Број,Оба пола,55,45758.0
2030,Број,Оба пола,56,45064.0
2030,Број,Оба пола,57,44704.0
2030,Број,Оба пола,58,45842.0
2030,Број,Оба пола,59,45532.0
2030,Број,Оба пола,60,42417.0
2030,Број,Оба пола,61,45659.0
2030,Број,Оба пола,62,45848.0
2030,Број,Оба пола,63,46744.0
2030,Број,Оба пола,64,48195.0
2030,Број,Оба пола,65,49319.0
2030,Број,Оба пола,66,47686.0
2030,Број,Оба пола,67,47969.0
2030,Број,Оба пола,68,48680.0
2030,Број,Оба пола,69,48039.0
2030,Број,Оба пола,70,47320.0
2030,Број,Оба пола,71,44963.0
2030,Број,Оба пола,72,44504.0
2030,Број,Оба пола,73,39543.0
2030,Број,Оба пола,74,40286.0
2030,Број,Оба пола,75,38045.0
2030,Број,Оба пола,76,37621.0
2030,Број,Оба пола,77,33713.0
2030,Број,Оба пола,78,32571.0
2030,Број,Оба пола,79,25222.0
2030,Број,Оба пола,80,25590.0
2030,Број,Оба пола,81,23567.0
2030,Број,Оба пола,82,19479.0
2030,Број,Оба пола,83,17755.0
2030,Број,Оба пола,84,14774.0
2030,Број,Оба пола,85,10846.0
2030,Број,Оба пола,86,9319.0
2030,Број,Оба пола,87,8470.0
2030,Број,Оба пола,88,7815.0
2030,Број,Оба пола,89,7449.0
2030,Број,Оба пола,90,6904.0
2030,Број,Оба пола,91,5489.0
2030,Број,Оба пола,92,4394.0
2030,Број,Оба пола,93,3402.0
2030,Број,Оба пола,94,2551.0
