Year,UNIT_MEASURE,AGE,SEX,Value
2025,NUMBER,120+,_T,0.00
2025,_%,Total,_T,100.00
2025,_%,0-4,_T,4.07
2025,_%,5-9,_T,4.37
2025,_%,10-14,_T,4.76
2025,_%,15-19,_T,5.26
2025,_%,20-24,_T,4.89
2025,_%,25-29,_T,5.66
2025,_%,30-34,_T,5.94
2025,_%,35-39,_T,6.73
2025,_%,40-44,_T,7.17
2025,_%,45-49,_T,7.18
2025,_%,50-54,_T,7.12
2025,_%,55-59,_T,7.20
2025,_%,60-64,_T,7.78
2025,_%,65-69,_T,7.32
2025,_%,70-74,_T,6.10
2025,_%,75-79,_T,4.14
2025,_%,80-84,_T,2.19
2025,_%,85-89,_T,1.52
2025,_%,90-94,_T,0.50
2025,_%,95-99,_T,0.09
2025,_%,100-104,_T,0.01
2025,_%,105-109,_T,0.00
2025,_%,110-114,_T,0.00
2025,_%,115-119,_T,0.00
2025,_%,120+,_T,0.00
2025,_%,0-14,_T,431830.78
2025,_%,0-18,_T,571030.00
2025,_%,15-29,_T,517262.57
2025,_%,15-49,_T,1400844.72
2025,_%,15-64,_T,2123420.75
2025,_%,65+,_T,714274.93
2025,_%,75+,_T,275801.96
2025,_%,85+,_T,68864.72
2025,_%,100+,_T,215.96
2025,_%,0-14,_T,13.21
2025,_%,0-18,_T,17.47
2025,_%,15-29,_T,15.82
2025,_%,15-49,_T,42.85
2025,_%,15-64,_T,64.95
2025,_%,65+,_T,21.85
2025,_%,75+,_T,8.44
2025,_%,85+,_T,2.11
2025,_%,100+,_T,0.01
2030,NUMBER,Total,_T,3097083.89
2030,NUMBER,0-4,_T,116752.27
2030,NUMBER,5-9,_T,130006.74
2030,NUMBER,10-14,_T,140970.97
2030,NUMBER,15-19,_T,150812.87
2030,NUMBER,20-24,_T,153773.24
2030,NUMBER,25-29,_T,140117.63
2030,NUMBER,30-34,_T,168543.51
2030,NUMBER,35-39,_T,181561.56
2030,NUMBER,40-44,_T,208350.45
2030,NUMBER,45-49,_T,224334.48
2030,NUMBER,50-54,_T,227351.48
2030,NUMBER,55-59,_T,226900.62
2030,NUMBER,60-64,_T,228863.35
2030,NUMBER,65-69,_T,241691.71
2030,NUMBER,70-74,_T,216615.30
2030,NUMBER,75-79,_T,167173.09
2030,NUMBER,80-84,_T,101165.28
2030,NUMBER,85-89,_T,43898.43
2030,NUMBER,90-94,_T,22740.20
2030,NUMBER,95-99,_T,4932.37
2030,NUMBER,100-104,_T,508.74
2030,NUMBER,105-109,_T,19.01
2030,NUMBER,110-114,_T,0.55
2030,NUMBER,115-119,_T,0.01
2030,NUMBER,120+,_T,0.00
2030,_%,Total,_T,100.00
2030,_%,0-4,_T,3.77
2030,_%,5-9,_T,4.20
2030,_%,10-14,_T,4.55
2030,_%,15-19,_T,4.87
2030,_%,20-24,_T,4.97
2030,_%,25-29,_T,4.52
2030,_%,30-34,_T,5.44
2030,_%,35-39,_T,5.86
2030,_%,40-44,_T,6.73
2030,_%,45-49,_T,7.24
2030,_%,50-54,_T,7.34
2030,_%,55-59,_T,7.33
2030,_%,60-64,_T,7.39
2030,_%,65-69,_T,7.80
2030,_%,70-74,_T,6.99
2030,_%,75-79,_T,5.40
2030,_%,80-84,_T,3.27
2030,_%,85-89,_T,1.42
2030,_%,90-94,_T,0.73
2030,_%,95-99,_T,0.16
2030,_%,100-104,_T,0.02
2030,_%,105-109,_T,0.00
2030,_%,110-114,_T,0.00
2030,_%,115-119,_T,0.00
2030,_%,120+,_T,0.00
2030,_%,0-14,_T,387729.98
2030,_%,0-18,_T,506903.59
2030,_%,15-29,_T,444703.74
2030,_%,15-49,_T,1227493.74
2030,_%,15-64,_T,1910609.19
2030,_%,65+,_T,798744.71
2030,_%,75+,_T,340437.69
2030,_%,85+,_T,72099.33
2030,_%,100+,_T,528.31
2030,_%,0-14,_T,12.52
2030,_%,0-18,_T,16.37
2030,_%,15-29,_T,14.36
2030,_%,15-49,_T,39.63
2030,_%,15-64,_T,61.69
2030,_%,65+,_T,25.79
2030,_%,75+,_T,10.99
2030,_%,85+,_T,2.33
2030,_%,100+,_T,0.02
2035,NUMBER,Total,_T,2912260.00
2035,NUMBER,0-4,_T,102244.06
2035,NUMBER,5-9,_T,114005.81
2035,NUMBER,10-14,_T,128059.42
2035,NUMBER,15-19,_T,136697.61
2035,NUMBER,20-24,_T,134518.71
2035,NUMBER,25-29,_T,134077.44
2035,NUMBER,30-34,_T,128486.80
2035,NUMBER,35-39,_T,158064.08
2035,NUMBER,40-44,_T,172499.94
2035,NUMBER,45-49,_T,199585.08
2035,NUMBER,50-54,_T,217107.79
2035,NUMBER,55-59,_T,221477.68
2035,NUMBER,60-64,_T,220921.33
2035,NUMBER,65-69,_T,218471.04
2035,NUMBER,70-74,_T,220252.70
2035,NUMBER,75-79,_T,183860.06
2035,NUMBER,80-84,_T,127465.74
2035,NUMBER,85-89,_T,64773.18
2035,NUMBER,90-94,_T,21199.63
2035,NUMBER,95-99,_T,7449.97
2035,NUMBER,100-104,_T,986.55
2035,NUMBER,105-109,_T,54.44
2035,NUMBER,110-114,_T,0.93
2035,NUMBER,115-119,_T,0.01
2035,NUMBER,120+,_T,0.00
2035,_%,Total,_T,100.00
2035,_%,0-4,_T,3.51
2035,_%,5-9,_T,3.91
2035,_%,10-14,_T,4.40
2035,_%,15-19,_T,4.69
2035,_%,20-24,_T,4.62
2035,_%,25-29,_T,4.60
2035,_%,30-34,_T,4.41
2035,_%,35-39,_T,5.43
2035,_%,40-44,_T,5.92
2035,_%,45-49,_T,6.85
2035,_%,50-54,_T,7.45
2035,_%,55-59,_T,7.61
2035,_%,60-64,_T,7.59
2035,_%,65-69,_T,7.50
2035,_%,70-74,_T,7.56
2035,_%,75-79,_T,6.31
2035,_%,80-84,_T,4.38
2035,_%,85-89,_T,2.22
2035,_%,90-94,_T,0.73
2035,_%,95-99,_T,0.26
2035,_%,100-104,_T,0.03
2035,_%,105-109,_T,0.00
2035,_%,110-114,_T,0.00
2035,_%,115-119,_T,0.00
2035,_%,120+,_T,0.00
2035,_%,0-14,_T,344309.29
2035,_%,0-18,_T,453686.83
2035,_%,15-29,_T,405293.76
2035,_%,15-49,_T,1063929.66
2035,_%,15-64,_T,1723436.46
2035,_%,65+,_T,844514.24
2035,_%,75+,_T,405790.51
2035,_%,85+,_T,94464.70
2035,_%,100+,_T,1041.92
2035,_%,0-14,_T,11.82
2035,_%,0-18,_T,15.58
2035,_%,15-29,_T,13.92
2035,_%,15-49,_T,36.53
2035,_%,15-64,_T,59.18
2035,_%,65+,_T,29.00
2035,_%,75+,_T,13.93
2035,_%,85+,_T,3.24
2035,_%,100+,_T,0.04
2040,NUMBER,Total,_T,2717957.73
2040,NUMBER,0-4,_T,91336.91
2040,NUMBER,5-9,_T,99891.25
2040,NUMBER,10-14,_T,112358.89
2040,NUMBER,15-19,_T,124063.16
2040,NUMBER,20-24,_T,122059.02
2040,NUMBER,25-29,_T,117398.00
2040,NUMBER,30-34,_T,122407.36
2040,NUMBER,35-39,_T,121328.15
2040,NUMBER,40-44,_T,150501.48
2040,NUMBER,45-49,_T,165820.11
2040,NUMBER,50-54,_T,193411.40
2040,NUMBER,55-59,_T,211527.66
2040,NUMBER,60-64,_T,215748.85
2040,NUMBER,65-69,_T,211538.70
2040,NUMBER,70-74,_T,200469.86
2040,NUMBER,75-79,_T,188975.74
2040,NUMBER,80-84,_T,142668.75
2040,NUMBER,85-89,_T,84066.88
2040,NUMBER,90-94,_T,33265.31
2040,NUMBER,95-99,_T,7387.63
2040,NUMBER,100-104,_T,1615.38
2040,NUMBER,105-109,_T,114.33
2040,NUMBER,110-114,_T,2.88
2040,NUMBER,115-119,_T,0.02
2040,NUMBER,120+,_T,0.00
2040,_%,Total,_T,100.00
2040,_%,0-4,_T,3.36
2040,_%,5-9,_T,3.68
2040,_%,10-14,_T,4.13
2040,_%,15-19,_T,4.56
2040,_%,20-24,_T,4.49
2040,_%,25-29,_T,4.32
2040,_%,30-34,_T,4.50
2040,_%,35-39,_T,4.46
2040,_%,40-44,_T,5.54
2040,_%,45-49,_T,6.10
2040,_%,50-54,_T,7.12
2040,_%,55-59,_T,7.78
2040,_%,60-64,_T,7.94
2040,_%,65-69,_T,7.78
2040,_%,70-74,_T,7.38
2040,_%,75-79,_T,6.95
2040,_%,80-84,_T,5.25
2040,_%,85-89,_T,3.09
2040,_%,90-94,_T,1.22
2040,_%,95-99,_T,0.27
2040,_%,100-104,_T,0.06
2040,_%,105-109,_T,0.00
2040,_%,110-114,_T,0.00
2040,_%,115-119,_T,0.00
2040,_%,120+,_T,0.00
2040,_%,0-14,_T,303587.05
2040,_%,0-18,_T,402365.82
2040,_%,15-29,_T,363520.19
2040,_%,15-49,_T,923577.29
2040,_%,15-64,_T,1544265.21
2040,_%,65+,_T,870105.47
2040,_%,75+,_T,458096.91
2040,_%,85+,_T,126452.43
2040,_%,100+,_T,1732.61
2040,_%,0-14,_T,11.17
2040,_%,0-18,_T,14.80
2040,_%,15-29,_T,13.37
2040,_%,15-49,_T,33.98
2040,_%,15-64,_T,56.82
2040,_%,65+,_T,32.01
2040,_%,75+,_T,16.85
2040,_%,85+,_T,4.65
2040,_%,100+,_T,0.06
2045,NUMBER,Total,_T,2518462.83
2045,NUMBER,0-4,_T,83042.03
2045,NUMBER,5-9,_T,89240.14
2045,NUMBER,10-14,_T,98520.77
2045,NUMBER,15-19,_T,108917.66
2045,NUMBER,20-24,_T,110645.50
2045,NUMBER,25-29,_T,106449.13
2045,NUMBER,30-34,_T,107361.45
2045,NUMBER,35-39,_T,115245.68
2045,NUMBER,40-44,_T,116234.44
2045,NUMBER,45-49,_T,144978.36
2045,NUMBER,50-54,_T,161252.40
2045,NUMBER,55-59,_T,188794.86
2045,NUMBER,60-64,_T,206299.37
2045,NUMBER,65-69,_T,207053.68
2045,NUMBER,70-74,_T,195373.66
2045,NUMBER,75-79,_T,173872.43
2045,NUMBER,80-84,_T,149056.97
2045,NUMBER,85-89,_T,96646.71
2045,NUMBER,90-94,_T,45021.33
2045,NUMBER,95-99,_T,12538.01
2045,NUMBER,100-104,_T,1711.02
2045,NUMBER,105-109,_T,200.84
2045,NUMBER,110-114,_T,6.31
2045,NUMBER,115-119,_T,0.07
2045,NUMBER,120+,_T,0.00
2045,_%,Total,_T,100.00
2045,_%,0-4,_T,3.30
2045,_%,5-9,_T,3.54
2045,_%,10-14,_T,3.91
2045,_%,15-19,_T,4.32
2045,_%,20-24,_T,4.39
2045,_%,25-29,_T,4.23
2045,_%,30-34,_T,4.26
2045,_%,35-39,_T,4.58
2045,_%,40-44,_T,4.62
2045,_%,45-49,_T,5.76
2045,_%,50-54,_T,6.40
2045,_%,55-59,_T,7.50
2045,_%,60-64,_T,8.19
2045,_%,65-69,_T,8.22
2045,_%,70-74,_T,7.76
2045,_%,75-79,_T,6.90
2045,_%,80-84,_T,5.92
2045,_%,85-89,_T,3.84
2045,_%,90-94,_T,1.79
2045,_%,95-99,_T,0.50
2045,_%,100-104,_T,0.07
2045,_%,105-109,_T,0.01
2045,_%,110-114,_T,0.00
2045,_%,115-119,_T,0.00
2045,_%,120+,_T,0.00
2045,_%,0-14,_T,270802.94
2045,_%,0-18,_T,357437.99
2045,_%,15-29,_T,326012.29
2045,_%,15-49,_T,809832.21
2045,_%,15-64,_T,1366178.85
2045,_%,65+,_T,881481.04
2045,_%,75+,_T,479053.69
2045,_%,85+,_T,156124.30
2045,_%,100+,_T,1918.25
2045,_%,0-14,_T,10.75
2045,_%,0-18,_T,14.19
2045,_%,15-29,_T,12.94
2045,_%,15-49,_T,32.16
2045,_%,15-64,_T,54.25
2045,_%,65+,_T,35.00
2045,_%,75+,_T,19.02
2045,_%,85+,_T,6.20
2045,_%,100+,_T,0.08
2050,NUMBER,Total,_T,2318700.67
2050,NUMBER,0-4,_T,75514.93
2050,NUMBER,5-9,_T,81099.46
2050,NUMBER,10-14,_T,88026.53
2050,NUMBER,15-19,_T,95572.11
2050,NUMBER,20-24,_T,97216.95
2050,NUMBER,25-29,_T,96425.27
2050,NUMBER,30-34,_T,97256.87
2050,NUMBER,35-39,_T,101196.15
2050,NUMBER,40-44,_T,110159.11
2050,NUMBER,45-49,_T,112554.52
2050,NUMBER,50-54,_T,141282.64
2050,NUMBER,55-59,_T,157969.95
2050,NUMBER,60-64,_T,184596.60
2050,NUMBER,65-69,_T,198504.56
2050,NUMBER,70-74,_T,192220.98
2050,NUMBER,75-79,_T,171318.47
2050,NUMBER,80-84,_T,139313.82
2050,NUMBER,85-89,_T,103447.90
2050,NUMBER,90-94,_T,53718.05
2050,NUMBER,95-99,_T,17901.92
2050,NUMBER,100-104,_T,3167.19
2050,NUMBER,105-109,_T,225.00
2050,NUMBER,110-114,_T,11.52
2050,NUMBER,115-119,_T,0.16
2050,NUMBER,120+,_T,0.00
2050,_%,Total,_T,100.00
2050,_%,0-4,_T,3.26
2050,_%,5-9,_T,3.50
2050,_%,10-14,_T,3.80
2050,_%,15-19,_T,4.12
2050,_%,20-24,_T,4.19
2050,_%,25-29,_T,4.16
2050,_%,30-34,_T,4.19
2050,_%,35-39,_T,4.36
2050,_%,40-44,_T,4.75
2050,_%,45-49,_T,4.85
2050,_%,50-54,_T,6.09
2050,_%,55-59,_T,6.81
2050,_%,60-64,_T,7.96
2050,_%,65-69,_T,8.56
2050,_%,70-74,_T,8.29
2050,_%,75-79,_T,7.39
2050,_%,80-84,_T,6.01
2050,_%,85-89,_T,4.46
2050,_%,90-94,_T,2.32
2050,_%,95-99,_T,0.77
2050,_%,100-104,_T,0.14
2050,_%,105-109,_T,0.01
2050,_%,110-114,_T,0.00
2050,_%,115-119,_T,0.00
2050,_%,120+,_T,0.00
2050,_%,0-14,_T,244640.93
2050,_%,0-18,_T,320688.38
2050,_%,15-29,_T,289214.33
2050,_%,15-49,_T,710380.99
2050,_%,15-64,_T,1194230.17
2050,_%,65+,_T,879829.57
2050,_%,75+,_T,489104.03
2050,_%,85+,_T,178471.74
2050,_%,100+,_T,3403.87
2050,_%,0-14,_T,10.55
2050,_%,0-18,_T,13.83
2050,_%,15-29,_T,12.47
2050,_%,15-49,_T,30.64
2050,_%,15-64,_T,51.50
2050,_%,65+,_T,37.94
2050,_%,75+,_T,21.09
2050,_%,85+,_T,7.70
2050,_%,100+,_T,0.15
2055,NUMBER,Total,_T,2123402.20
2055,NUMBER,0-4,_T,68410.55
2055,NUMBER,5-9,_T,73713.60
2055,NUMBER,10-14,_T,79956.88
2055,NUMBER,15-19,_T,85408.87
2055,NUMBER,20-24,_T,85383.67
2055,NUMBER,25-29,_T,84817.37
2055,NUMBER,30-34,_T,88064.28
2055,NUMBER,35-39,_T,91625.61
2055,NUMBER,40-44,_T,96826.20
2055,NUMBER,45-49,_T,106488.77
2055,NUMBER,50-54,_T,110217.64
2055,NUMBER,55-59,_T,138705.65
2055,NUMBER,60-64,_T,155066.87
2055,NUMBER,65-69,_T,178225.37
2055,NUMBER,70-74,_T,185199.11
2055,NUMBER,75-79,_T,170022.40
2055,NUMBER,80-84,_T,139464.62
2055,NUMBER,85-89,_T,98824.03
2055,NUMBER,90-94,_T,59369.78
2055,NUMBER,95-99,_T,22362.50
2055,NUMBER,100-104,_T,4783.57
2055,NUMBER,105-109,_T,451.25
2055,NUMBER,110-114,_T,13.29
2055,NUMBER,115-119,_T,0.30
2055,NUMBER,120+,_T,0.00
2055,_%,Total,_T,100.00
2055,_%,0-4,_T,3.22
2055,_%,5-9,_T,3.47
2055,_%,10-14,_T,3.77
2055,_%,15-19,_T,4.02
2055,_%,20-24,_T,4.02
2055,_%,25-29,_T,3.99
2055,_%,30-34,_T,4.15
2055,_%,35-39,_T,4.32
2055,_%,40-44,_T,4.56
2055,_%,45-49,_T,5.02
2055,_%,50-54,_T,5.19
2055,_%,55-59,_T,6.53
2055,_%,60-64,_T,7.30
2055,_%,65-69,_T,8.39
2055,_%,70-74,_T,8.72
2055,_%,75-79,_T,8.01
2055,_%,80-84,_T,6.57
2055,_%,85-89,_T,4.65
2055,_%,90-94,_T,2.80
2055,_%,95-99,_T,1.05
2055,_%,100-104,_T,0.23
2055,_%,105-109,_T,0.02
2055,_%,110-114,_T,0.00
2055,_%,115-119,_T,0.00
2055,_%,120+,_T,0.00
2055,_%,0-14,_T,222081.03
2055,_%,0-18,_T,290210.23
2055,_%,15-29,_T,255609.91
2055,_%,15-49,_T,638614.77
2055,_%,15-64,_T,1042604.93
2055,_%,65+,_T,858716.24
2055,_%,75+,_T,495291.75
2055,_%,85+,_T,185804.72
2055,_%,100+,_T,5248.42
2055,_%,0-14,_T,10.46
2055,_%,0-18,_T,13.67
2055,_%,15-29,_T,12.04
2055,_%,15-49,_T,30.08
2055,_%,15-64,_T,49.10
2055,_%,65+,_T,40.44
2055,_%,75+,_T,23.33
2055,_%,85+,_T,8.75
2055,_%,100+,_T,0.25
2060,NUMBER,Total,_T,1935400.33
2060,NUMBER,0-4,_T,61553.67
2060,NUMBER,5-9,_T,66759.13
2060,NUMBER,10-14,_T,72642.52
2060,NUMBER,15-19,_T,77551.04
2060,NUMBER,20-24,_T,76336.43
2060,NUMBER,25-29,_T,74585.31
2060,NUMBER,30-34,_T,77549.33
2060,NUMBER,35-39,_T,82943.60
2060,NUMBER,40-44,_T,87649.69
2060,NUMBER,45-49,_T,93699.44
2060,NUMBER,50-54,_T,104160.04
2060,NUMBER,55-59,_T,108725.98
2060,NUMBER,60-64,_T,136471.03
2060,NUMBER,65-69,_T,150376.20
2060,NUMBER,70-74,_T,167059.03
2060,NUMBER,75-79,_T,165104.19
2060,NUMBER,80-84,_T,140113.55
2060,NUMBER,85-89,_T,101142.95
2060,NUMBER,90-94,_T,58310.55
2060,NUMBER,95-99,_T,25662.47
2060,NUMBER,100-104,_T,6262.16
2060,NUMBER,105-109,_T,713.62
2060,NUMBER,110-114,_T,28.05
2060,NUMBER,115-119,_T,0.35
2060,NUMBER,120+,_T,0.00
2060,_%,Total,_T,100.00
2060,_%,0-4,_T,3.18
2060,_%,5-9,_T,3.45
2060,_%,10-14,_T,3.75
2060,_%,15-19,_T,4.01
2060,_%,20-24,_T,3.94
2060,_%,25-29,_T,3.85
2060,_%,30-34,_T,4.01
2060,_%,35-39,_T,4.29
2060,_%,40-44,_T,4.53
2060,_%,45-49,_T,4.84
2060,_%,50-54,_T,5.38
2060,_%,55-59,_T,5.62
2060,_%,60-64,_T,7.05
2060,_%,65-69,_T,7.77
2060,_%,70-74,_T,8.63
2060,_%,75-79,_T,8.53
2060,_%,80-84,_T,7.24
2060,_%,85-89,_T,5.23
2060,_%,90-94,_T,3.01
2060,_%,95-99,_T,1.33
2060,_%,100-104,_T,0.32
2060,_%,105-109,_T,0.04
2060,_%,110-114,_T,0.00
2060,_%,115-119,_T,0.00
2060,_%,120+,_T,0.00
2060,_%,0-14,_T,200955.32
2060,_%,0-18,_T,262861.39
2060,_%,15-29,_T,228472.78
2060,_%,15-49,_T,570314.83
2060,_%,15-64,_T,919671.89
2060,_%,65+,_T,814773.12
2060,_%,75+,_T,497337.89
2060,_%,85+,_T,192120.16
2060,_%,100+,_T,7004.18
2060,_%,0-14,_T,10.38
2060,_%,0-18,_T,13.58
2060,_%,15-29,_T,11.80
2060,_%,15-49,_T,29.47
2060,_%,15-64,_T,47.52
2060,_%,65+,_T,42.10
2060,_%,75+,_T,25.70
2060,_%,85+,_T,9.93
2060,_%,100+,_T,0.36
2065,NUMBER,Total,_T,1756780.20
2065,NUMBER,0-4,_T,55148.16
2065,NUMBER,5-9,_T,60070.13
2065,NUMBER,10-14,_T,65776.73
2065,NUMBER,15-19,_T,70437.14
2065,NUMBER,20-24,_T,69294.40
2065,NUMBER,25-29,_T,66708.93
2065,NUMBER,30-34,_T,68283.48
2065,NUMBER,35-39,_T,73123.10
2065,NUMBER,40-44,_T,79346.20
2065,NUMBER,45-49,_T,84825.07
2065,NUMBER,50-54,_T,91768.84
2065,NUMBER,55-59,_T,102700.34
2065,NUMBER,60-64,_T,107549.49
2065,NUMBER,65-69,_T,132712.75
2065,NUMBER,70-74,_T,141707.01
2065,NUMBER,75-79,_T,150032.55
2065,NUMBER,80-84,_T,137683.75
2065,NUMBER,85-89,_T,103478.94
2065,NUMBER,90-94,_T,61546.20
2065,NUMBER,95-99,_T,26086.34
2065,NUMBER,100-104,_T,7479.79
2065,NUMBER,105-109,_T,974.59
2065,NUMBER,110-114,_T,45.52
2065,NUMBER,115-119,_T,0.75
2065,NUMBER,120+,_T,0.00
2065,_%,Total,_T,100.00
2065,_%,0-4,_T,3.14
2065,_%,5-9,_T,3.42
2065,_%,10-14,_T,3.74
2065,_%,15-19,_T,4.01
2065,_%,20-24,_T,3.94
2065,_%,25-29,_T,3.80
2065,_%,30-34,_T,3.89
2065,_%,35-39,_T,4.16
2065,_%,40-44,_T,4.52
2065,_%,45-49,_T,4.83
2065,_%,50-54,_T,5.22
2065,_%,55-59,_T,5.85
2065,_%,60-64,_T,6.12
2065,_%,65-69,_T,7.55
2065,_%,70-74,_T,8.07
2065,_%,75-79,_T,8.54
2065,_%,80-84,_T,7.84
2065,_%,85-89,_T,5.89
2065,_%,90-94,_T,3.50
2065,_%,95-99,_T,1.48
2065,_%,100-104,_T,0.43
2065,_%,105-109,_T,0.06
2065,_%,110-114,_T,0.00
2065,_%,115-119,_T,0.00
2065,_%,120+,_T,0.00
2065,_%,0-14,_T,180995.02
2065,_%,0-18,_T,237217.08
2065,_%,15-29,_T,206440.46
2065,_%,15-49,_T,512018.32
