Year,SEX,UNIT_MEASURE,AGE,Value
2040,_T,NUMBER,45-49,165820
2040,_T,NUMBER,50-54,193411
2040,_T,NUMBER,55-59,211528
2040,_T,NUMBER,60-64,215749
2040,_T,NUMBER,65-69,211539
2040,_T,NUMBER,70-74,200470
2040,_T,NUMBER,75-79,188976
2040,_T,NUMBER,80-84,142669
2040,_T,NUMBER,85-89,84067
2040,_T,NUMBER,90-94,33265
2040,_T,NUMBER,95-99,7388
2040,_T,NUMBER,100-104,1615
2040,_T,NUMBER,105-109,114
2040,_T,NUMBER,110-114,3
2040,_T,NUMBER,115-119,0
2040,_T,NUMBER,120+,0
2045,_T,NUMBER,0-4,83042
2045,_T,NUMBER,5-9,89240
2045,_T,NUMBER,10-14,98521
2045,_T,NUMBER,15-19,108918
2045,_T,NUMBER,20-24,110646
2045,_T,NUMBER,25-29,106449
2045,_T,NUMBER,30-34,107361
2045,_T,NUMBER,35-39,115246
2045,_T,NUMBER,40-44,116234
2045,_T,NUMBER,45-49,144978
2045,_T,NUMBER,50-54,161252
2045,_T,NUMBER,55-59,188795
2045,_T,NUMBER,60-64,206299
2045,_T,NUMBER,65-69,207054
2045,_T,NUMBER,70-74,195374
2045,_T,NUMBER,75-79,173872
2045,_T,NUMBER,80-84,149057
2045,_T,NUMBER,85-89,96647
2045,_T,NUMBER,90-94,45021
2045,_T,NUMBER,95-99,12538
2045,_T,NUMBER,100-104,1711
2045,_T,NUMBER,105-109,201
2045,_T,NUMBER,110-114,6
2045,_T,NUMBER,115-119,0
2045,_T,NUMBER,120+,0
2050,_T,NUMBER,0-4,75515
2050,_T,NUMBER,5-9,81099
2050,_T,NUMBER,10-14,88027
2050,_T,NUMBER,15-19,95572
2050,_T,NUMBER,20-24,97217
2050,_T,NUMBER,25-29,96425
2050,_T,NUMBER,30-34,97257
2050,_T,NUMBER,35-39,101196
2050,_T,NUMBER,40-44,110159
2050,_T,NUMBER,45-49,112555
2050,_T,NUMBER,50-54,141283
2050,_T,NUMBER,55-59,157970
2050,_T,NUMBER,60-64,184597
2050,_T,NUMBER,65-69,198505
2050,_T,NUMBER,70-74,192221
2050,_T,NUMBER,75-79,171318
2050,_T,NUMBER,80-84,139314
2050,_T,NUMBER,85-89,103448
2050,_T,NUMBER,90-94,53718
2050,_T,NUMBER,95-99,17902
2050,_T,NUMBER,100-104,3167
2050,_T,NUMBER,105-109,225
2050,_T,NUMBER,110-114,12
2050,_T,NUMBER,115-119,0
2050,_T,NUMBER,120+,0
2055,_T,NUMBER,0-4,68411
2055,_T,NUMBER,5-9,73714
2055,_T,NUMBER,10-14,79957
2055,_T,NUMBER,15-19,85409
2055,_T,NUMBER,20-24,85384
2055,_T,NUMBER,25-29,84817
2055,_T,NUMBER,30-34,88064
2055,_T,NUMBER,35-39,91626
2055,_T,NUMBER,40-44,96826
2055,_T,NUMBER,45-49,106489
2055,_T,NUMBER,50-54,110218
2055,_T,NUMBER,55-59,138706
2055,_T,NUMBER,60-64,155067
2055,_T,NUMBER,65-69,178225
2055,_T,NUMBER,70-74,185199
2055,_T,NUMBER,75-79,170022
2055,_T,NUMBER,80-84,139465
2055,_T,NUMBER,85-89,98824
2055,_T,NUMBER,90-94,59370
2055,_T,NUMBER,95-99,22363
2055,_T,NUMBER,100-104,4784
2055,_T,NUMBER,105-109,451
2055,_T,NUMBER,110-114,13
2055,_T,NUMBER,115-119,0
2055,_T,NUMBER,120+,0
2060,_T,NUMBER,0-4,61554
2060,_T,NUMBER,5-9,66759
2060,_T,NUMBER,10-14,72643
2060,_T,NUMBER,15-19,77551
2060,_T,NUMBER,20-24,76336
2060,_T,NUMBER,25-29,74585
2060,_T,NUMBER,30-34,77549
2060,_T,NUMBER,35-39,82944
2060,_T,NUMBER,40-44,87650
2060,_T,NUMBER,45-49,93699
2060,_T,NUMBER,50-54,104160
2060,_T,NUMBER,55-59,108726
2060,_T,NUMBER,60-64,136471
2060,_T,NUMBER,65-69,150376
2060,_T,NUMBER,70-74,167059
2060,_T,NUMBER,75-79,165104
2060,_T,NUMBER,80-84,140114
2060,_T,NUMBER,85-89,101143
2060,_T,NUMBER,90-94,58311
2060,_T,NUMBER,95-99,25662
2060,_T,NUMBER,100-104,6262
2060,_T,NUMBER,105-109,714
2060,_T,NUMBER,110-114,28
2060,_T,NUMBER,115-119,0
2060,_T,NUMBER,120+,0
2065,_T,NUMBER,0-4,55148
2065,_T,NUMBER,5-9,60070
2065,_T,NUMBER,10-14,65777
2065,_T,NUMBER,15-19,70437
2065,_T,NUMBER,20-24,69294
2065,_T,NUMBER,25-29,66709
2065,_T,NUMBER,30-34,68283
2065,_T,NUMBER,35-39,73123
2065,_T,NUMBER,40-44,79346
2065,_T,NUMBER,45-49,84825
2065,_T,NUMBER,50-54,91769
2065,_T,NUMBER,55-59,102700
2065,_T,NUMBER,60-64,107549
2065,_T,NUMBER,65-69,132713
2065,_T,NUMBER,70-74,141707
2065,_T,NUMBER,75-79,150033
2065,_T,NUMBER,80-84,137684
2065,_T,NUMBER,85-89,103479
2065,_T,NUMBER,90-94,61546
2065,_T,NUMBER,95-99,26086
2065,_T,NUMBER,100-104,7480
2065,_T,NUMBER,105-109,975
2065,_T,NUMBER,110-114,46
2065,_T,NUMBER,115-119,1
2065,_T,NUMBER,120+,0
2070,_T,NUMBER,0-4,49665
2070,_T,NUMBER,5-9,53833
2070,_T,NUMBER,10-14,59195
2070,_T,NUMBER,15-19,63775
2070,_T,NUMBER,20-24,62925
2070,_T,NUMBER,25-29,60536
2070,_T,NUMBER,30-34,61103
2070,_T,NUMBER,35-39,64469
2070,_T,NUMBER,40-44,70033
2070,_T,NUMBER,45-49,76810
2070,_T,NUMBER,50-54,83110
2070,_T,NUMBER,55-59,90627
2070,_T,NUMBER,60-64,101615
2070,_T,NUMBER,65-69,105182
2070,_T,NUMBER,70-74,125514
2070,_T,NUMBER,75-79,128250
2070,_T,NUMBER,80-84,126472
2070,_T,NUMBER,85-89,103471
2070,_T,NUMBER,90-94,64554
2070,_T,NUMBER,95-99,28627
2070,_T,NUMBER,100-104,7882
2070,_T,NUMBER,105-109,1204
2070,_T,NUMBER,110-114,64
2070,_T,NUMBER,115-119,1
2070,_T,NUMBER,120+,0
2018,M,NUMBER,0-4,77060
2018,M,NUMBER,5-9,87991
2018,M,NUMBER,10-14,90862
2018,M,NUMBER,15-19,97735
2018,M,NUMBER,20-24,124642
2018,M,NUMBER,25-29,115506
2018,M,NUMBER,30-34,128613
2018,M,NUMBER,35-39,128321
2018,M,NUMBER,40-44,125498
2018,M,NUMBER,45-49,120314
2018,M,NUMBER,50-54,126686
2018,M,NUMBER,55-59,129670
2018,M,NUMBER,60-64,118083
2018,M,NUMBER,65-69,94375
2018,M,NUMBER,70-74,59475
2018,M,NUMBER,75-79,44663
2018,M,NUMBER,80-84,30186
2018,M,NUMBER,85-89,11675
2018,M,NUMBER,90-94,2542
2018,M,NUMBER,95-99,271
2018,M,NUMBER,100-104,81
2018,M,NUMBER,105-109,4
2018,M,NUMBER,110-114,0
2018,M,NUMBER,115-119,0
2018,M,NUMBER,120+,0
2020,M,NUMBER,0-4,75744
2020,M,NUMBER,5-9,81011
2020,M,NUMBER,10-14,91041
2020,M,NUMBER,15-19,91653
2020,M,NUMBER,20-24,108287
2020,M,NUMBER,25-29,108474
2020,M,NUMBER,30-34,119687
2020,M,NUMBER,35-39,125099
2020,M,NUMBER,40-44,123124
2020,M,NUMBER,45-49,120062
2020,M,NUMBER,50-54,119980
2020,M,NUMBER,55-59,128232
2020,M,NUMBER,60-64,120621
2020,M,NUMBER,65-69,102595
2020,M,NUMBER,70-74,71140
2020,M,NUMBER,75-79,40180
2020,M,NUMBER,80-84,32442
2020,M,NUMBER,85-89,13550
2020,M,NUMBER,90-94,3471
2020,M,NUMBER,95-99,363
2020,M,NUMBER,100-104,58
2020,M,NUMBER,105-109,5
2020,M,NUMBER,110-114,0
2020,M,NUMBER,115-119,0
2020,M,NUMBER,120+,0
2025,M,NUMBER,0-4,68575
2025,M,NUMBER,5-9,73812
2025,M,NUMBER,10-14,79627
2025,M,NUMBER,15-19,87929
2025,M,NUMBER,20-24,80609
2025,M,NUMBER,25-29,91492
2025,M,NUMBER,30-34,95451
2025,M,NUMBER,35-39,108358
2025,M,NUMBER,40-44,115448
2025,M,NUMBER,45-49,115904
2025,M,NUMBER,50-54,114701
2025,M,NUMBER,55-59,115462
2025,M,NUMBER,60-64,122833
2025,M,NUMBER,65-69,112638
2025,M,NUMBER,70-74,90182
2025,M,NUMBER,75-79,56512
2025,M,NUMBER,80-84,27788
2025,M,NUMBER,85-89,18088
2025,M,NUMBER,90-94,5637
2025,M,NUMBER,95-99,984
2025,M,NUMBER,100-104,63
2025,M,NUMBER,105-109,5
2025,M,NUMBER,110-114,0
2025,M,NUMBER,115-119,0
2025,M,NUMBER,120+,0
2030,M,NUMBER,0-4,60095
2030,M,NUMBER,5-9,66745
2030,M,NUMBER,10-14,72457
2030,M,NUMBER,15-19,76786
2030,M,NUMBER,20-24,77122
2030,M,NUMBER,25-29,68894
2030,M,NUMBER,30-34,80871
2030,M,NUMBER,35-39,86859
2030,M,NUMBER,40-44,100041
2030,M,NUMBER,45-49,108422
2030,M,NUMBER,50-54,110448
2030,M,NUMBER,55-59,110339
2030,M,NUMBER,60-64,111040
2030,M,NUMBER,65-69,114992
2030,M,NUMBER,70-74,99723
2030,M,NUMBER,75-79,72805
2030,M,NUMBER,80-84,40392
2030,M,NUMBER,85-89,16241
2030,M,NUMBER,90-94,8049
2030,M,NUMBER,95-99,1743
2030,M,NUMBER,100-104,192
2030,M,NUMBER,105-109,7
2030,M,NUMBER,110-114,0
2030,M,NUMBER,115-119,0
2030,M,NUMBER,120+,0
2035,M,NUMBER,0-4,52623
2035,M,NUMBER,5-9,58497
2035,M,NUMBER,10-14,65456
2035,M,NUMBER,15-19,69871
2035,M,NUMBER,20-24,67171
2035,M,NUMBER,25-29,65464
2035,M,NUMBER,30-34,61479
2035,M,NUMBER,35-39,73844
2035,M,NUMBER,40-44,80577
2035,M,NUMBER,45-49,94058
2035,M,NUMBER,50-54,103224
2035,M,NUMBER,55-59,106183
2035,M,NUMBER,60-64,106304
2035,M,NUMBER,65-69,104587
2035,M,NUMBER,70-74,102613
2035,M,NUMBER,75-79,81727
2035,M,NUMBER,80-84,53283
2035,M,NUMBER,85-89,24780
2035,M,NUMBER,90-94,7632
2035,M,NUMBER,95-99,2681
2035,M,NUMBER,100-104,371
2035,M,NUMBER,105-109,23
2035,M,NUMBER,110-114,0
2035,M,NUMBER,115-119,0
2035,M,NUMBER,120+,0
2040,M,NUMBER,0-4,47005
2040,M,NUMBER,5-9,51227
2040,M,NUMBER,10-14,57371
2040,M,NUMBER,15-19,63044
2040,M,NUMBER,20-24,61176
2040,M,NUMBER,25-29,57032
2040,M,NUMBER,30-34,58053
2040,M,NUMBER,35-39,56629
2040,M,NUMBER,40-44,68697
2040,M,NUMBER,45-49,76086
2040,M,NUMBER,50-54,89688
2040,M,NUMBER,55-59,99257
2040,M,NUMBER,60-64,102380
2040,M,NUMBER,65-69,100505
2040,M,NUMBER,70-74,94133
2040,M,NUMBER,75-79,85244
2040,M,NUMBER,80-84,61051
2040,M,NUMBER,85-89,33796
2040,M,NUMBER,90-94,12387
2040,M,NUMBER,95-99,2696
2040,M,NUMBER,100-104,613
2040,M,NUMBER,105-109,47
2040,M,NUMBER,110-114,1
2040,M,NUMBER,115-119,0
2040,M,NUMBER,120+,0
2045,M,NUMBER,0-4,42733
2045,M,NUMBER,5-9,45744
2045,M,NUMBER,10-14,50255
2045,M,NUMBER,15-19,55269
2045,M,NUMBER,20-24,55104
2045,M,NUMBER,25-29,51872
2045,M,NUMBER,30-34,50641
2045,M,NUMBER,35-39,53232
2045,M,NUMBER,40-44,53073
2045,M,NUMBER,45-49,65047
2045,M,NUMBER,50-54,72880
2045,M,NUMBER,55-59,86459
2045,M,NUMBER,60-64,95870
2045,M,NUMBER,65-69,97076
2045,M,NUMBER,70-74,91158
2045,M,NUMBER,75-79,79240
2045,M,NUMBER,80-84,64902
2045,M,NUMBER,85-89,39860
2045,M,NUMBER,90-94,17640
2045,M,NUMBER,95-99,4704
2045,M,NUMBER,100-104,653
2045,M,NUMBER,105-109,83
2045,M,NUMBER,110-114,3
2045,M,NUMBER,115-119,0
2045,M,NUMBER,120+,0
2050,M,NUMBER,0-4,38857
2050,M,NUMBER,5-9,41557
2050,M,NUMBER,10-14,44866
2050,M,NUMBER,15-19,48433
2050,M,NUMBER,20-24,48331
2050,M,NUMBER,25-29,46653
2050,M,NUMBER,30-34,45993
2050,M,NUMBER,35-39,46483
2050,M,NUMBER,40-44,49722
2050,M,NUMBER,45-49,50588
2050,M,NUMBER,50-54,62484
2050,M,NUMBER,55-59,70596
2050,M,NUMBER,60-64,83810
2050,M,NUMBER,65-69,91217
2050,M,NUMBER,70-74,88595
2050,M,NUMBER,75-79,77726
2050,M,NUMBER,80-84,61426
2050,M,NUMBER,85-89,43502
2050,M,NUMBER,90-94,21592
2050,M,NUMBER,95-99,7043
2050,M,NUMBER,100-104,1230
2050,M,NUMBER,105-109,92
2050,M,NUMBER,110-114,5
2050,M,NUMBER,115-119,0
2050,M,NUMBER,120+,0
2055,M,NUMBER,0-4,35200
2055,M,NUMBER,5-9,37762
2055,M,NUMBER,10-14,40730
2055,M,NUMBER,15-19,43238
2055,M,NUMBER,20-24,42380
2055,M,NUMBER,25-29,40955
2055,M,NUMBER,30-34,41321
2055,M,NUMBER,35-39,42177
2055,M,NUMBER,40-44,43461
2055,M,NUMBER,45-49,47274
2055,M,NUMBER,50-54,48900
2055,M,NUMBER,55-59,60721
2055,M,NUMBER,60-64,68811
2055,M,NUMBER,65-69,80112
2055,M,NUMBER,70-74,83747
2055,M,NUMBER,75-79,76322
2055,M,NUMBER,80-84,61316
2055,M,NUMBER,85-89,42158
2055,M,NUMBER,90-94,24345
2055,M,NUMBER,95-99,8994
2055,M,NUMBER,100-104,1935
2055,M,NUMBER,105-109,186
2055,M,NUMBER,110-114,6
2055,M,NUMBER,115-119,0
2055,M,NUMBER,120+,0
2060,M,NUMBER,0-4,31670
2060,M,NUMBER,5-9,34192
2060,M,NUMBER,10-14,36988
2060,M,NUMBER,15-19,39231
2060,M,NUMBER,20-24,37844
2060,M,NUMBER,25-29,35954
2060,M,NUMBER,30-34,36312
2060,M,NUMBER,35-39,37865
2060,M,NUMBER,40-44,39413
2060,M,NUMBER,45-49,41370
2060,M,NUMBER,50-54,45623
2060,M,NUMBER,55-59,47809
2060,M,NUMBER,60-64,59391
2060,M,NUMBER,65-69,66174
2060,M,NUMBER,70-74,73967
2060,M,NUMBER,75-79,72797
2060,M,NUMBER,80-84,61014
2060,M,NUMBER,85-89,43035
2060,M,NUMBER,90-94,24245
2060,M,NUMBER,95-99,10495
2060,M,NUMBER,100-104,2570
2060,M,NUMBER,105-109,303
2060,M,NUMBER,110-114,12
2060,M,NUMBER,115-119,0
2060,M,NUMBER,120+,0
2065,M,NUMBER,0-4,28373
2065,M,NUMBER,5-9,30760
2065,M,NUMBER,10-14,33480
2065,M,NUMBER,15-19,35613
2065,M,NUMBER,20-24,34322
2065,M,NUMBER,25-29,32112
2065,M,NUMBER,30-34,31922
2065,M,NUMBER,35-39,33318
2065,M,NUMBER,40-44,35378
2065,M,NUMBER,45-49,37515
2065,M,NUMBER,50-54,39988
2065,M,NUMBER,55-59,44579
2065,M,NUMBER,60-64,47093
2065,M,NUMBER,65-69,57349
2065,M,NUMBER,70-74,61498
2065,M,NUMBER,75-79,64841
2065,M,NUMBER,80-84,58951
2065,M,NUMBER,85-89,43636
2065,M,NUMBER,90-94,25493
2065,M,NUMBER,95-99,10789
2065,M,NUMBER,100-104,3103
2065,M,NUMBER,105-109,416
2065,M,NUMBER,110-114,21
2065,M,NUMBER,115-119,0
2065,M,NUMBER,120+,0
2070,M,NUMBER,0-4,25551
2070,M,NUMBER,5-9,27560
2070,M,NUMBER,10-14,30118
2070,M,NUMBER,15-19,32228
2070,M,NUMBER,20-24,31144
2070,M,NUMBER,25-29,29104
2070,M,NUMBER,30-34,28522
2070,M,NUMBER,35-39,29333
2070,M,NUMBER,40-44,31170
2070,M,NUMBER,45-49,33682
2070,M,NUMBER,50-54,36278
2070,M,NUMBER,55-59,39159
2070,M,NUMBER,60-64,43938
2070,M,NUMBER,65-69,45821
2070,M,NUMBER,70-74,53550
2070,M,NUMBER,75-79,54397
2070,M,NUMBER,80-84,53136
2070,M,NUMBER,85-89,42936
2070,M,NUMBER,90-94,26498
2070,M,NUMBER,95-99,11762
2070,M,NUMBER,100-104,3294
2070,M,NUMBER,105-109,516
2070,M,NUMBER,110-114,29
2070,M,NUMBER,115-119,1
2070,M,NUMBER,120+,0
2018,F,NUMBER,0-4,71887
2018,F,NUMBER,5-9,83144
2018,F,NUMBER,10-14,86236
2018,F,NUMBER,15-19,92867
2018,F,NUMBER,20-24,118251
2018,F,NUMBER,25-29,109922
2018,F,NUMBER,30-34,122620
2018,F,NUMBER,35-39,124160
2018,F,NUMBER,40-44,122646
2018,F,NUMBER,45-49,118759
2018,F,NUMBER,50-54,128806
2018,F,NUMBER,55-59,136494
2018,F,NUMBER,60-64,129979
2018,F,NUMBER,65-69,112423
2018,F,NUMBER,70-74,78187
2018,F,NUMBER,75-79,65488
2018,F,NUMBER,80-84,48905
2018,F,NUMBER,85-89,20820
2018,F,NUMBER,90-94,5224
2018,F,NUMBER,95-99,804
2018,F,NUMBER,100-104,140
2018,F,NUMBER,105-109,8
2018,F,NUMBER,110-114,0
2018,F,NUMBER,115-119,0
2018,F,NUMBER,120+,0
2020,F,NUMBER,0-4,70678
2020,F,NUMBER,5-9,76728
2020,F,NUMBER,10-14,86367
2020,F,NUMBER,15-19,86940
2020,F,NUMBER,20-24,105112
2020,F,NUMBER,25-29,105738
2020,F,NUMBER,30-34,116790
2020,F,NUMBER,35-39,122836
2020,F,NUMBER,40-44,121873
2020,F,NUMBER,45-49,119959
2020,F,NUMBER,50-54,121475
2020,F,NUMBER,55-59,134214
2020,F,NUMBER,60-64,131678
2020,F,NUMBER,65-69,118764
2020,F,NUMBER,70-74,92006
2020,F,NUMBER,75-79,58448
2020,F,NUMBER,80-84,51989
2020,F,NUMBER,85-89,24211
2020,F,NUMBER,90-94,6647
2020,F,NUMBER,95-99,931
2020,F,NUMBER,100-104,107
2020,F,NUMBER,105-109,8
2020,F,NUMBER,110-114,0
2020,F,NUMBER,115-119,0
2020,F,NUMBER,120+,0
2025,F,NUMBER,0-4,64640
2025,F,NUMBER,5-9,69210
2025,F,NUMBER,10-14,75967
2025,F,NUMBER,15-19,84198
2025,F,NUMBER,20-24,79313
2025,F,NUMBER,25-29,93721
2025,F,NUMBER,30-34,98695
2025,F,NUMBER,35-39,111838
2025,F,NUMBER,40-44,118995
2025,F,NUMBER,45-49,118893
2025,F,NUMBER,50-54,118112
2025,F,NUMBER,55-59,119911
2025,F,NUMBER,60-64,131557
2025,F,NUMBER,65-69,126557
2025,F,NUMBER,70-74,109095
2025,F,NUMBER,75-79,78732
2025,F,NUMBER,80-84,43905
2025,F,NUMBER,85-89,31503
2025,F,NUMBER,90-94,10621
2025,F,NUMBER,95-99,1815
2025,F,NUMBER,100-104,139
2025,F,NUMBER,105-109,8
2025,F,NUMBER,110-114,0
2025,F,NUMBER,115-119,0
2025,F,NUMBER,120+,0
2030,F,NUMBER,0-4,56657
2030,F,NUMBER,5-9,63262
2030,F,NUMBER,10-14,68514
2030,F,NUMBER,15-19,74027
2030,F,NUMBER,20-24,76651
2030,F,NUMBER,25-29,71224
2030,F,NUMBER,30-34,87673
2030,F,NUMBER,35-39,94702
2030,F,NUMBER,40-44,108309
2030,F,NUMBER,45-49,115912
2030,F,NUMBER,50-54,116903
2030,F,NUMBER,55-59,116561
2030,F,NUMBER,60-64,117823
2030,F,NUMBER,65-69,126700
2030,F,NUMBER,70-74,116893
2030,F,NUMBER,75-79,94368
2030,F,NUMBER,80-84,60773
2030,F,NUMBER,85-89,27658
2030,F,NUMBER,90-94,14691
2030,F,NUMBER,95-99,3189
2030,F,NUMBER,100-104,316
2030,F,NUMBER,105-109,12
2030,F,NUMBER,110-114,0
2030,F,NUMBER,115-119,0
2030,F,NUMBER,120+,0
2035,F,NUMBER,0-4,49621
2035,F,NUMBER,5-9,55509
2035,F,NUMBER,10-14,62603
2035,F,NUMBER,15-19,66827
2035,F,NUMBER,20-24,67348
2035,F,NUMBER,25-29,68614
2035,F,NUMBER,30-34,67008
2035,F,NUMBER,35-39,84220
2035,F,NUMBER,40-44,91923
2035,F,NUMBER,45-49,105527
2035,F,NUMBER,50-54,113884
2035,F,NUMBER,55-59,115294
2035,F,NUMBER,60-64,114618
2035,F,NUMBER,65-69,113884
2035,F,NUMBER,70-74,117640
2035,F,NUMBER,75-79,102133
2035,F,NUMBER,80-84,74182
2035,F,NUMBER,85-89,39993
2035,F,NUMBER,90-94,13567
2035,F,NUMBER,95-99,4769
2035,F,NUMBER,100-104,615
2035,F,NUMBER,105-109,31
2035,F,NUMBER,110-114,1
2035,F,NUMBER,115-119,0
2035,F,NUMBER,120+,0
2040,F,NUMBER,0-4,44332
2040,F,NUMBER,5-9,48664
2040,F,NUMBER,10-14,54988
2040,F,NUMBER,15-19,61019
2040,F,NUMBER,20-24,60883
2040,F,NUMBER,25-29,60366
2040,F,NUMBER,30-34,64355
2040,F,NUMBER,35-39,64699
2040,F,NUMBER,40-44,81805
2040,F,NUMBER,45-49,89734
2040,F,NUMBER,50-54,103724
2040,F,NUMBER,55-59,112270
2040,F,NUMBER,60-64,113369
2040,F,NUMBER,65-69,111033
2040,F,NUMBER,70-74,106337
2040,F,NUMBER,75-79,103732
2040,F,NUMBER,80-84,81618
2040,F,NUMBER,85-89,50271
2040,F,NUMBER,90-94,20878
2040,F,NUMBER,95-99,4692
2040,F,NUMBER,100-104,1002
2040,F,NUMBER,105-109,67
2040,F,NUMBER,110-114,2
2040,F,NUMBER,115-119,0
2040,F,NUMBER,120+,0
2045,F,NUMBER,0-4,40309
2045,F,NUMBER,5-9,43496
2045,F,NUMBER,10-14,48266
2045,F,NUMBER,15-19,53648
2045,F,NUMBER,20-24,55542
2045,F,NUMBER,25-29,54577
2045,F,NUMBER,30-34,56721
2045,F,NUMBER,35-39,62014
2045,F,NUMBER,40-44,63162
2045,F,NUMBER,45-49,79932
2045,F,NUMBER,50-54,88373
2045,F,NUMBER,55-59,102336
2045,F,NUMBER,60-64,110429
2045,F,NUMBER,65-69,109978
2045,F,NUMBER,70-74,104216
2045,F,NUMBER,75-79,94632
2045,F,NUMBER,80-84,84155
2045,F,NUMBER,85-89,56787
2045,F,NUMBER,90-94,27381
2045,F,NUMBER,95-99,7834
2045,F,NUMBER,100-104,1058
2045,F,NUMBER,105-109,118
2045,F,NUMBER,110-114,3
2045,F,NUMBER,115-119,0
2045,F,NUMBER,120+,0
2050,F,NUMBER,0-4,36658
2050,F,NUMBER,5-9,39543
2050,F,NUMBER,10-14,43161
2050,F,NUMBER,15-19,47139
2050,F,NUMBER,20-24,48886
2050,F,NUMBER,25-29,49772
2050,F,NUMBER,30-34,51264
2050,F,NUMBER,35-39,54713
2050,F,NUMBER,40-44,60438
2050,F,NUMBER,45-49,61967
2050,F,NUMBER,50-54,78799
2050,F,NUMBER,55-59,87374
2050,F,NUMBER,60-64,100787
2050,F,NUMBER,65-69,107287
2050,F,NUMBER,70-74,103626
2050,F,NUMBER,75-79,93593
2050,F,NUMBER,80-84,77888
2050,F,NUMBER,85-89,59946
2050,F,NUMBER,90-94,32126
2050,F,NUMBER,95-99,10859
2050,F,NUMBER,100-104,1937
2050,F,NUMBER,105-109,133
2050,F,NUMBER,110-114,6
2050,F,NUMBER,115-119,0
2050,F,NUMBER,120+,0
2055,F,NUMBER,0-4,33211
2055,F,NUMBER,5-9,35952
2055,F,NUMBER,10-14,39227
2055,F,NUMBER,15-19,42171
2055,F,NUMBER,20-24,43003
2055,F,NUMBER,25-29,43862
2055,F,NUMBER,30-34,46744
2055,F,NUMBER,35-39,49449
2055,F,NUMBER,40-44,53366
2055,F,NUMBER,45-49,59214
2055,F,NUMBER,50-54,61318
2055,F,NUMBER,55-59,77985
2055,F,NUMBER,60-64,86255
2055,F,NUMBER,65-69,98113
2055,F,NUMBER,70-74,101452
2055,F,NUMBER,75-79,93701
2055,F,NUMBER,80-84,78149
2055,F,NUMBER,85-89,56666
2055,F,NUMBER,90-94,35025
2055,F,NUMBER,95-99,13368
2055,F,NUMBER,100-104,2848
2055,F,NUMBER,105-109,265
2055,F,NUMBER,110-114,7
2055,F,NUMBER,115-119,0
2055,F,NUMBER,120+,0
2060,F,NUMBER,0-4,29884
2060,F,NUMBER,5-9,32567
2060,F,NUMBER,10-14,35655
2060,F,NUMBER,15-19,38320
2060,F,NUMBER,20-24,38492
2060,F,NUMBER,25-29,38631
2060,F,NUMBER,30-34,41237
2060,F,NUMBER,35-39,45078
2060,F,NUMBER,40-44,48237
2060,F,NUMBER,45-49,52330
2060,F,NUMBER,50-54,58537
2060,F,NUMBER,55-59,60917
2060,F,NUMBER,60-64,77080
2060,F,NUMBER,65-69,84202
2060,F,NUMBER,70-74,93092
2060,F,NUMBER,75-79,92307
2060,F,NUMBER,80-84,79099
2060,F,NUMBER,85-89,58108
2060,F,NUMBER,90-94,34066
2060,F,NUMBER,95-99,15168
2060,F,NUMBER,100-104,3693
2060,F,NUMBER,105-109,410
2060,F,NUMBER,110-114,16
2060,F,NUMBER,115-119,0
2060,F,NUMBER,120+,0
2065,F,NUMBER,0-4,26775
2065,F,NUMBER,5-9,29311
2065,F,NUMBER,10-14,32297
2065,F,NUMBER,15-19,34824
2065,F,NUMBER,20-24,34972
2065,F,NUMBER,25-29,34597
2065,F,NUMBER,30-34,36362
2065,F,NUMBER,35-39,39805
2065,F,NUMBER,40-44,43968
2065,F,NUMBER,45-49,47310
2065,F,NUMBER,50-54,51781
2065,F,NUMBER,55-59,58121
2065,F,NUMBER,60-64,60456
2065,F,NUMBER,65-69,75364
2065,F,NUMBER,70-74,80209
2065,F,NUMBER,75-79,85192
2065,F,NUMBER,80-84,78733
2065,F,NUMBER,85-89,59843
2065,F,NUMBER,90-94,36053
2065,F,NUMBER,95-99,15297
2065,F,NUMBER,100-104,4377
2065,F,NUMBER,105-109,558
2065,F,NUMBER,110-114,25
2065,F,NUMBER,115-119,0
2065,F,NUMBER,120+,0
2070,F,NUMBER,0-4,24113
2070,F,NUMBER,5-9,26273
2070,F,NUMBER,10-14,29077
2070,F,NUMBER,15-19,31547
2070,F,NUMBER,20-24,31780
2070,F,NUMBER,25-29,31431
2070,F,NUMBER,30-34,32581
2070,F,NUMBER,35-39,35136
2070,F,NUMBER,40-44,38863
2070,F,NUMBER,45-49,43128
2070,F,NUMBER,50-54,46832
2070,F,NUMBER,55-59,51468
2070,F,NUMBER,60-64,57677
2070,F,NUMBER,65-69,59361
2070,F,NUMBER,70-74,71963
2070,F,NUMBER,75-79,73853
2070,F,NUMBER,80-84,73336
2070,F,NUMBER,85-89,60535
2070,F,NUMBER,90-94,38057
2070,F,NUMBER,95-99,16864
2070,F,NUMBER,100-104,4588
2070,F,NUMBER,105-109,688
2070,F,NUMBER,110-114,35
2070,F,NUMBER,115-119,1
2070,F,NUMBER,120+,0
