Year,UNIT_MEASURE,Godine,Spol,Value
2025,Broj,45-49,Oba spola,234442.56
2025,Broj,50-54,Oba spola,234797.14
2025,Broj,55-59,Oba spola,232812.25
2025,Broj,60-64,Oba spola,235373.58
2025,Broj,65-69,Oba spola,254390.2
2025,Broj,70-74,Oba spola,239195.16
2025,Broj,75-79,Oba spola,199277.81
2025,Broj,80-84,Oba spola,135243.77
2025,Broj,85-89,Oba spola,71693.48
2025,Broj,90-94,Oba spola,49591.19
2025,Broj,95-99,Oba spola,16258.46
2025,Broj,100-104,Oba spola,2799.11
2025,Broj,105-109,Oba spola,202.64
2025,Broj,110-114,Oba spola,12.8
2025,Broj,115-119,Oba spola,0.52
2025,Broj,120+,Oba spola,0.0
2025,Broj,120+,Oba spola,0.0
2025,_%,Total,Oba spola,100.0
2025,_%,0-4,Oba spola,4.07
2025,_%,5-9,Oba spola,4.37
2025,_%,10-14,Oba spola,4.76
2025,_%,15-19,Oba spola,5.26
2025,_%,20-24,Oba spola,4.89
2025,_%,25-29,Oba spola,5.66
2025,_%,30-34,Oba spola,5.94
2025,_%,35-39,Oba spola,6.73
2025,_%,40-44,Oba spola,7.17
2025,_%,45-49,Oba spola,7.18
2025,_%,50-54,Oba spola,7.12
2025,_%,55-59,Oba spola,7.2
2025,_%,60-64,Oba spola,7.78
2025,_%,65-69,Oba spola,7.32
2025,_%,70-74,Oba spola,6.1
2025,_%,75-79,Oba spola,4.14
2025,_%,80-84,Oba spola,2.19
2025,_%,85-89,Oba spola,1.52
2025,_%,90-94,Oba spola,0.5
2025,_%,95-99,Oba spola,0.09
2025,_%,100-104,Oba spola,0.01
2025,_%,105-109,Oba spola,0.0
2025,_%,110-114,Oba spola,0.0
2025,_%,115-119,Oba spola,0.0
2025,_%,120+,Oba spola,0.0
2025,_%,0-14,Oba spola,431830.78
2025,_%,0-18,Oba spola,571030.0
2025,_%,15-29,Oba spola,517262.57
2025,_%,15-49,Oba spola,1400844.72
2025,_%,15-64,Oba spola,2123420.75
2025,_%,65+,Oba spola,714274.93
2025,_%,75+,Oba spola,275801.96
2025,_%,85+,Oba spola,68864.72
2025,_%,100+,Oba spola,215.96
2025,_%,0-14,Oba spola,13.21
2025,_%,0-18,Oba spola,17.47
2025,_%,15-29,Oba spola,15.82
2025,_%,15-49,Oba spola,42.85
2025,_%,15-64,Oba spola,64.95
2025,_%,65+,Oba spola,21.85
2025,_%,75+,Oba spola,8.44
2025,_%,85+,Oba spola,2.11
2025,_%,100+,Oba spola,0.01
2030,Broj,0-4,Oba spola,3097083.89
2030,Broj,5-9,Oba spola,116752.27
2030,Broj,10-14,Oba spola,130006.74
2030,Broj,15-19,Oba spola,140970.97
2030,Broj,20-24,Oba spola,150812.87
2030,Broj,25-29,Oba spola,153773.24
2030,Broj,30-34,Oba spola,140117.63
2030,Broj,35-39,Oba spola,168543.51
2030,Broj,40-44,Oba spola,181561.56
2030,Broj,45-49,Oba spola,208350.45
2030,Broj,50-54,Oba spola,224334.48
2030,Broj,55-59,Oba spola,227351.48
2030,Broj,60-64,Oba spola,226900.62
2030,Broj,65-69,Oba spola,228863.35
2030,Broj,70-74,Oba spola,241691.71
2030,Broj,75-79,Oba spola,216615.3
2030,Broj,80-84,Oba spola,167173.09
2030,Broj,85-89,Oba spola,101165.28
2030,Broj,90-94,Oba spola,43898.43
2030,Broj,95-99,Oba spola,22740.2
2030,Broj,100-104,Oba spola,4932.37
2030,Broj,105-109,Oba spola,508.74
2030,Broj,110-114,Oba spola,19.01
2030,Broj,115-119,Oba spola,0.55
2030,Broj,120+,Oba spola,0.01
2030,Broj,120+,Oba spola,0.0
2030,_%,Total,Oba spola,100.0
2030,_%,0-4,Oba spola,3.77
2030,_%,5-9,Oba spola,4.2
2030,_%,10-14,Oba spola,4.55
2030,_%,15-19,Oba spola,4.87
2030,_%,20-24,Oba spola,4.97
2030,_%,25-29,Oba spola,4.52
2030,_%,30-34,Oba spola,5.44
2030,_%,35-39,Oba spola,5.86
2030,_%,40-44,Oba spola,6.73
2030,_%,45-49,Oba spola,7.24
2030,_%,50-54,Oba spola,7.34
2030,_%,55-59,Oba spola,7.33
2030,_%,60-64,Oba spola,7.39
2030,_%,65-69,Oba spola,7.8
2030,_%,70-74,Oba spola,6.99
2030,_%,75-79,Oba spola,5.4
2030,_%,80-84,Oba spola,3.27
2030,_%,85-89,Oba spola,1.42
2030,_%,90-94,Oba spola,0.73
2030,_%,95-99,Oba spola,0.16
2030,_%,100-104,Oba spola,0.02
2030,_%,105-109,Oba spola,0.0
2030,_%,110-114,Oba spola,0.0
2030,_%,115-119,Oba spola,0.0
2030,_%,120+,Oba spola,0.0
2030,_%,0-14,Oba spola,387729.98
2030,_%,0-18,Oba spola,506903.59
2030,_%,15-29,Oba spola,444703.74
2030,_%,15-49,Oba spola,1227493.74
2030,_%,15-64,Oba spola,1910609.19
2030,_%,65+,Oba spola,798744.71
2030,_%,75+,Oba spola,340437.69
2030,_%,85+,Oba spola,72099.33
2030,_%,100+,Oba spola,528.31
2030,_%,0-14,Oba spola,12.52
2030,_%,0-18,Oba spola,16.37
2030,_%,15-29,Oba spola,14.36
2030,_%,15-49,Oba spola,39.63
2030,_%,15-64,Oba spola,61.69
2030,_%,65+,Oba spola,25.79
2030,_%,75+,Oba spola,10.99
2030,_%,85+,Oba spola,2.33
2030,_%,100+,Oba spola,0.02
2035,Broj,0-4,Oba spola,2912260.0
2035,Broj,5-9,Oba spola,102244.06
2035,Broj,10-14,Oba spola,114005.81
2035,Broj,15-19,Oba spola,128059.42
2035,Broj,20-24,Oba spola,136697.61
2035,Broj,25-29,Oba spola,134518.71
2035,Broj,30-34,Oba spola,134077.44
2035,Broj,35-39,Oba spola,128486.8
2035,Broj,40-44,Oba spola,158064.08
2035,Broj,45-49,Oba spola,172499.94
2035,Broj,50-54,Oba spola,199585.08
2035,Broj,55-59,Oba spola,217107.79
2035,Broj,60-64,Oba spola,221477.68
2035,Broj,65-69,Oba spola,220921.33
2035,Broj,70-74,Oba spola,218471.04
2035,Broj,75-79,Oba spola,220252.7
2035,Broj,80-84,Oba spola,183860.06
2035,Broj,85-89,Oba spola,127465.74
2035,Broj,90-94,Oba spola,64773.18
2035,Broj,95-99,Oba spola,21199.63
2035,Broj,100-104,Oba spola,7449.97
2035,Broj,105-109,Oba spola,986.55
2035,Broj,110-114,Oba spola,54.44
2035,Broj,115-119,Oba spola,0.93
2035,Broj,120+,Oba spola,0.01
2035,Broj,120+,Oba spola,0.0
2035,_%,Total,Oba spola,100.0
2035,_%,0-4,Oba spola,3.51
2035,_%,5-9,Oba spola,3.91
2035,_%,10-14,Oba spola,4.4
2035,_%,15-19,Oba spola,4.69
2035,_%,20-24,Oba spola,4.62
2035,_%,25-29,Oba spola,4.6
2035,_%,30-34,Oba spola,4.41
2035,_%,35-39,Oba spola,5.43
2035,_%,40-44,Oba spola,5.92
2035,_%,45-49,Oba spola,6.85
2035,_%,50-54,Oba spola,7.45
2035,_%,55-59,Oba spola,7.61
2035,_%,60-64,Oba spola,7.59
2035,_%,65-69,Oba spola,7.5
2035,_%,70-74,Oba spola,7.56
2035,_%,75-79,Oba spola,6.31
2035,_%,80-84,Oba spola,4.38
2035,_%,85-89,Oba spola,2.22
2035,_%,90-94,Oba spola,0.73
2035,_%,95-99,Oba spola,0.26
2035,_%,100-104,Oba spola,0.03
2035,_%,105-109,Oba spola,0.0
2035,_%,110-114,Oba spola,0.0
2035,_%,115-119,Oba spola,0.0
2035,_%,120+,Oba spola,0.0
2035,_%,0-14,Oba spola,344309.29
2035,_%,0-18,Oba spola,453686.83
2035,_%,15-29,Oba spola,405293.76
2035,_%,15-49,Oba spola,1063929.66
2035,_%,15-64,Oba spola,1723436.46
2035,_%,65+,Oba spola,844514.24
2035,_%,75+,Oba spola,405790.51
2035,_%,85+,Oba spola,94464.7
2035,_%,100+,Oba spola,1041.92
2035,_%,0-14,Oba spola,11.82
2035,_%,0-18,Oba spola,15.58
2035,_%,15-29,Oba spola,13.92
2035,_%,15-49,Oba spola,36.53
2035,_%,15-64,Oba spola,59.18
2035,_%,65+,Oba spola,29.0
2035,_%,75+,Oba spola,13.93
2035,_%,85+,Oba spola,3.24
2035,_%,100+,Oba spola,0.04
2040,Broj,0-4,Oba spola,2717957.73
2040,Broj,5-9,Oba spola,91336.91
2040,Broj,10-14,Oba spola,99891.25
2040,Broj,15-19,Oba spola,112358.89
2040,Broj,20-24,Oba spola,124063.16
2040,Broj,25-29,Oba spola,122059.02
2040,Broj,30-34,Oba spola,117398.0
2040,Broj,35-39,Oba spola,122407.36
2040,Broj,40-44,Oba spola,121328.15
2040,Broj,45-49,Oba spola,150501.48
2040,Broj,50-54,Oba spola,165820.11
2040,Broj,55-59,Oba spola,193411.4
2040,Broj,60-64,Oba spola,211527.66
2040,Broj,65-69,Oba spola,215748.85
2040,Broj,70-74,Oba spola,211538.7
2040,Broj,75-79,Oba spola,200469.86
2040,Broj,80-84,Oba spola,188975.74
2040,Broj,85-89,Oba spola,142668.75
2040,Broj,90-94,Oba spola,84066.88
2040,Broj,95-99,Oba spola,33265.31
2040,Broj,100-104,Oba spola,7387.63
2040,Broj,105-109,Oba spola,1615.38
2040,Broj,110-114,Oba spola,114.33
2040,Broj,115-119,Oba spola,2.88
2040,Broj,120+,Oba spola,0.02
2040,Broj,120+,Oba spola,0.0
2040,_%,Total,Oba spola,100.0
2040,_%,0-4,Oba spola,3.36
2040,_%,5-9,Oba spola,3.68
2040,_%,10-14,Oba spola,4.13
2040,_%,15-19,Oba spola,4.56
2040,_%,20-24,Oba spola,4.49
2040,_%,25-29,Oba spola,4.32
2040,_%,30-34,Oba spola,4.5
2040,_%,35-39,Oba spola,4.46
2040,_%,40-44,Oba spola,5.54
2040,_%,45-49,Oba spola,6.1
2040,_%,50-54,Oba spola,7.12
2040,_%,55-59,Oba spola,7.78
2040,_%,60-64,Oba spola,7.94
2040,_%,65-69,Oba spola,7.78
2040,_%,70-74,Oba spola,7.38
2040,_%,75-79,Oba spola,6.95
2040,_%,80-84,Oba spola,5.25
2040,_%,85-89,Oba spola,3.09
2040,_%,90-94,Oba spola,1.22
2040,_%,95-99,Oba spola,0.27
2040,_%,100-104,Oba spola,0.06
2040,_%,105-109,Oba spola,0.0
2040,_%,110-114,Oba spola,0.0
2040,_%,115-119,Oba spola,0.0
2040,_%,120+,Oba spola,0.0
2040,_%,0-14,Oba spola,303587.05
2040,_%,0-18,Oba spola,402365.82
2040,_%,15-29,Oba spola,363520.19
2040,_%,15-49,Oba spola,923577.29
2040,_%,15-64,Oba spola,1544265.21
2040,_%,65+,Oba spola,870105.47
2040,_%,75+,Oba spola,458096.91
2040,_%,85+,Oba spola,126452.43
2040,_%,100+,Oba spola,1732.61
2040,_%,0-14,Oba spola,11.17
2040,_%,0-18,Oba spola,14.8
2040,_%,15-29,Oba spola,13.37
2040,_%,15-49,Oba spola,33.98
2040,_%,15-64,Oba spola,56.82
2040,_%,65+,Oba spola,32.01
2040,_%,75+,Oba spola,16.85
2040,_%,85+,Oba spola,4.65
2040,_%,100+,Oba spola,0.06
2045,Broj,0-4,Oba spola,2518462.83
2045,Broj,5-9,Oba spola,83042.03
2045,Broj,10-14,Oba spola,89240.14
2045,Broj,15-19,Oba spola,98520.77
2045,Broj,20-24,Oba spola,108917.66
2045,Broj,25-29,Oba spola,110645.5
2045,Broj,30-34,Oba spola,106449.13
2045,Broj,35-39,Oba spola,107361.45
2045,Broj,40-44,Oba spola,115245.68
2045,Broj,45-49,Oba spola,116234.44
2045,Broj,50-54,Oba spola,144978.36
2045,Broj,55-59,Oba spola,161252.4
2045,Broj,60-64,Oba spola,188794.86
2045,Broj,65-69,Oba spola,206299.37
2045,Broj,70-74,Oba spola,207053.68
2045,Broj,75-79,Oba spola,195373.66
2045,Broj,80-84,Oba spola,173872.43
2045,Broj,85-89,Oba spola,149056.97
2045,Broj,90-94,Oba spola,96646.71
2045,Broj,95-99,Oba spola,45021.33
2045,Broj,100-104,Oba spola,12538.01
2045,Broj,105-109,Oba spola,1711.02
2045,Broj,110-114,Oba spola,200.84
2045,Broj,115-119,Oba spola,6.31
2045,Broj,120+,Oba spola,0.07
2045,Broj,120+,Oba spola,0.0
2045,_%,Total,Oba spola,100.0
2045,_%,0-4,Oba spola,3.3
2045,_%,5-9,Oba spola,3.54
2045,_%,10-14,Oba spola,3.91
2045,_%,15-19,Oba spola,4.32
2045,_%,20-24,Oba spola,4.39
2045,_%,25-29,Oba spola,4.23
2045,_%,30-34,Oba spola,4.26
2045,_%,35-39,Oba spola,4.58
2045,_%,40-44,Oba spola,4.62
2045,_%,45-49,Oba spola,5.76
2045,_%,50-54,Oba spola,6.4
2045,_%,55-59,Oba spola,7.5
2045,_%,60-64,Oba spola,8.19
2045,_%,65-69,Oba spola,8.22
2045,_%,70-74,Oba spola,7.76
2045,_%,75-79,Oba spola,6.9
2045,_%,80-84,Oba spola,5.92
2045,_%,85-89,Oba spola,3.84
2045,_%,90-94,Oba spola,1.79
2045,_%,95-99,Oba spola,0.5
2045,_%,100-104,Oba spola,0.07
2045,_%,105-109,Oba spola,0.01
2045,_%,110-114,Oba spola,0.0
2045,_%,115-119,Oba spola,0.0
2045,_%,120+,Oba spola,0.0
2045,_%,0-14,Oba spola,270802.94
2045,_%,0-18,Oba spola,357437.99
2045,_%,15-29,Oba spola,326012.29
2045,_%,15-49,Oba spola,809832.21
2045,_%,15-64,Oba spola,1366178.85
2045,_%,65+,Oba spola,881481.04
2045,_%,75+,Oba spola,479053.69
2045,_%,85+,Oba spola,156124.3
2045,_%,100+,Oba spola,1918.25
2045,_%,0-14,Oba spola,10.75
2045,_%,0-18,Oba spola,14.19
2045,_%,15-29,Oba spola,12.94
2045,_%,15-49,Oba spola,32.16
2045,_%,15-64,Oba spola,54.25
2045,_%,65+,Oba spola,35.0
2045,_%,75+,Oba spola,19.02
2045,_%,85+,Oba spola,6.2
2045,_%,100+,Oba spola,0.08
2050,Broj,0-4,Oba spola,2318700.67
2050,Broj,5-9,Oba spola,75514.93
2050,Broj,10-14,Oba spola,81099.46
2050,Broj,15-19,Oba spola,88026.53
2050,Broj,20-24,Oba spola,95572.11
2050,Broj,25-29,Oba spola,97216.95
2050,Broj,30-34,Oba spola,96425.27
2050,Broj,35-39,Oba spola,97256.87
2050,Broj,40-44,Oba spola,101196.15
2050,Broj,45-49,Oba spola,110159.11
2050,Broj,50-54,Oba spola,112554.52
2050,Broj,55-59,Oba spola,141282.64
2050,Broj,60-64,Oba spola,157969.95
2050,Broj,65-69,Oba spola,184596.6
2050,Broj,70-74,Oba spola,198504.56
2050,Broj,75-79,Oba spola,192220.98
2050,Broj,80-84,Oba spola,171318.47
2050,Broj,85-89,Oba spola,139313.82
2050,Broj,90-94,Oba spola,103447.9
2050,Broj,95-99,Oba spola,53718.05
2050,Broj,100-104,Oba spola,17901.92
2050,Broj,105-109,Oba spola,3167.19
2050,Broj,110-114,Oba spola,225.0
2050,Broj,115-119,Oba spola,11.52
2050,Broj,120+,Oba spola,0.16
2050,Broj,120+,Oba spola,0.0
2050,_%,Total,Oba spola,100.0
2050,_%,0-4,Oba spola,3.26
2050,_%,5-9,Oba spola,3.5
2050,_%,10-14,Oba spola,3.8
2050,_%,15-19,Oba spola,4.12
2050,_%,20-24,Oba spola,4.19
2050,_%,25-29,Oba spola,4.16
2050,_%,30-34,Oba spola,4.19
2050,_%,35-39,Oba spola,4.36
2050,_%,40-44,Oba spola,4.75
2050,_%,45-49,Oba spola,4.85
2050,_%,50-54,Oba spola,6.09
2050,_%,55-59,Oba spola,6.81
2050,_%,60-64,Oba spola,7.96
2050,_%,65-69,Oba spola,8.56
2050,_%,70-74,Oba spola,8.29
2050,_%,75-79,Oba spola,7.39
2050,_%,80-84,Oba spola,6.01
2050,_%,85-89,Oba spola,4.46
2050,_%,90-94,Oba spola,2.32
2050,_%,95-99,Oba spola,0.77
2050,_%,100-104,Oba spola,0.14
2050,_%,105-109,Oba spola,0.01
2050,_%,110-114,Oba spola,0.0
2050,_%,115-119,Oba spola,0.0
2050,_%,120+,Oba spola,0.0
2050,_%,0-14,Oba spola,244640.93
2050,_%,0-18,Oba spola,320688.38
2050,_%,15-29,Oba spola,289214.33
2050,_%,15-49,Oba spola,710380.99
2050,_%,15-64,Oba spola,1194230.17
2050,_%,65+,Oba spola,879829.57
2050,_%,75+,Oba spola,489104.03
2050,_%,85+,Oba spola,178471.74
2050,_%,100+,Oba spola,3403.87
2050,_%,0-14,Oba spola,10.55
2050,_%,0-18,Oba spola,13.83
2050,_%,15-29,Oba spola,12.47
2050,_%,15-49,Oba spola,30.64
2050,_%,15-64,Oba spola,51.5
2050,_%,65+,Oba spola,37.94
2050,_%,75+,Oba spola,21.09
2050,_%,85+,Oba spola,7.7
2050,_%,100+,Oba spola,0.15
2055,Broj,0-4,Oba spola,2123402.2
2055,Broj,5-9,Oba spola,68410.55
2055,Broj,10-14,Oba spola,73713.6
2055,Broj,15-19,Oba spola,79956.88
2055,Broj,20-24,Oba spola,85408.87
2055,Broj,25-29,Oba spola,85383.67
2055,Broj,30-34,Oba spola,84817.37
2055,Broj,35-39,Oba spola,88064.28
2055,Broj,40-44,Oba spola,91625.61
2055,Broj,45-49,Oba spola,96826.2
2055,Broj,50-54,Oba spola,106488.77
2055,Broj,55-59,Oba spola,110217.64
2055,Broj,60-64,Oba spola,138705.65
2055,Broj,65-69,Oba spola,155066.87
2055,Broj,70-74,Oba spola,178225.37
2055,Broj,75-79,Oba spola,185199.11
2055,Broj,80-84,Oba spola,170022.4
2055,Broj,85-89,Oba spola,139464.62
2055,Broj,90-94,Oba spola,98824.03
2055,Broj,95-99,Oba spola,59369.78
2055,Broj,100-104,Oba spola,22362.5
2055,Broj,105-109,Oba spola,4783.57
2055,Broj,110-114,Oba spola,451.25
2055,Broj,115-119,Oba spola,13.29
2055,Broj,120+,Oba spola,0.3
2055,Broj,120+,Oba spola,0.0
2055,_%,Total,Oba spola,100.0
2055,_%,0-4,Oba spola,3.22
2055,_%,5-9,Oba spola,3.47
2055,_%,10-14,Oba spola,3.77
2055,_%,15-19,Oba spola,4.02
2055,_%,20-24,Oba spola,4.02
2055,_%,25-29,Oba spola,3.99
2055,_%,30-34,Oba spola,4.15
2055,_%,35-39,Oba spola,4.32
2055,_%,40-44,Oba spola,4.56
2055,_%,45-49,Oba spola,5.02
2055,_%,50-54,Oba spola,5.19
2055,_%,55-59,Oba spola,6.53
2055,_%,60-64,Oba spola,7.3
2055,_%,65-69,Oba spola,8.39
2055,_%,70-74,Oba spola,8.72
2055,_%,75-79,Oba spola,8.01
2055,_%,80-84,Oba spola,6.57
2055,_%,85-89,Oba spola,4.65
2055,_%,90-94,Oba spola,2.8
2055,_%,95-99,Oba spola,1.05
2055,_%,100-104,Oba spola,0.23
2055,_%,105-109,Oba spola,0.02
2055,_%,110-114,Oba spola,0.0
2055,_%,115-119,Oba spola,0.0
2055,_%,120+,Oba spola,0.0
2055,_%,0-14,Oba spola,222081.03
2055,_%,0-18,Oba spola,290210.23
2055,_%,15-29,Oba spola,255609.91
2055,_%,15-49,Oba spola,638614.77
2055,_%,15-64,Oba spola,1042604.93
2055,_%,65+,Oba spola,858716.24
2055,_%,75+,Oba spola,495291.75
2055,_%,85+,Oba spola,185804.72
2055,_%,100+,Oba spola,5248.42
2055,_%,0-14,Oba spola,10.46
2055,_%,0-18,Oba spola,13.67
2055,_%,15-29,Oba spola,12.04
2055,_%,15-49,Oba spola,30.08
2055,_%,15-64,Oba spola,49.1
2055,_%,65+,Oba spola,40.44
2055,_%,75+,Oba spola,23.33
2055,_%,85+,Oba spola,8.75
2055,_%,100+,Oba spola,0.25
2060,Broj,0-4,Oba spola,1935400.33
2060,Broj,5-9,Oba spola,61553.67
2060,Broj,10-14,Oba spola,66759.13
2060,Broj,15-19,Oba spola,72642.52
2060,Broj,20-24,Oba spola,77551.04
2060,Broj,25-29,Oba spola,76336.43
2060,Broj,30-34,Oba spola,74585.31
2060,Broj,35-39,Oba spola,77549.33
2060,Broj,40-44,Oba spola,82943.6
2060,Broj,45-49,Oba spola,87649.69
2060,Broj,50-54,Oba spola,93699.44
2060,Broj,55-59,Oba spola,104160.04
2060,Broj,60-64,Oba spola,108725.98
2060,Broj,65-69,Oba spola,136471.03
2060,Broj,70-74,Oba spola,150376.2
2060,Broj,75-79,Oba spola,167059.03
2060,Broj,80-84,Oba spola,165104.19
2060,Broj,85-89,Oba spola,140113.55
2060,Broj,90-94,Oba spola,101142.95
2060,Broj,95-99,Oba spola,58310.55
2060,Broj,100-104,Oba spola,25662.47
2060,Broj,105-109,Oba spola,6262.16
2060,Broj,110-114,Oba spola,713.62
2060,Broj,115-119,Oba spola,28.05
2060,Broj,120+,Oba spola,0.35
2060,Broj,120+,Oba spola,0.0
2060,_%,Total,Oba spola,100.0
2060,_%,0-4,Oba spola,3.18
2060,_%,5-9,Oba spola,3.45
2060,_%,10-14,Oba spola,3.75
2060,_%,15-19,Oba spola,4.01
2060,_%,20-24,Oba spola,3.94
2060,_%,25-29,Oba spola,3.85
2060,_%,30-34,Oba spola,4.01
2060,_%,35-39,Oba spola,4.29
2060,_%,40-44,Oba spola,4.53
2060,_%,45-49,Oba spola,4.84
2060,_%,50-54,Oba spola,5.38
2060,_%,55-59,Oba spola,5.62
2060,_%,60-64,Oba spola,7.05
2060,_%,65-69,Oba spola,7.77
2060,_%,70-74,Oba spola,8.63
2060,_%,75-79,Oba spola,8.53
2060,_%,80-84,Oba spola,7.24
