Year,UNIT_MEASURE,SEX,AGE,Value
1981,NUMBER,_T,58,29938
1981,NUMBER,_T,59,24809
1981,NUMBER,_T,60,28495
1981,NUMBER,_T,61,24597
1981,NUMBER,_T,62,13866
1981,NUMBER,_T,63,11860
1981,NUMBER,_T,64,10839
1981,NUMBER,_T,65,14108
1981,NUMBER,_T,66,21522
1981,NUMBER,_T,67,19181
1981,NUMBER,_T,68,20595
1981,NUMBER,_T,69,16691
1981,NUMBER,_T,70,20293
1981,NUMBER,_T,71,16267
1981,NUMBER,_T,72,13683
1981,NUMBER,_T,73,14215
1981,NUMBER,_T,74,13034
1981,NUMBER,_T,75,12425
1981,NUMBER,_T,76,10471
1981,NUMBER,_T,77,8492
1981,NUMBER,_T,78,7556
1981,NUMBER,_T,79,5602
1981,NUMBER,_T,80,11337
1981,NUMBER,_T,81,4313
1981,NUMBER,_T,82,3108
1981,NUMBER,_T,83,2576
1981,NUMBER,_T,84,2235
1981,NUMBER,_T,85,2047
1981,NUMBER,_T,86,1471
1981,NUMBER,_T,87,1161
1981,NUMBER,_T,88,1460
1981,NUMBER,_T,89,742
1981,NUMBER,_T,90,909
1981,NUMBER,_T,91,475
1981,NUMBER,_T,92,527
1981,NUMBER,_T,93,334
1981,NUMBER,_T,94,363
1981,NUMBER,_T,95,300
1981,NUMBER,_T,96,219
1981,NUMBER,_T,97,195
1981,NUMBER,_T,98,183
1981,NUMBER,_T,99,103
1981,NUMBER,_T,100,106
1981,NUMBER,_T,101,0
1981,NUMBER,_T,102,0
1981,NUMBER,_T,103,0
1981,NUMBER,_T,104,0
1981,NUMBER,_T,105,0
1981,NUMBER,_T,106,0
1981,NUMBER,_T,107,0
1981,NUMBER,_T,108,0
1981,NUMBER,_T,109,0
1981,NUMBER,_T,110,0
1981,NUMBER,_T,111,0
1981,NUMBER,_T,112,0
1981,NUMBER,_T,113,0
1981,NUMBER,_T,114,0
1981,NUMBER,_T,115,0
1981,NUMBER,_T,116,0
1981,NUMBER,_T,117,0
1981,NUMBER,_T,118,0
1981,NUMBER,_T,119,0
1981,NUMBER,_T,120,0
1981,NUMBER,_T,Unknown,5666
1981,NUMBER,_T,Total,3941316
1991,NUMBER,_T,0,62844
1991,NUMBER,_T,1,63482
1991,NUMBER,_T,2,64263
1991,NUMBER,_T,3,66490
1991,NUMBER,_T,4,65409
1991,NUMBER,_T,5,66820
1991,NUMBER,_T,6,67400
1991,NUMBER,_T,7,67606
1991,NUMBER,_T,8,67996
1991,NUMBER,_T,9,67288
1991,NUMBER,_T,10,67020
1991,NUMBER,_T,11,67029
1991,NUMBER,_T,12,65604
1991,NUMBER,_T,13,66900
1991,NUMBER,_T,14,68184
1991,NUMBER,_T,15,68565
1991,NUMBER,_T,16,67490
1991,NUMBER,_T,17,67137
1991,NUMBER,_T,18,69170
1991,NUMBER,_T,19,70167
1991,NUMBER,_T,20,65291
1991,NUMBER,_T,21,67179
1991,NUMBER,_T,22,66881
1991,NUMBER,_T,23,69027
1991,NUMBER,_T,24,70680
1991,NUMBER,_T,25,70898
1991,NUMBER,_T,26,69164
1991,NUMBER,_T,27,69353
1991,NUMBER,_T,28,70092
1991,NUMBER,_T,29,71862
1991,NUMBER,_T,30,71702
1991,NUMBER,_T,31,68913
1991,NUMBER,_T,32,70992
1991,NUMBER,_T,33,65886
1991,NUMBER,_T,34,65769
1991,NUMBER,_T,35,64904
1991,NUMBER,_T,36,68679
1991,NUMBER,_T,37,60518
1991,NUMBER,_T,38,66180
1991,NUMBER,_T,39,50627
1991,NUMBER,_T,40,54989
1991,NUMBER,_T,41,54080
1991,NUMBER,_T,42,47761
1991,NUMBER,_T,43,44484
1991,NUMBER,_T,44,47685
1991,NUMBER,_T,45,34566
1991,NUMBER,_T,46,34330
1991,NUMBER,_T,47,35315
1991,NUMBER,_T,48,37144
1991,NUMBER,_T,49,42966
1991,NUMBER,_T,50,47496
1991,NUMBER,_T,51,49238
1991,NUMBER,_T,52,47272
1991,NUMBER,_T,53,49628
1991,NUMBER,_T,54,49149
1991,NUMBER,_T,55,49502
1991,NUMBER,_T,56,48937
1991,NUMBER,_T,57,47310
1991,NUMBER,_T,58,44742
1991,NUMBER,_T,59,42557
1991,NUMBER,_T,60,44157
1991,NUMBER,_T,61,42001
1991,NUMBER,_T,62,40853
1991,NUMBER,_T,63,36630
1991,NUMBER,_T,64,32878
1991,NUMBER,_T,65,29739
1991,NUMBER,_T,66,26525
1991,NUMBER,_T,67,24528
1991,NUMBER,_T,68,23225
1991,NUMBER,_T,69,20157
1991,NUMBER,_T,70,20604
1991,NUMBER,_T,71,18037
1991,NUMBER,_T,72,9370
1991,NUMBER,_T,73,7833
1991,NUMBER,_T,74,6855
1991,NUMBER,_T,75,8380
1991,NUMBER,_T,76,12499
1991,NUMBER,_T,77,10635
1991,NUMBER,_T,78,10578
1991,NUMBER,_T,79,8577
1991,NUMBER,_T,80,8905
1991,NUMBER,_T,81,7090
1991,NUMBER,_T,82,5437
1991,NUMBER,_T,83,5124
1991,NUMBER,_T,84,4203
1991,NUMBER,_T,85,3599
1991,NUMBER,_T,86,2920
1991,NUMBER,_T,87,2136
1991,NUMBER,_T,88,1701
1991,NUMBER,_T,89,1168
1991,NUMBER,_T,90,1395
1991,NUMBER,_T,91,656
1991,NUMBER,_T,92,385
1991,NUMBER,_T,93,271
1991,NUMBER,_T,94,179
1991,NUMBER,_T,95,149
1991,NUMBER,_T,96,105
1991,NUMBER,_T,97,76
1991,NUMBER,_T,98,67
1991,NUMBER,_T,99,38
1991,NUMBER,_T,100,41
1991,NUMBER,_T,101,24
1991,NUMBER,_T,102,11
1991,NUMBER,_T,103,17
1991,NUMBER,_T,104,6
1991,NUMBER,_T,105,7
1991,NUMBER,_T,106,3
1991,NUMBER,_T,107,4
1991,NUMBER,_T,108,3
1991,NUMBER,_T,109,2
1991,NUMBER,_T,110,3
1991,NUMBER,_T,111,3
1991,NUMBER,_T,112,2
1991,NUMBER,_T,113,3
1991,NUMBER,_T,114,2
1991,NUMBER,_T,115,3
1991,NUMBER,_T,116,1
1991,NUMBER,_T,117,0
1991,NUMBER,_T,118,0
1991,NUMBER,_T,119,0
1991,NUMBER,_T,120,0
1991,NUMBER,_T,Unknown,70227
1991,NUMBER,_T,Total,4140639
2013,NUMBER,_T,0,32986
2013,NUMBER,_T,1,34294
2013,NUMBER,_T,2,34389
2013,NUMBER,_T,3,35874
2013,NUMBER,_T,4,36521
2013,NUMBER,_T,5,36166
2013,NUMBER,_T,6,34919
2013,NUMBER,_T,7,34943
2013,NUMBER,_T,8,35451
2013,NUMBER,_T,9,35501
2013,NUMBER,_T,10,36453
2013,NUMBER,_T,11,36775
2013,NUMBER,_T,12,38596
2013,NUMBER,_T,13,39456
2013,NUMBER,_T,14,41395
2013,NUMBER,_T,15,45564
2013,NUMBER,_T,16,52015
2013,NUMBER,_T,17,51403
2013,NUMBER,_T,18,50311
2013,NUMBER,_T,19,43449
2013,NUMBER,_T,20,38825
2013,NUMBER,_T,21,44354
2013,NUMBER,_T,22,48403
2013,NUMBER,_T,23,48196
2013,NUMBER,_T,24,48278
2013,NUMBER,_T,25,50133
2013,NUMBER,_T,26,49678
2013,NUMBER,_T,27,49795
2013,NUMBER,_T,28,50446
2013,NUMBER,_T,29,52266
2013,NUMBER,_T,30,50734
2013,NUMBER,_T,31,50911
2013,NUMBER,_T,32,50977
2013,NUMBER,_T,33,50333
2013,NUMBER,_T,34,49678
2013,NUMBER,_T,35,49788
2013,NUMBER,_T,36,49919
2013,NUMBER,_T,37,51327
2013,NUMBER,_T,38,49496
2013,NUMBER,_T,39,48736
2013,NUMBER,_T,40,48218
2013,NUMBER,_T,41,49740
2013,NUMBER,_T,42,48136
2013,NUMBER,_T,43,46015
2013,NUMBER,_T,44,49029
2013,NUMBER,_T,45,49671
2013,NUMBER,_T,46,51673
2013,NUMBER,_T,47,52770
2013,NUMBER,_T,48,53700
2013,NUMBER,_T,49,53114
2013,NUMBER,_T,50,53786
2013,NUMBER,_T,51,56129
2013,NUMBER,_T,52,55588
2013,NUMBER,_T,53,55076
2013,NUMBER,_T,54,55996
2013,NUMBER,_T,55,52589
2013,NUMBER,_T,56,50347
2013,NUMBER,_T,57,51932
2013,NUMBER,_T,58,52746
2013,NUMBER,_T,59,50923
2013,NUMBER,_T,60,50837
2013,NUMBER,_T,61,46677
2013,NUMBER,_T,62,42331
2013,NUMBER,_T,63,42570
2013,NUMBER,_T,64,40836
2013,NUMBER,_T,65,35793
2013,NUMBER,_T,66,37788
2013,NUMBER,_T,67,29180
2013,NUMBER,_T,68,25744
2013,NUMBER,_T,69,25064
2013,NUMBER,_T,70,25058
2013,NUMBER,_T,71,26990
2013,NUMBER,_T,72,29327
2013,NUMBER,_T,73,30776
2013,NUMBER,_T,74,28304
2013,NUMBER,_T,75,27309
2013,NUMBER,_T,76,25413
2013,NUMBER,_T,77,23950
2013,NUMBER,_T,78,21232
2013,NUMBER,_T,79,19363
2013,NUMBER,_T,80,16231
2013,NUMBER,_T,81,14741
2013,NUMBER,_T,82,12059
2013,NUMBER,_T,83,10999
2013,NUMBER,_T,84,8606
2013,NUMBER,_T,85,7600
2013,NUMBER,_T,86,5358
2013,NUMBER,_T,87,4159
2013,NUMBER,_T,88,3055
2013,NUMBER,_T,89,2350
2013,NUMBER,_T,90,1745
2013,NUMBER,_T,91,1230
2013,NUMBER,_T,92,825
2013,NUMBER,_T,93,724
2013,NUMBER,_T,94,338
2013,NUMBER,_T,95,149
2013,NUMBER,_T,96,119
2013,NUMBER,_T,97,66
2013,NUMBER,_T,98,92
2013,NUMBER,_T,99,58
2013,NUMBER,_T,100,38
2013,NUMBER,_T,101,24
2013,NUMBER,_T,102,28
2013,NUMBER,_T,103,12
2013,NUMBER,_T,104,6
2013,NUMBER,_T,105,9
2013,NUMBER,_T,106,9
2013,NUMBER,_T,107,8
2013,NUMBER,_T,108,4
2013,NUMBER,_T,109,4
2013,NUMBER,_T,110,5
2013,NUMBER,_T,111,3
2013,NUMBER,_T,112,20
2013,NUMBER,_T,113,31
2013,NUMBER,_T,114,0
2013,NUMBER,_T,115,0
2013,NUMBER,_T,116,0
2013,NUMBER,_T,117,0
2013,NUMBER,_T,118,0
2013,NUMBER,_T,119,0
2013,NUMBER,_T,120,0
2013,NUMBER,_T,Unknown,0
2013,NUMBER,_T,Total,3531159
1971,NUMBER,M,0,39855
1971,NUMBER,M,1,40140
1971,NUMBER,M,2,40345
1971,NUMBER,M,3,42514
1971,NUMBER,M,4,44275
1971,NUMBER,M,5,44853
1971,NUMBER,M,6,44602
1971,NUMBER,M,7,45387
1971,NUMBER,M,8,45063
1971,NUMBER,M,9,45821
1971,NUMBER,M,10,46696
1971,NUMBER,M,11,44938
1971,NUMBER,M,12,46389
1971,NUMBER,M,13,43294
1971,NUMBER,M,14,43749
1971,NUMBER,M,15,43702
1971,NUMBER,M,16,46056
1971,NUMBER,M,17,41463
1971,NUMBER,M,18,43651
1971,NUMBER,M,19,34343
1971,NUMBER,M,20,37872
1971,NUMBER,M,21,35178
1971,NUMBER,M,22,31105
1971,NUMBER,M,23,28805
1971,NUMBER,M,24,29113
1971,NUMBER,M,25,21479
1971,NUMBER,M,26,20768
1971,NUMBER,M,27,20683
1971,NUMBER,M,28,21739
1971,NUMBER,M,29,25055
1971,NUMBER,M,30,27209
1971,NUMBER,M,31,28265
1971,NUMBER,M,32,27411
1971,NUMBER,M,33,29128
1971,NUMBER,M,34,28939
1971,NUMBER,M,35,29324
1971,NUMBER,M,36,28795
1971,NUMBER,M,37,28014
1971,NUMBER,M,38,26985
1971,NUMBER,M,39,25917
1971,NUMBER,M,40,26833
1971,NUMBER,M,41,25872
1971,NUMBER,M,42,25694
1971,NUMBER,M,43,21742
1971,NUMBER,M,44,18640
1971,NUMBER,M,45,16598
1971,NUMBER,M,46,14941
1971,NUMBER,M,47,13862
1971,NUMBER,M,48,12951
1971,NUMBER,M,49,11665
1971,NUMBER,M,50,12359
1971,NUMBER,M,51,11862
1971,NUMBER,M,52,6178
1971,NUMBER,M,53,5402
1971,NUMBER,M,54,5268
1971,NUMBER,M,55,6888
1971,NUMBER,M,56,10612
1971,NUMBER,M,57,10436
1971,NUMBER,M,58,11002
1971,NUMBER,M,59,9890
1971,NUMBER,M,60,11575
1971,NUMBER,M,61,11193
1971,NUMBER,M,62,9774
1971,NUMBER,M,63,10562
1971,NUMBER,M,64,9983
1971,NUMBER,M,65,9043
1971,NUMBER,M,66,8630
1971,NUMBER,M,67,7437
1971,NUMBER,M,68,6961
1971,NUMBER,M,69,5519
1971,NUMBER,M,70,8199
1971,NUMBER,M,71,5243
1971,NUMBER,M,72,3603
1971,NUMBER,M,73,3350
1971,NUMBER,M,74,2741
1971,NUMBER,M,75,2471
1971,NUMBER,M,76,2143
1971,NUMBER,M,77,1806
1971,NUMBER,M,78,1858
1971,NUMBER,M,79,1224
1971,NUMBER,M,80,1214
1971,NUMBER,M,81,892
1971,NUMBER,M,82,1006
1971,NUMBER,M,83,682
1971,NUMBER,M,84,506
1971,NUMBER,M,85,504
1971,NUMBER,M,86,404
1971,NUMBER,M,87,278
1971,NUMBER,M,88,253
1971,NUMBER,M,89,197
1971,NUMBER,M,90,211
1971,NUMBER,M,91,129
1971,NUMBER,M,92,77
1971,NUMBER,M,93,74
1971,NUMBER,M,94,64
1971,NUMBER,M,95,43
1971,NUMBER,M,96,34
1971,NUMBER,M,97,37
1971,NUMBER,M,98,33
1971,NUMBER,M,99,11
1971,NUMBER,M,100,15
1971,NUMBER,M,101,0
1971,NUMBER,M,102,0
1971,NUMBER,M,103,0
1971,NUMBER,M,104,0
1971,NUMBER,M,105,0
1971,NUMBER,M,106,0
1971,NUMBER,M,107,0
1971,NUMBER,M,108,0
1971,NUMBER,M,109,0
1971,NUMBER,M,110,0
1971,NUMBER,M,111,0
1971,NUMBER,M,112,0
1971,NUMBER,M,113,0
1971,NUMBER,M,114,0
1971,NUMBER,M,115,0
1971,NUMBER,M,116,0
1971,NUMBER,M,117,0
1971,NUMBER,M,118,0
1971,NUMBER,M,119,0
1971,NUMBER,M,120,0
1971,NUMBER,M,Unknown,7006
1971,NUMBER,M,Total,1834600
1981,NUMBER,M,0,36601
1981,NUMBER,M,1,35731
1981,NUMBER,M,2,34457
1981,NUMBER,M,3,35075
1981,NUMBER,M,4,36166
1981,NUMBER,M,5,36782
1981,NUMBER,M,6,36370
1981,NUMBER,M,7,36359
1981,NUMBER,M,8,37880
1981,NUMBER,M,9,38334
1981,NUMBER,M,10,36650
1981,NUMBER,M,11,38700
1981,NUMBER,M,12,39445
1981,NUMBER,M,13,41035
1981,NUMBER,M,14,42892
1981,NUMBER,M,15,43763
1981,NUMBER,M,16,43345
1981,NUMBER,M,17,44354
1981,NUMBER,M,18,44226
1981,NUMBER,M,19,45087
1981,NUMBER,M,20,45362
1981,NUMBER,M,21,42076
1981,NUMBER,M,22,42161
1981,NUMBER,M,23,38241
1981,NUMBER,M,24,37745
1981,NUMBER,M,25,36794
1981,NUMBER,M,26,38345
1981,NUMBER,M,27,33791
1981,NUMBER,M,28,35120
1981,NUMBER,M,29,26356
1981,NUMBER,M,30,28535
1981,NUMBER,M,31,27225
1981,NUMBER,M,32,23897
1981,NUMBER,M,33,22296
1981,NUMBER,M,34,23753
1981,NUMBER,M,35,17364
1981,NUMBER,M,36,16892
1981,NUMBER,M,37,17210
1981,NUMBER,M,38,18470
1981,NUMBER,M,39,21455
1981,NUMBER,M,40,23725
1981,NUMBER,M,41,24614
1981,NUMBER,M,42,23891
1981,NUMBER,M,43,25278
1981,NUMBER,M,44,25675
1981,NUMBER,M,45,25979
1981,NUMBER,M,46,25687
1981,NUMBER,M,47,24732
1981,NUMBER,M,48,23989
1981,NUMBER,M,49,22940
1981,NUMBER,M,50,24081
1981,NUMBER,M,51,23115
1981,NUMBER,M,52,23325
1981,NUMBER,M,53,19890
1981,NUMBER,M,54,16828
1981,NUMBER,M,55,14997
1981,NUMBER,M,56,13348
1981,NUMBER,M,57,12332
1981,NUMBER,M,58,11517
1981,NUMBER,M,59,10288
1981,NUMBER,M,60,10841
1981,NUMBER,M,61,10181
1981,NUMBER,M,62,5076
1981,NUMBER,M,63,4585
1981,NUMBER,M,64,4351
1981,NUMBER,M,65,5558
1981,NUMBER,M,66,8522
1981,NUMBER,M,67,8138
1981,NUMBER,M,68,8302
1981,NUMBER,M,69,7310
1981,NUMBER,M,70,8162
1981,NUMBER,M,71,7654
1981,NUMBER,M,72,6266
1981,NUMBER,M,73,6610
1981,NUMBER,M,74,6008
1981,NUMBER,M,75,5281
1981,NUMBER,M,76,4722
1981,NUMBER,M,77,3667
1981,NUMBER,M,78,3343
1981,NUMBER,M,79,2386
1981,NUMBER,M,80,4385
1981,NUMBER,M,81,1862
1981,NUMBER,M,82,1290
1981,NUMBER,M,83,1045
1981,NUMBER,M,84,864
1981,NUMBER,M,85,731
1981,NUMBER,M,86,518
1981,NUMBER,M,87,429
1981,NUMBER,M,88,504
1981,NUMBER,M,89,253
1981,NUMBER,M,90,255
1981,NUMBER,M,91,140
1981,NUMBER,M,92,175
1981,NUMBER,M,93,128
1981,NUMBER,M,94,112
1981,NUMBER,M,95,99
1981,NUMBER,M,96,74
1981,NUMBER,M,97,72
1981,NUMBER,M,98,53
1981,NUMBER,M,99,22
1981,NUMBER,M,100,25
1981,NUMBER,M,101,0
1981,NUMBER,M,102,0
1981,NUMBER,M,103,0
1981,NUMBER,M,104,0
1981,NUMBER,M,105,0
1981,NUMBER,M,106,0
1981,NUMBER,M,107,0
1981,NUMBER,M,108,0
1981,NUMBER,M,109,0
1981,NUMBER,M,110,0
1981,NUMBER,M,111,0
1981,NUMBER,M,112,0
1981,NUMBER,M,113,0
1981,NUMBER,M,114,0
1981,NUMBER,M,115,0
1981,NUMBER,M,116,0
1981,NUMBER,M,117,0
1981,NUMBER,M,118,0
1981,NUMBER,M,119,0
1981,NUMBER,M,120,0
1981,NUMBER,M,Unknown,2923
1981,NUMBER,M,Total,1935493
1991,NUMBER,M,0,32274
1991,NUMBER,M,1,32468
1991,NUMBER,M,2,32868
1991,NUMBER,M,3,34113
1991,NUMBER,M,4,33657
1991,NUMBER,M,5,34040
1991,NUMBER,M,6,34522
1991,NUMBER,M,7,34638
1991,NUMBER,M,8,34952
1991,NUMBER,M,9,34433
1991,NUMBER,M,10,34268
1991,NUMBER,M,11,34324
1991,NUMBER,M,12,33652
1991,NUMBER,M,13,34356
1991,NUMBER,M,14,34725
1991,NUMBER,M,15,35051
1991,NUMBER,M,16,34644
1991,NUMBER,M,17,34509
1991,NUMBER,M,18,36086
1991,NUMBER,M,19,36609
1991,NUMBER,M,20,34136
1991,NUMBER,M,21,35254
1991,NUMBER,M,22,34945
1991,NUMBER,M,23,35919
1991,NUMBER,M,24,36710
1991,NUMBER,M,25,36796
1991,NUMBER,M,26,35497
1991,NUMBER,M,27,35752
1991,NUMBER,M,28,35888
1991,NUMBER,M,29,36817
1991,NUMBER,M,30,36453
1991,NUMBER,M,31,35099
1991,NUMBER,M,32,36161
1991,NUMBER,M,33,33695
1991,NUMBER,M,34,33544
1991,NUMBER,M,35,33207
1991,NUMBER,M,36,35260
1991,NUMBER,M,37,31059
1991,NUMBER,M,38,33157
1991,NUMBER,M,39,25492
1991,NUMBER,M,40,27188
1991,NUMBER,M,41,26357
1991,NUMBER,M,42,22818
1991,NUMBER,M,43,21125
1991,NUMBER,M,44,22696
1991,NUMBER,M,45,16415
1991,NUMBER,M,46,15996
1991,NUMBER,M,47,16545
1991,NUMBER,M,48,17336
1991,NUMBER,M,49,20005
1991,NUMBER,M,50,22366
1991,NUMBER,M,51,22985
1991,NUMBER,M,52,22073
1991,NUMBER,M,53,23390
1991,NUMBER,M,54,23260
1991,NUMBER,M,55,23457
1991,NUMBER,M,56,23161
1991,NUMBER,M,57,22409
1991,NUMBER,M,58,21197
1991,NUMBER,M,59,20574
1991,NUMBER,M,60,21178
1991,NUMBER,M,61,20078
1991,NUMBER,M,62,19542
1991,NUMBER,M,63,16668
1991,NUMBER,M,64,13925
1991,NUMBER,M,65,11854
1991,NUMBER,M,66,10384
1991,NUMBER,M,67,9513
1991,NUMBER,M,68,8489
1991,NUMBER,M,69,7556
1991,NUMBER,M,70,7330
1991,NUMBER,M,71,6868
1991,NUMBER,M,72,3278
1991,NUMBER,M,73,2779
1991,NUMBER,M,74,2530
1991,NUMBER,M,75,3042
1991,NUMBER,M,76,4594
1991,NUMBER,M,77,4065
1991,NUMBER,M,78,3921
1991,NUMBER,M,79,3454
1991,NUMBER,M,80,3395
1991,NUMBER,M,81,3035
1991,NUMBER,M,82,2295
1991,NUMBER,M,83,2148
1991,NUMBER,M,84,1741
1991,NUMBER,M,85,1384
1991,NUMBER,M,86,1126
1991,NUMBER,M,87,777
1991,NUMBER,M,88,655
1991,NUMBER,M,89,425
1991,NUMBER,M,90,430
1991,NUMBER,M,91,239
1991,NUMBER,M,92,122
1991,NUMBER,M,93,84
1991,NUMBER,M,94,52
1991,NUMBER,M,95,35
1991,NUMBER,M,96,29
1991,NUMBER,M,97,11
1991,NUMBER,M,98,22
1991,NUMBER,M,99,9
1991,NUMBER,M,100,4
1991,NUMBER,M,101,5
1991,NUMBER,M,102,1
1991,NUMBER,M,103,3
1991,NUMBER,M,104,1
1991,NUMBER,M,105,2
1991,NUMBER,M,106,0
1991,NUMBER,M,107,2
1991,NUMBER,M,108,2
1991,NUMBER,M,109,1
1991,NUMBER,M,110,0
1991,NUMBER,M,111,1
1991,NUMBER,M,112,1
1991,NUMBER,M,113,2
1991,NUMBER,M,114,0
