Year,UNIT_MEASURE,Године,Пол,Value
2060,_%,70-74,Мушкарци,8.42
2060,_%,75-79,Мушкарци,8.29
2060,_%,80-84,Мушкарци,6.95
2060,_%,85-89,Мушкарци,4.9
2060,_%,90-94,Мушкарци,2.76
2060,_%,95-99,Мушкарци,1.19
2060,_%,100-104,Мушкарци,0.29
2060,_%,105-109,Мушкарци,0.03
2060,_%,110-114,Мушкарци,0.0
2060,_%,115-119,Мушкарци,0.0
2060,_%,120+,Мушкарци,0.0
2065,Број,0-4,Мушкарци,790550.01
2065,Број,5-9,Мушкарци,28373.21
2065,Број,10-14,Мушкарци,30759.55
2065,Број,15-19,Мушкарци,33479.79
2065,Број,20-24,Мушкарци,35612.66
2065,Број,25-29,Мушкарци,34322.06
2065,Број,30-34,Мушкарци,32112.1
2065,Број,35-39,Мушкарци,31921.72
2065,Број,40-44,Мушкарци,33318.11
2065,Број,45-49,Мушкарци,35378.22
2065,Број,50-54,Мушкарци,37515.32
2065,Број,55-59,Мушкарци,39988.32
2065,Број,60-64,Мушкарци,44579.06
2065,Број,65-69,Мушкарци,47093.34
2065,Број,70-74,Мушкарци,57348.82
2065,Број,75-79,Мушкарци,61497.82
2065,Број,80-84,Мушкарци,64840.95
2065,Број,85-89,Мушкарци,58950.55
2065,Број,90-94,Мушкарци,43636.06
2065,Број,95-99,Мушкарци,25492.98
2065,Број,100-104,Мушкарци,10789.42
2065,Број,105-109,Мушкарци,3102.79
2065,Број,110-114,Мушкарци,416.16
2065,Број,115-119,Мушкарци,20.62
2065,Број,120+,Мушкарци,0.36
2065,Број,120+,Мушкарци,0.0
2065,_%,Total,Мушкарци,100.0
2065,_%,0-4,Мушкарци,3.59
2065,_%,5-9,Мушкарци,3.89
2065,_%,10-14,Мушкарци,4.24
2065,_%,15-19,Мушкарци,4.5
2065,_%,20-24,Мушкарци,4.34
2065,_%,25-29,Мушкарци,4.06
2065,_%,30-34,Мушкарци,4.04
2065,_%,35-39,Мушкарци,4.21
2065,_%,40-44,Мушкарци,4.48
2065,_%,45-49,Мушкарци,4.75
2065,_%,50-54,Мушкарци,5.06
2065,_%,55-59,Мушкарци,5.64
2065,_%,60-64,Мушкарци,5.96
2065,_%,65-69,Мушкарци,7.25
2065,_%,70-74,Мушкарци,7.78
2065,_%,75-79,Мушкарци,8.2
2065,_%,80-84,Мушкарци,7.46
2065,_%,85-89,Мушкарци,5.52
2065,_%,90-94,Мушкарци,3.22
2065,_%,95-99,Мушкарци,1.36
2065,_%,100-104,Мушкарци,0.39
2065,_%,105-109,Мушкарци,0.05
2065,_%,110-114,Мушкарци,0.0
2065,_%,115-119,Мушкарци,0.0
2065,_%,120+,Мушкарци,0.0
2070,Број,0-4,Мушкарци,709726.72
2070,Број,5-9,Мушкарци,25551.4
2070,Број,10-14,Мушкарци,27559.85
2070,Број,15-19,Мушкарци,30117.98
2070,Број,20-24,Мушкарци,32227.97
2070,Број,25-29,Мушкарци,31144.07
2070,Број,30-34,Мушкарци,29104.2
2070,Број,35-39,Мушкарци,28521.89
2070,Број,40-44,Мушкарци,29332.93
2070,Број,45-49,Мушкарци,31170.43
2070,Број,50-54,Мушкарци,33682.32
2070,Број,55-59,Мушкарци,36277.89
2070,Број,60-64,Мушкарци,39158.91
2070,Број,65-69,Мушкарци,43938.16
2070,Број,70-74,Мушкарци,45821.0
2070,Број,75-79,Мушкарци,53550.4
2070,Број,80-84,Мушкарци,54396.74
2070,Број,85-89,Мушкарци,53135.57
2070,Број,90-94,Мушкарци,42935.65
2070,Број,95-99,Мушкарци,26497.64
2070,Број,100-104,Мушкарци,11762.27
2070,Број,105-109,Мушкарци,3293.66
2070,Број,110-114,Мушкарци,516.42
2070,Број,115-119,Мушкарци,28.76
2070,Број,120+,Мушкарци,0.59
2070,Број,120+,Мушкарци,0.01
2070,_%,Total,Мушкарци,100.0
2070,_%,0-4,Мушкарци,3.6
2070,_%,5-9,Мушкарци,3.88
2070,_%,10-14,Мушкарци,4.24
2070,_%,15-19,Мушкарци,4.54
2070,_%,20-24,Мушкарци,4.39
2070,_%,25-29,Мушкарци,4.1
2070,_%,30-34,Мушкарци,4.02
2070,_%,35-39,Мушкарци,4.13
2070,_%,40-44,Мушкарци,4.39
2070,_%,45-49,Мушкарци,4.75
2070,_%,50-54,Мушкарци,5.11
2070,_%,55-59,Мушкарци,5.52
2070,_%,60-64,Мушкарци,6.19
2070,_%,65-69,Мушкарци,6.46
2070,_%,70-74,Мушкарци,7.55
2070,_%,75-79,Мушкарци,7.66
2070,_%,80-84,Мушкарци,7.49
2070,_%,85-89,Мушкарци,6.05
2070,_%,90-94,Мушкарци,3.73
2070,_%,95-99,Мушкарци,1.66
2070,_%,100-104,Мушкарци,0.46
2070,_%,105-109,Мушкарци,0.07
2070,_%,110-114,Мушкарци,0.0
2070,_%,115-119,Мушкарци,0.0
2018,Број,Total,Жене,1777770.0
2018,Број,0-4,Жене,71887.0
2018,Број,5-9,Жене,83144.0
2018,Број,10-14,Жене,86236.0
2018,Број,15-19,Жене,92867.0
2018,Број,20-24,Жене,118251.0
2018,Број,25-29,Жене,109922.0
2018,Број,30-34,Жене,122620.0
2018,Број,35-39,Жене,124160.0
2018,Број,40-44,Жене,122646.0
2018,Број,45-49,Жене,118759.0
2018,Број,50-54,Жене,128806.0
2018,Број,55-59,Жене,136494.0
2018,Број,60-64,Жене,129979.0
2018,Број,65-69,Жене,112423.0
2018,Број,70-74,Жене,78187.0
2018,Број,75-79,Жене,65488.0
2018,Број,80-84,Жене,48905.0
2018,Број,85-89,Жене,20820.0
2018,Број,90-94,Жене,5224.0
2018,Број,95-99,Жене,804.0
2018,Број,100-104,Жене,140.0
2018,Број,105-109,Жене,8.0
2018,Број,110-114,Жене,0.0
2018,Број,115-119,Жене,0.0
2018,Број,120+,Жене,0.0
2018,_%,Total,Жене,100.0
2018,_%,0-4,Жене,4.04
2018,_%,5-9,Жене,4.68
2018,_%,10-14,Жене,4.85
2018,_%,15-19,Жене,5.22
2018,_%,20-24,Жене,6.65
2018,_%,25-29,Жене,6.18
2018,_%,30-34,Жене,6.9
2018,_%,35-39,Жене,6.98
2018,_%,40-44,Жене,6.9
2018,_%,45-49,Жене,6.68
2018,_%,50-54,Жене,7.25
2018,_%,55-59,Жене,7.68
2018,_%,60-64,Жене,7.31
2018,_%,65-69,Жене,6.32
2018,_%,70-74,Жене,4.4
2018,_%,75-79,Жене,3.68
2018,_%,80-84,Жене,2.75
2018,_%,85-89,Жене,1.17
2018,_%,90-94,Жене,0.29
2018,_%,95-99,Жене,0.05
2018,_%,100-104,Жене,0.01
2018,_%,105-109,Жене,0.0
2018,_%,110-114,Жене,0.0
2018,_%,115-119,Жене,0.0
2018,_%,120+,Жене,0.0
2020,Број,Total,Жене,1753499.0
2020,Број,0-4,Жене,70677.51
2020,Број,5-9,Жене,76727.98
2020,Број,10-14,Жене,86367.09
2020,Број,15-19,Жене,86940.49
2020,Број,20-24,Жене,105111.8
2020,Број,25-29,Жене,105737.54
2020,Број,30-34,Жене,116789.53
2020,Број,35-39,Жене,122836.31
2020,Број,40-44,Жене,121872.65
2020,Број,45-49,Жене,119959.18
2020,Број,50-54,Жене,121474.77
2020,Број,55-59,Жене,134214.44
2020,Број,60-64,Жене,131678.44
2020,Број,65-69,Жене,118764.45
2020,Број,70-74,Жене,92006.2
2020,Број,75-79,Жене,58447.65
2020,Број,80-84,Жене,51988.82
2020,Број,85-89,Жене,24210.74
2020,Број,90-94,Жене,6647.34
2020,Број,95-99,Жене,930.61
2020,Број,100-104,Жене,107.27
2020,Број,105-109,Жене,7.94
2020,Број,110-114,Жене,0.24
2020,Број,115-119,Жене,0.0
2020,Број,120+,Жене,0.0
2020,_%,Total,Жене,100.0
2020,_%,0-4,Жене,4.03
2020,_%,5-9,Жене,4.38
2020,_%,10-14,Жене,4.93
2020,_%,15-19,Жене,4.96
2020,_%,20-24,Жене,5.99
2020,_%,25-29,Жене,6.03
2020,_%,30-34,Жене,6.66
2020,_%,35-39,Жене,7.01
2020,_%,40-44,Жене,6.95
2020,_%,45-49,Жене,6.84
2020,_%,50-54,Жене,6.93
2020,_%,55-59,Жене,7.65
2020,_%,60-64,Жене,7.51
2020,_%,65-69,Жене,6.77
2020,_%,70-74,Жене,5.25
2020,_%,75-79,Жене,3.33
2020,_%,80-84,Жене,2.96
2020,_%,85-89,Жене,1.38
2020,_%,90-94,Жене,0.38
2020,_%,95-99,Жене,0.05
2020,_%,100-104,Жене,0.01
2020,_%,105-109,Жене,0.0
2020,_%,110-114,Жене,0.0
2020,_%,115-119,Жене,0.0
2020,_%,120+,Жене,0.0
2025,Број,Total,Жене,1687426.36
2025,Број,0-4,Жене,64639.68
2025,Број,5-9,Жене,69210.38
2025,Број,10-14,Жене,75967.02
2025,Број,15-19,Жене,84198.17
2025,Број,20-24,Жене,79313.38
2025,Број,25-29,Жене,93721.04
2025,Број,30-34,Жене,98694.89
2025,Број,35-39,Жене,111838.43
2025,Број,40-44,Жене,118994.62
2025,Број,45-49,Жене,118892.86
2025,Број,50-54,Жене,118111.58
2025,Број,55-59,Жене,119911.28
2025,Број,60-64,Жене,131556.72
2025,Број,65-69,Жене,126557.37
2025,Број,70-74,Жене,109095.38
2025,Број,75-79,Жене,78732.03
2025,Број,80-84,Жене,43905.1
2025,Број,85-89,Жене,31502.82
2025,Број,90-94,Жене,10621.45
2025,Број,95-99,Жене,1815.08
2025,Број,100-104,Жене,139.21
2025,Број,105-109,Жене,7.6
2025,Број,110-114,Жене,0.28
2025,Број,115-119,Жене,0.0
2025,Број,120+,Жене,0.0
2025,_%,Total,Жене,100.0
2025,_%,0-4,Жене,3.83
2025,_%,5-9,Жене,4.1
2025,_%,10-14,Жене,4.5
2025,_%,15-19,Жене,4.99
2025,_%,20-24,Жене,4.7
2025,_%,25-29,Жене,5.55
2025,_%,30-34,Жене,5.85
2025,_%,35-39,Жене,6.63
2025,_%,40-44,Жене,7.05
2025,_%,45-49,Жене,7.05
2025,_%,50-54,Жене,7.0
2025,_%,55-59,Жене,7.11
2025,_%,60-64,Жене,7.8
2025,_%,65-69,Жене,7.5
2025,_%,70-74,Жене,6.47
2025,_%,75-79,Жене,4.67
2025,_%,80-84,Жене,2.6
2025,_%,85-89,Жене,1.87
2025,_%,90-94,Жене,0.63
2025,_%,95-99,Жене,0.11
2025,_%,100-104,Жене,0.01
2025,_%,105-109,Жене,0.0
2025,_%,110-114,Жене,0.0
2025,_%,115-119,Жене,0.0
2025,_%,120+,Жене,0.0
2030,Број,Total,Жене,1612820.3
2030,Број,0-4,Жене,56656.9
2030,Број,5-9,Жене,63262.24
2030,Број,10-14,Жене,68514.2
2030,Број,15-19,Жене,74026.59
2030,Број,20-24,Жене,76651.17
2030,Број,25-29,Жене,71223.84
2030,Број,30-34,Жене,87672.75
2030,Број,35-39,Жене,94702.45
2030,Број,40-44,Жене,108309.42
2030,Број,45-49,Жене,115912.08
2030,Број,50-54,Жене,116903.35
2030,Број,55-59,Жене,116561.35
2030,Број,60-64,Жене,117823.19
2030,Број,65-69,Жене,126699.92
2030,Број,70-74,Жене,116892.58
2030,Број,75-79,Жене,94368.42
2030,Број,80-84,Жене,60773.33
2030,Број,85-89,Жене,27657.69
2030,Број,90-94,Жене,14691.06
2030,Број,95-99,Жене,3189.11
2030,Број,100-104,Жене,316.29
2030,Број,105-109,Жене,12.07
2030,Број,110-114,Жене,0.29
2030,Број,115-119,Жене,0.01
2030,Број,120+,Жене,0.0
2030,_%,Total,Жене,100.0
2030,_%,0-4,Жене,3.51
2030,_%,5-9,Жене,3.92
2030,_%,10-14,Жене,4.25
2030,_%,15-19,Жене,4.59
2030,_%,20-24,Жене,4.75
2030,_%,25-29,Жене,4.42
2030,_%,30-34,Жене,5.44
2030,_%,35-39,Жене,5.87
2030,_%,40-44,Жене,6.72
2030,_%,45-49,Жене,7.19
2030,_%,50-54,Жене,7.25
2030,_%,55-59,Жене,7.23
2030,_%,60-64,Жене,7.31
2030,_%,65-69,Жене,7.86
2030,_%,70-74,Жене,7.25
2030,_%,75-79,Жене,5.85
2030,_%,80-84,Жене,3.77
2030,_%,85-89,Жене,1.71
2030,_%,90-94,Жене,0.91
2030,_%,95-99,Жене,0.2
2030,_%,100-104,Жене,0.02
2030,_%,105-109,Жене,0.0
2030,_%,110-114,Жене,0.0
2030,_%,115-119,Жене,0.0
2030,_%,120+,Жене,0.0
2035,Број,Total,Жене,1529811.5
2035,Број,0-4,Жене,49620.86
2035,Број,5-9,Жене,55509.08
2035,Број,10-14,Жене,62603.47
2035,Број,15-19,Жене,66826.77
2035,Број,20-24,Жене,67347.66
2035,Број,25-29,Жене,68613.7
2035,Број,30-34,Жене,67008.1
2035,Број,35-39,Жене,84219.79
2035,Број,40-44,Жене,91922.98
2035,Број,45-49,Жене,105527.15
2035,Број,50-54,Жене,113883.61
2035,Број,55-59,Жене,115294.49
2035,Број,60-64,Жене,114617.6
2035,Број,65-69,Жене,113883.69
2035,Број,70-74,Жене,117640.19
2035,Број,75-79,Жене,102132.81
2035,Број,80-84,Жене,74182.46
2035,Број,85-89,Жене,39993.41
2035,Број,90-94,Жене,13567.3
2035,Број,95-99,Жене,4769.1
2035,Број,100-104,Жене,615.31
2035,Број,105-109,Жене,31.42
2035,Број,110-114,Жене,0.53
2035,Број,115-119,Жене,0.01
2035,Број,120+,Жене,0.0
2035,_%,Total,Жене,100.0
2035,_%,0-4,Жене,3.24
2035,_%,5-9,Жене,3.63
2035,_%,10-14,Жене,4.09
2035,_%,15-19,Жене,4.37
2035,_%,20-24,Жене,4.4
2035,_%,25-29,Жене,4.49
2035,_%,30-34,Жене,4.38
2035,_%,35-39,Жене,5.51
2035,_%,40-44,Жене,6.01
2035,_%,45-49,Жене,6.9
2035,_%,50-54,Жене,7.44
2035,_%,55-59,Жене,7.54
2035,_%,60-64,Жене,7.49
2035,_%,65-69,Жене,7.44
2035,_%,70-74,Жене,7.69
2035,_%,75-79,Жене,6.68
2035,_%,80-84,Жене,4.85
2035,_%,85-89,Жене,2.61
2035,_%,90-94,Жене,0.89
2035,_%,95-99,Жене,0.31
2035,_%,100-104,Жене,0.04
2035,_%,105-109,Жене,0.0
2035,_%,110-114,Жене,0.0
2035,_%,115-119,Жене,0.0
2035,_%,120+,Жене,0.0
2040,Број,Total,Жене,1439839.01
2040,Број,0-4,Жене,44331.52
2040,Број,5-9,Жене,48663.86
2040,Број,10-14,Жене,54988.17
2040,Број,15-19,Жене,61019.07
2040,Број,20-24,Жене,60883.24
2040,Број,25-29,Жене,60365.69
2040,Број,30-34,Жене,64354.85
2040,Број,35-39,Жене,64698.91
2040,Број,40-44,Жене,81804.91
2040,Број,45-49,Жене,89733.88
2040,Број,50-54,Жене,103723.85
2040,Број,55-59,Жене,112270.32
2040,Број,60-64,Жене,113369.28
2040,Број,65-69,Жене,111033.28
2040,Број,70-74,Жене,106336.61
2040,Број,75-79,Жене,103732.03
2040,Број,80-84,Жене,81617.85
2040,Број,85-89,Жене,50270.69
2040,Број,90-94,Жене,20878.36
2040,Број,95-99,Жене,4691.7
2040,Број,100-104,Жене,1002.46
2040,Број,105-109,Жене,66.95
2040,Број,110-114,Жене,1.5
2040,Број,115-119,Жене,0.01
2040,Број,120+,Жене,0.0
2040,_%,Total,Жене,100.0
2040,_%,0-4,Жене,3.08
2040,_%,5-9,Жене,3.38
2040,_%,10-14,Жене,3.82
2040,_%,15-19,Жене,4.24
2040,_%,20-24,Жене,4.23
2040,_%,25-29,Жене,4.19
2040,_%,30-34,Жене,4.47
2040,_%,35-39,Жене,4.49
2040,_%,40-44,Жене,5.68
2040,_%,45-49,Жене,6.23
2040,_%,50-54,Жене,7.2
2040,_%,55-59,Жене,7.8
2040,_%,60-64,Жене,7.87
2040,_%,65-69,Жене,7.71
2040,_%,70-74,Жене,7.39
2040,_%,75-79,Жене,7.2
2040,_%,80-84,Жене,5.67
2040,_%,85-89,Жене,3.49
2040,_%,90-94,Жене,1.45
2040,_%,95-99,Жене,0.33
2040,_%,100-104,Жене,0.07
2040,_%,105-109,Жене,0.0
2040,_%,110-114,Жене,0.0
2040,_%,115-119,Жене,0.0
2040,_%,120+,Жене,0.0
2045,Број,Total,Жене,1344965.31
2045,Број,0-4,Жене,40308.99
2045,Број,5-9,Жене,43495.85
2045,Број,10-14,Жене,48265.99
2045,Број,15-19,Жене,53648.19
2045,Број,20-24,Жене,55541.74
2045,Број,25-29,Жене,54576.67
2045,Број,30-34,Жене,56720.8
2045,Број,35-39,Жене,62013.76
2045,Број,40-44,Жене,63161.78
2045,Број,45-49,Жене,79931.68
2045,Број,50-54,Жене,88372.51
2045,Број,55-59,Жене,102335.78
2045,Број,60-64,Жене,110429.39
2045,Број,65-69,Жене,109977.84
2045,Број,70-74,Жене,104215.59
2045,Број,75-79,Жене,94632.17
2045,Број,80-84,Жене,84154.83
2045,Број,85-89,Жене,56786.96
2045,Број,90-94,Жене,27381.16
2045,Број,95-99,Жене,7834.02
2045,Број,100-104,Жене,1058.11
2045,Број,105-109,Жене,118.09
2045,Број,110-114,Жене,3.39
2045,Број,115-119,Жене,0.03
2045,Број,120+,Жене,0.0
2045,_%,Total,Жене,100.0
2045,_%,0-4,Жене,3.0
2045,_%,5-9,Жене,3.23
2045,_%,10-14,Жене,3.59
2045,_%,15-19,Жене,3.99
2045,_%,20-24,Жене,4.13
2045,_%,25-29,Жене,4.06
2045,_%,30-34,Жене,4.22
2045,_%,35-39,Жене,4.61
2045,_%,40-44,Жене,4.7
2045,_%,45-49,Жене,5.94
2045,_%,50-54,Жене,6.57
2045,_%,55-59,Жене,7.61
2045,_%,60-64,Жене,8.21
2045,_%,65-69,Жене,8.18
2045,_%,70-74,Жене,7.75
2045,_%,75-79,Жене,7.04
2045,_%,80-84,Жене,6.26
2045,_%,85-89,Жене,4.22
2045,_%,90-94,Жене,2.04
2045,_%,95-99,Жене,0.58
2045,_%,100-104,Жене,0.08
2045,_%,105-109,Жене,0.01
2045,_%,110-114,Жене,0.0
2045,_%,115-119,Жене,0.0
2045,_%,120+,Жене,0.0
2050,Број,Total,Жене,1247900.08
2050,Број,0-4,Жене,36657.91
2050,Број,5-9,Жене,39542.52
2050,Број,10-14,Жене,43160.91
2050,Број,15-19,Жене,47139.04
2050,Број,20-24,Жене,48886.11
2050,Број,25-29,Жене,49772.43
2050,Број,30-34,Жене,51263.86
2050,Број,35-39,Жене,54713.04
2050,Број,40-44,Жене,60437.55
2050,Број,45-49,Жене,61966.54
2050,Број,50-54,Жене,78798.89
2050,Број,55-59,Жене,87373.62
2050,Број,60-64,Жене,100786.78
2050,Број,65-69,Жене,107287.32
2050,Број,70-74,Жене,103626.02
2050,Број,75-79,Жене,93592.97
2050,Број,80-84,Жене,77887.68
2050,Број,85-89,Жене,59946.0
2050,Број,90-94,Жене,32126.24
2050,Број,95-99,Жене,10858.6
2050,Број,100-104,Жене,1936.83
2050,Број,105-109,Жене,132.83
2050,Број,110-114,Жене,6.29
2050,Број,115-119,Жене,0.08
2050,Број,120+,Жене,0.0
2050,_%,Total,Жене,100.0
2050,_%,0-4,Жене,2.94
2050,_%,5-9,Жене,3.17
2050,_%,10-14,Жене,3.46
2050,_%,15-19,Жене,3.78
2050,_%,20-24,Жене,3.92
2050,_%,25-29,Жене,3.99
2050,_%,30-34,Жене,4.11
2050,_%,35-39,Жене,4.38
2050,_%,40-44,Жене,4.84
2050,_%,45-49,Жене,4.97
2050,_%,50-54,Жене,6.31
2050,_%,55-59,Жене,7.0
2050,_%,60-64,Жене,8.08
2050,_%,65-69,Жене,8.6
2050,_%,70-74,Жене,8.3
2050,_%,75-79,Жене,7.5
2050,_%,80-84,Жене,6.24
2050,_%,85-89,Жене,4.8
2050,_%,90-94,Жене,2.57
2050,_%,95-99,Жене,0.87
2050,_%,100-104,Жене,0.16
2050,_%,105-109,Жене,0.01
2050,_%,110-114,Жене,0.0
2050,_%,115-119,Жене,0.0
2050,_%,120+,Жене,0.0
2055,Број,Total,Жене,1151351.32
2055,Број,0-4,Жене,33211.05
2055,Број,5-9,Жене,35951.68
2055,Број,10-14,Жене,39227.14
2055,Број,15-19,Жене,42171.2
2055,Број,20-24,Жене,43003.3
2055,Број,25-29,Жене,43862.08
2055,Број,30-34,Жене,46743.65
2055,Број,35-39,Жене,49448.95
2055,Број,40-44,Жене,53365.61
2055,Број,45-49,Жене,59214.32
2055,Број,50-54,Жене,61318.14
2055,Број,55-59,Жене,77985.02
2055,Број,60-64,Жене,86255.38
2055,Број,65-69,Жене,98112.93
2055,Број,70-74,Жене,101451.69
2055,Број,75-79,Жене,93700.65
2055,Број,80-84,Жене,78148.67
2055,Број,85-89,Жене,56666.08
2055,Број,90-94,Жене,35024.67
2055,Број,95-99,Жене,13368.38
2055,Број,100-104,Жене,2848.11
2055,Број,105-109,Жене,265.1
2055,Број,110-114,Жене,7.36
2055,Број,115-119,Жене,0.15
2055,Број,120+,Жене,0.0
2055,_%,Total,Жене,100.0
2055,_%,0-4,Жене,2.88
2055,_%,5-9,Жене,3.12
2055,_%,10-14,Жене,3.41
2055,_%,15-19,Жене,3.66
2055,_%,20-24,Жене,3.74
2055,_%,25-29,Жене,3.81
2055,_%,30-34,Жене,4.06
2055,_%,35-39,Жене,4.29
2055,_%,40-44,Жене,4.64
2055,_%,45-49,Жене,5.14
2055,_%,50-54,Жене,5.33
2055,_%,55-59,Жене,6.77
2055,_%,60-64,Жене,7.49
2055,_%,65-69,Жене,8.52
2055,_%,70-74,Жене,8.81
2055,_%,75-79,Жене,8.14
2055,_%,80-84,Жене,6.79
2055,_%,85-89,Жене,4.92
2055,_%,90-94,Жене,3.04
2055,_%,95-99,Жене,1.16
2055,_%,100-104,Жене,0.25
2055,_%,105-109,Жене,0.02
2055,_%,110-114,Жене,0.0
2055,_%,115-119,Жене,0.0
2055,_%,120+,Жене,0.0
2060,Број,Total,Жене,1057124.8
2060,Број,0-4,Жене,29883.71
2060,Број,5-9,Жене,32567.29
2060,Број,10-14,Жене,35654.63
2060,Број,15-19,Жене,38319.62
2060,Број,20-24,Жене,38492.35
2060,Број,25-29,Жене,38631.43
2060,Број,30-34,Жене,41237.0
2060,Број,35-39,Жене,45078.16
2060,Број,40-44,Жене,48236.61
2060,Број,45-49,Жене,52329.73
2060,Број,50-54,Жене,58537.31
2060,Број,55-59,Жене,60916.97
2060,Број,60-64,Жене,77079.7
2060,Број,65-69,Жене,84202.12
2060,Број,70-74,Жене,93092.13
2060,Број,75-79,Жене,92307.31
2060,Број,80-84,Жене,79099.1
2060,Број,85-89,Жене,58107.51
2060,Број,90-94,Жене,34065.77
2060,Број,95-99,Жене,15167.82
2060,Број,100-104,Жене,3692.61
2060,Број,105-109,Жене,410.17
2060,Број,110-114,Жене,15.59
2060,Број,115-119,Жене,0.18
2060,Број,120+,Жене,0.0
2060,_%,Total,Жене,100.0
2060,_%,0-4,Жене,2.83
2060,_%,5-9,Жене,3.08
2060,_%,10-14,Жене,3.37
2060,_%,15-19,Жене,3.62
2060,_%,20-24,Жене,3.64
2060,_%,25-29,Жене,3.65
2060,_%,30-34,Жене,3.9
2060,_%,35-39,Жене,4.26
2060,_%,40-44,Жене,4.56
2060,_%,45-49,Жене,4.95
2060,_%,50-54,Жене,5.54
2060,_%,55-59,Жене,5.76
2060,_%,60-64,Жене,7.29
2060,_%,65-69,Жене,7.97
2060,_%,70-74,Жене,8.81
2060,_%,75-79,Жене,8.73
2060,_%,80-84,Жене,7.48
2060,_%,85-89,Жене,5.5
2060,_%,90-94,Жене,3.22
2060,_%,95-99,Жене,1.43
2060,_%,100-104,Жене,0.35
2060,_%,105-109,Жене,0.04
2060,_%,110-114,Жене,0.0
2060,_%,115-119,Жене,0.0
2060,_%,120+,Жене,0.0
2065,Број,Total,Жене,966230.19
2065,Број,0-4,Жене,26774.95
2065,Број,5-9,Жене,29310.58
2065,Број,10-14,Жене,32296.94
2065,Број,15-19,Жене,34824.48
2065,Број,20-24,Жене,34972.34
2065,Број,25-29,Жене,34596.83
2065,Број,30-34,Жене,36361.76
2065,Број,35-39,Жене,39804.99
2065,Број,40-44,Жене,43967.98
2065,Број,45-49,Жене,47309.75
2065,Број,50-54,Жене,51780.51
2065,Број,55-59,Жене,58121.28
2065,Број,60-64,Жене,60456.15
2065,Број,65-69,Жене,75363.93
2065,Број,70-74,Жене,80209.19
2065,Број,75-79,Жене,85191.6
2065,Број,80-84,Жене,78733.19
2065,Број,85-89,Жене,59842.88
2065,Број,90-94,Жене,36053.22
2065,Број,95-99,Жене,15296.92
2065,Број,100-104,Жене,4377.0
2065,Број,105-109,Жене,558.43
2065,Број,110-114,Жене,24.9
2065,Број,115-119,Жене,0.39
2065,Број,120+,Жене,0.0
2065,_%,Total,Жене,100.0
2065,_%,0-4,Жене,2.77
2065,_%,5-9,Жене,3.03
2065,_%,10-14,Жене,3.34
2065,_%,15-19,Жене,3.6
2065,_%,20-24,Жене,3.62
2065,_%,25-29,Жене,3.58
2065,_%,30-34,Жене,3.76
2065,_%,35-39,Жене,4.12
2065,_%,40-44,Жене,4.55
2065,_%,45-49,Жене,4.9
2065,_%,50-54,Жене,5.36
2065,_%,55-59,Жене,6.02
2065,_%,60-64,Жене,6.26
2065,_%,65-69,Жене,7.8
2065,_%,70-74,Жене,8.3
2065,_%,75-79,Жене,8.82
2065,_%,80-84,Жене,8.15
2065,_%,85-89,Жене,6.19
2065,_%,90-94,Жене,3.73
2065,_%,95-99,Жене,1.58
2065,_%,100-104,Жене,0.45
2065,_%,105-109,Жене,0.06
2065,_%,110-114,Жене,0.0
2065,_%,115-119,Жене,0.0
2065,_%,120+,Жене,0.0
2070,Број,Total,Жене,879188.19
2070,Број,0-4,Жене,24113.42
2070,Број,5-9,Жене,26273.04
2070,Број,10-14,Жене,29076.75
2070,Број,15-19,Жене,31546.56
2070,Број,20-24,Жене,31780.47
2070,Број,25-29,Жене,31431.3
2070,Број,30-34,Жене,32581.2
2070,Број,35-39,Жене,35135.92
2070,Број,40-44,Жене,38862.94
2070,Број,45-49,Жене,43127.9
2070,Број,50-54,Жене,46831.98
2070,Број,55-59,Жене,51467.74
2070,Број,60-64,Жене,57677.27
2070,Број,65-69,Жене,59360.94
2070,Број,70-74,Жене,71963.48
2070,Број,75-79,Жене,73853.08
2070,Број,80-84,Жене,73335.96
2070,Број,85-89,Жене,60535.41
2070,Број,90-94,Жене,38056.84
2070,Број,95-99,Жене,16864.48
2070,Број,100-104,Жене,4587.93
2070,Број,105-109,Жене,687.89
2070,Број,110-114,Жене,35.07
2070,Број,115-119,Жене,0.63
2070,Број,120+,Жене,0.01
2070,_%,Total,Жене,100.0
2070,_%,0-4,Жене,2.74
2070,_%,5-9,Жене,2.99
2070,_%,10-14,Жене,3.31
2070,_%,15-19,Жене,3.59
2070,_%,20-24,Жене,3.61
2070,_%,25-29,Жене,3.58
2070,_%,30-34,Жене,3.71
2070,_%,35-39,Жене,4.0
2070,_%,40-44,Жене,4.42
2070,_%,45-49,Жене,4.91
2070,_%,50-54,Жене,5.33
2070,_%,55-59,Жене,5.85
2070,_%,60-64,Жене,6.56
2070,_%,65-69,Жене,6.75
2070,_%,70-74,Жене,8.19
2070,_%,75-79,Жене,8.4
2070,_%,80-84,Жене,8.34
2070,_%,85-89,Жене,6.89
2070,_%,90-94,Жене,4.33
2070,_%,95-99,Жене,1.92
2070,_%,100-104,Жене,0.52
2070,_%,105-109,Жене,0.08
2070,_%,110-114,Жене,0.0
2070,_%,115-119,Жене,0.0
2070,_%,120+,Жене,0.0
