Year,UNIT_MEASURE,Municipality,Spol,Godine,Value
2013,Broj,Kostajnica,Muškarci,45-49,242
2013,Broj,Kostajnica,Žene,45-49,216
2013,Broj,Kotor Varoš,Oba spola,45-49,1512
2013,Broj,Kotor Varoš,Muškarci,45-49,780
2013,Broj,Kotor Varoš,Žene,45-49,732
2013,Broj,Kozarska Dubica,Oba spola,45-49,1681
2013,Broj,Kozarska Dubica,Muškarci,45-49,829
2013,Broj,Kozarska Dubica,Žene,45-49,852
2013,Broj,Kreševo,Oba spola,45-49,391
2013,Broj,Kreševo,Muškarci,45-49,186
2013,Broj,Kreševo,Žene,45-49,205
2013,Broj,Krupa Na Uni,Oba spola,45-49,121
2013,Broj,Krupa Na Uni,Muškarci,45-49,75
2013,Broj,Krupa Na Uni,Žene,45-49,46
2013,Broj,Kupres - FBiH,Oba spola,45-49,458
2013,Broj,Kupres - FBiH,Muškarci,45-49,223
2013,Broj,Kupres - FBiH,Žene,45-49,235
2013,Broj,Kupres - RS,Oba spola,45-49,18
2013,Broj,Kupres - RS,Muškarci,45-49,14
2013,Broj,Kupres - RS,Žene,45-49,4
2013,Broj,Laktaši,Oba spola,45-49,2432
2013,Broj,Laktaši,Muškarci,45-49,1220
2013,Broj,Laktaši,Žene,45-49,1212
2013,Broj,Livno,Oba spola,45-49,2619
2013,Broj,Livno,Muškarci,45-49,1310
2013,Broj,Livno,Žene,45-49,1309
2013,Broj,Lopare,Oba spola,45-49,1237
2013,Broj,Lopare,Muškarci,45-49,678
2013,Broj,Lopare,Žene,45-49,559
2013,Broj,Lukavac,Oba spola,45-49,3542
2013,Broj,Lukavac,Muškarci,45-49,1696
2013,Broj,Lukavac,Žene,45-49,1846
2013,Broj,Ljubinje,Oba spola,45-49,245
2013,Broj,Ljubinje,Muškarci,45-49,124
2013,Broj,Ljubinje,Žene,45-49,121
2013,Broj,Ljubuški,Oba spola,45-49,2046
2013,Broj,Ljubuški,Muškarci,45-49,1090
2013,Broj,Ljubuški,Žene,45-49,956
2013,Broj,Maglaj,Oba spola,45-49,1849
2013,Broj,Maglaj,Muškarci,45-49,935
2013,Broj,Maglaj,Žene,45-49,914
2013,Broj,Milići,Oba spola,45-49,771
2013,Broj,Milići,Muškarci,45-49,370
2013,Broj,Milići,Žene,45-49,401
2013,Broj,Modriča,Oba spola,45-49,1926
2013,Broj,Modriča,Muškarci,45-49,979
2013,Broj,Modriča,Žene,45-49,947
2013,Broj,Mostar,Oba spola,45-49,7497
2013,Broj,Mostar,Muškarci,45-49,3709
2013,Broj,Mostar,Žene,45-49,3788
2013,Broj,Mrkonjić Grad,Oba spola,45-49,1068
2013,Broj,Mrkonjić Grad,Muškarci,45-49,518
2013,Broj,Mrkonjić Grad,Žene,45-49,550
2013,Broj,Neum,Oba spola,45-49,424
2013,Broj,Neum,Muškarci,45-49,210
2013,Broj,Neum,Žene,45-49,214
2013,Broj,Nevesinje,Oba spola,45-49,897
2013,Broj,Nevesinje,Muškarci,45-49,488
2013,Broj,Nevesinje,Žene,45-49,409
2013,Broj,Novi Grad,Oba spola,45-49,2145
2013,Broj,Novi Grad,Muškarci,45-49,1110
2013,Broj,Novi Grad,Žene,45-49,1035
2013,Broj,Sarajevo - Novi Grad,Oba spola,45-49,8130
2013,Broj,Sarajevo - Novi Grad,Muškarci,45-49,3938
2013,Broj,Sarajevo - Novi Grad,Žene,45-49,4192
2013,Broj,Novi Travnik,Oba spola,45-49,1864
2013,Broj,Novi Travnik,Muškarci,45-49,913
2013,Broj,Novi Travnik,Žene,45-49,951
2013,Broj,Novo Goražde,Oba spola,45-49,227
2013,Broj,Novo Goražde,Muškarci,45-49,117
2013,Broj,Novo Goražde,Žene,45-49,110
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,45-49,4490
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,45-49,2007
2013,Broj,Sarajevo - Novo Sarajevo,Žene,45-49,2483
2013,Broj,Odžak,Oba spola,45-49,1758
2013,Broj,Odžak,Muškarci,45-49,926
2013,Broj,Odžak,Žene,45-49,832
2013,Broj,Olovo,Oba spola,45-49,739
2013,Broj,Olovo,Muškarci,45-49,376
2013,Broj,Olovo,Žene,45-49,363
2013,Broj,Orašje,Oba spola,45-49,1844
2013,Broj,Orašje,Muškarci,45-49,1012
2013,Broj,Orašje,Žene,45-49,832
2013,Broj,Osmaci,Oba spola,45-49,460
2013,Broj,Osmaci,Muškarci,45-49,235
2013,Broj,Osmaci,Žene,45-49,225
2013,Broj,Oštra Luka,Oba spola,45-49,190
2013,Broj,Oštra Luka,Muškarci,45-49,117
2013,Broj,Oštra Luka,Žene,45-49,73
2013,Broj,Pale - FBiH,Oba spola,45-49,74
2013,Broj,Pale - FBiH,Muškarci,45-49,42
2013,Broj,Pale - FBiH,Žene,45-49,32
2013,Broj,Pale - RS,Oba spola,45-49,1344
2013,Broj,Pale - RS,Muškarci,45-49,654
2013,Broj,Pale - RS,Žene,45-49,690
2013,Broj,Pelagićevo,Oba spola,45-49,496
2013,Broj,Pelagićevo,Muškarci,45-49,263
2013,Broj,Pelagićevo,Žene,45-49,233
2013,Broj,Petrovac,Oba spola,45-49,24
2013,Broj,Petrovac,Muškarci,45-49,14
2013,Broj,Petrovac,Žene,45-49,10
2013,Broj,Petrovo,Oba spola,45-49,469
2013,Broj,Petrovo,Muškarci,45-49,237
2013,Broj,Petrovo,Žene,45-49,232
2013,Broj,Posušje,Oba spola,45-49,1491
2013,Broj,Posušje,Muškarci,45-49,830
2013,Broj,Posušje,Žene,45-49,661
2013,Broj,Prijedor,Oba spola,45-49,6999
2013,Broj,Prijedor,Muškarci,45-49,3566
2013,Broj,Prijedor,Žene,45-49,3433
2013,Broj,Prnjavor,Oba spola,45-49,2458
2013,Broj,Prnjavor,Muškarci,45-49,1239
2013,Broj,Prnjavor,Žene,45-49,1219
2013,Broj,Prozor,Oba spola,45-49,1057
2013,Broj,Prozor,Muškarci,45-49,567
2013,Broj,Prozor,Žene,45-49,490
2013,Broj,Ravno,Oba spola,45-49,243
2013,Broj,Ravno,Muškarci,45-49,115
2013,Broj,Ravno,Žene,45-49,128
2013,Broj,Ribnik,Oba spola,45-49,394
2013,Broj,Ribnik,Muškarci,45-49,230
2013,Broj,Ribnik,Žene,45-49,164
2013,Broj,Rogatica,Oba spola,45-49,672
2013,Broj,Rogatica,Muškarci,45-49,360
2013,Broj,Rogatica,Žene,45-49,312
2013,Broj,Rudo,Oba spola,45-49,656
2013,Broj,Rudo,Muškarci,45-49,328
2013,Broj,Rudo,Žene,45-49,328
2013,Broj,Sanski Most,Oba spola,45-49,3424
2013,Broj,Sanski Most,Muškarci,45-49,1796
2013,Broj,Sanski Most,Žene,45-49,1628
2013,Broj,Sapna,Oba spola,45-49,817
2013,Broj,Sapna,Muškarci,45-49,440
2013,Broj,Sapna,Žene,45-49,377
2013,Broj,Sokolac,Oba spola,45-49,819
2013,Broj,Sokolac,Muškarci,45-49,405
2013,Broj,Sokolac,Žene,45-49,414
2013,Broj,Srbac,Oba spola,45-49,1204
2013,Broj,Srbac,Muškarci,45-49,620
2013,Broj,Srbac,Žene,45-49,584
2013,Broj,Srebrenica,Oba spola,45-49,1011
2013,Broj,Srebrenica,Muškarci,45-49,498
2013,Broj,Srebrenica,Žene,45-49,513
2013,Broj,Srebrenik,Oba spola,45-49,2944
2013,Broj,Srebrenik,Muškarci,45-49,1409
2013,Broj,Srebrenik,Žene,45-49,1535
2013,Broj,Sarajevo - Stari Grad,Oba spola,45-49,2464
2013,Broj,Sarajevo - Stari Grad,Muškarci,45-49,1153
2013,Broj,Sarajevo - Stari Grad,Žene,45-49,1311
2013,Broj,Stolac,Oba spola,45-49,1162
2013,Broj,Stolac,Muškarci,45-49,625
2013,Broj,Stolac,Žene,45-49,537
2013,Broj,Šamac,Oba spola,45-49,1306
2013,Broj,Šamac,Muškarci,45-49,683
2013,Broj,Šamac,Žene,45-49,623
2013,Broj,Šekovići,Oba spola,45-49,499
2013,Broj,Šekovići,Muškarci,45-49,255
2013,Broj,Šekovići,Žene,45-49,244
2013,Broj,Šipovo,Oba spola,45-49,643
2013,Broj,Šipovo,Muškarci,45-49,340
2013,Broj,Šipovo,Žene,45-49,303
2013,Broj,Široki Brijeg,Oba spola,45-49,2304
2013,Broj,Široki Brijeg,Muškarci,45-49,1160
2013,Broj,Široki Brijeg,Žene,45-49,1144
2013,Broj,Teočak,Oba spola,45-49,532
2013,Broj,Teočak,Muškarci,45-49,262
2013,Broj,Teočak,Žene,45-49,270
2013,Broj,Teslić,Oba spola,45-49,2639
2013,Broj,Teslić,Muškarci,45-49,1275
2013,Broj,Teslić,Žene,45-49,1364
2013,Broj,Tešanj,Oba spola,45-49,3260
2013,Broj,Tešanj,Muškarci,45-49,1592
2013,Broj,Tešanj,Žene,45-49,1668
2013,Broj,Tomislavgrad,Oba spola,45-49,2326
2013,Broj,Tomislavgrad,Muškarci,45-49,1263
2013,Broj,Tomislavgrad,Žene,45-49,1063
2013,Broj,Travnik,Oba spola,45-49,3928
2013,Broj,Travnik,Muškarci,45-49,1966
2013,Broj,Travnik,Žene,45-49,1962
2013,Broj,Trebinje,Oba spola,45-49,2001
2013,Broj,Trebinje,Muškarci,45-49,973
2013,Broj,Trebinje,Žene,45-49,1028
2013,Broj,Trnovo - FBiH,Oba spola,45-49,87
2013,Broj,Trnovo - FBiH,Muškarci,45-49,48
2013,Broj,Trnovo - FBiH,Žene,45-49,39
2013,Broj,Trnovo - RS,Oba spola,45-49,151
2013,Broj,Trnovo - RS,Muškarci,45-49,79
2013,Broj,Trnovo - RS,Žene,45-49,72
2013,Broj,Tuzla,Oba spola,45-49,8386
2013,Broj,Tuzla,Muškarci,45-49,3872
2013,Broj,Tuzla,Žene,45-49,4514
2013,Broj,Ugljevik,Oba spola,45-49,1185
2013,Broj,Ugljevik,Muškarci,45-49,617
2013,Broj,Ugljevik,Žene,45-49,568
2013,Broj,Usora,Oba spola,45-49,669
2013,Broj,Usora,Muškarci,45-49,354
2013,Broj,Usora,Žene,45-49,315
2013,Broj,Vareš,Oba spola,45-49,694
2013,Broj,Vareš,Muškarci,45-49,349
2013,Broj,Vareš,Žene,45-49,345
2013,Broj,Velika Kladuša,Oba spola,45-49,2658
2013,Broj,Velika Kladuša,Muškarci,45-49,1170
2013,Broj,Velika Kladuša,Žene,45-49,1488
2013,Broj,Visoko,Oba spola,45-49,2861
2013,Broj,Visoko,Muškarci,45-49,1386
2013,Broj,Visoko,Žene,45-49,1475
2013,Broj,Višegrad,Oba spola,45-49,741
2013,Broj,Višegrad,Muškarci,45-49,360
2013,Broj,Višegrad,Žene,45-49,381
2013,Broj,Vitez,Oba spola,45-49,2028
2013,Broj,Vitez,Muškarci,45-49,1006
2013,Broj,Vitez,Žene,45-49,1022
2013,Broj,Vlasenica,Oba spola,45-49,810
2013,Broj,Vlasenica,Muškarci,45-49,391
2013,Broj,Vlasenica,Žene,45-49,419
2013,Broj,Sarajevo - Vogošća,Oba spola,45-49,1852
2013,Broj,Sarajevo - Vogošća,Muškarci,45-49,820
2013,Broj,Sarajevo - Vogošća,Žene,45-49,1032
2013,Broj,Vukosavlje,Oba spola,45-49,387
2013,Broj,Vukosavlje,Muškarci,45-49,205
2013,Broj,Vukosavlje,Žene,45-49,182
2013,Broj,Zavidovići,Oba spola,45-49,2761
2013,Broj,Zavidovići,Muškarci,45-49,1367
2013,Broj,Zavidovići,Žene,45-49,1394
2013,Broj,Zenica,Oba spola,45-49,8325
2013,Broj,Zenica,Muškarci,45-49,4040
2013,Broj,Zenica,Žene,45-49,4285
2013,Broj,Zvornik,Oba spola,45-49,4234
2013,Broj,Zvornik,Muškarci,45-49,2153
2013,Broj,Zvornik,Žene,45-49,2081
2013,Broj,Žepče,Oba spola,45-49,2462
2013,Broj,Žepče,Muškarci,45-49,1307
2013,Broj,Žepče,Žene,45-49,1155
2013,Broj,Živinice,Oba spola,45-49,4638
2013,Broj,Živinice,Muškarci,45-49,2318
2013,Broj,Živinice,Žene,45-49,2320
2013,Broj,Banja Luka,Oba spola,50-54,13685
2013,Broj,Banja Luka,Muškarci,50-54,6500
2013,Broj,Banja Luka,Žene,50-54,7185
2013,Broj,Banovići,Oba spola,50-54,1998
2013,Broj,Banovići,Muškarci,50-54,1002
2013,Broj,Banovići,Žene,50-54,996
2013,Broj,Berkovići,Oba spola,50-54,120
2013,Broj,Berkovići,Muškarci,50-54,73
2013,Broj,Berkovići,Žene,50-54,47
2013,Broj,Bihać,Oba spola,50-54,4429
2013,Broj,Bihać,Muškarci,50-54,2151
2013,Broj,Bihać,Žene,50-54,2278
2013,Broj,Bijeljina,Oba spola,50-54,8383
2013,Broj,Bijeljina,Muškarci,50-54,4193
2013,Broj,Bijeljina,Žene,50-54,4190
2013,Broj,Bileća,Oba spola,50-54,825
2013,Broj,Bileća,Muškarci,50-54,439
2013,Broj,Bileća,Žene,50-54,386
2013,Broj,Bosanska Krupa,Oba spola,50-54,1962
2013,Broj,Bosanska Krupa,Muškarci,50-54,956
2013,Broj,Bosanska Krupa,Žene,50-54,1006
2013,Broj,Bosanski Petrovac,Oba spola,50-54,589
2013,Broj,Bosanski Petrovac,Muškarci,50-54,328
2013,Broj,Bosanski Petrovac,Žene,50-54,261
2013,Broj,Bosansko Grahovo,Oba spola,50-54,199
2013,Broj,Bosansko Grahovo,Muškarci,50-54,124
2013,Broj,Bosansko Grahovo,Žene,50-54,75
2013,Broj,Bratunac,Oba spola,50-54,1660
2013,Broj,Bratunac,Muškarci,50-54,796
2013,Broj,Bratunac,Žene,50-54,864
2013,Broj,Brčko,Oba spola,50-54,6573
2013,Broj,Brčko,Muškarci,50-54,3325
2013,Broj,Brčko,Žene,50-54,3248
2013,Broj,Breza,Oba spola,50-54,1277
2013,Broj,Breza,Muškarci,50-54,621
2013,Broj,Breza,Žene,50-54,656
2013,Broj,Brod,Oba spola,50-54,1330
2013,Broj,Brod,Muškarci,50-54,635
2013,Broj,Brod,Žene,50-54,695
2013,Broj,Bugojno,Oba spola,50-54,2387
2013,Broj,Bugojno,Muškarci,50-54,1159
2013,Broj,Bugojno,Žene,50-54,1228
2013,Broj,Busovača,Oba spola,50-54,1463
2013,Broj,Busovača,Muškarci,50-54,724
2013,Broj,Busovača,Žene,50-54,739
2013,Broj,Bužim,Oba spola,50-54,1145
2013,Broj,Bužim,Muškarci,50-54,555
2013,Broj,Bužim,Žene,50-54,590
2013,Broj,Cazin,Oba spola,50-54,4738
2013,Broj,Cazin,Muškarci,50-54,2396
2013,Broj,Cazin,Žene,50-54,2342
2013,Broj,Sarajevo - Centar,Oba spola,50-54,4111
2013,Broj,Sarajevo - Centar,Muškarci,50-54,1842
2013,Broj,Sarajevo - Centar,Žene,50-54,2269
2013,Broj,Čajniče,Oba spola,50-54,409
2013,Broj,Čajniče,Muškarci,50-54,203
2013,Broj,Čajniče,Žene,50-54,206
2013,Broj,Čapljina,Oba spola,50-54,2034
2013,Broj,Čapljina,Muškarci,50-54,1017
2013,Broj,Čapljina,Žene,50-54,1017
2013,Broj,Čelić,Oba spola,50-54,759
2013,Broj,Čelić,Muškarci,50-54,391
2013,Broj,Čelić,Žene,50-54,368
2013,Broj,Čelinac,Oba spola,50-54,1265
2013,Broj,Čelinac,Muškarci,50-54,627
2013,Broj,Čelinac,Žene,50-54,638
2013,Broj,Čitluk,Oba spola,50-54,1377
2013,Broj,Čitluk,Muškarci,50-54,708
2013,Broj,Čitluk,Žene,50-54,669
2013,Broj,Derventa,Oba spola,50-54,2078
2013,Broj,Derventa,Muškarci,50-54,1050
2013,Broj,Derventa,Žene,50-54,1028
2013,Broj,Doboj,Oba spola,50-54,5589
2013,Broj,Doboj,Muškarci,50-54,2676
2013,Broj,Doboj,Žene,50-54,2913
2013,Broj,Doboj-Istok,Oba spola,50-54,800
2013,Broj,Doboj-Istok,Muškarci,50-54,414
2013,Broj,Doboj-Istok,Žene,50-54,386
2013,Broj,Doboj-Jug,Oba spola,50-54,316
2013,Broj,Doboj-Jug,Muškarci,50-54,161
2013,Broj,Doboj-Jug,Žene,50-54,155
2013,Broj,Dobretići,Oba spola,50-54,166
2013,Broj,Dobretići,Muškarci,50-54,97
2013,Broj,Dobretići,Žene,50-54,69
2013,Broj,Domaljevac-Šamac,Oba spola,50-54,361
2013,Broj,Domaljevac-Šamac,Muškarci,50-54,194
2013,Broj,Domaljevac-Šamac,Žene,50-54,167
2013,Broj,Donji Vakuf,Oba spola,50-54,1130
2013,Broj,Donji Vakuf,Muškarci,50-54,520
2013,Broj,Donji Vakuf,Žene,50-54,610
2013,Broj,Donji Žabar,Oba spola,50-54,261
2013,Broj,Donji Žabar,Muškarci,50-54,138
2013,Broj,Donji Žabar,Žene,50-54,123
2013,Broj,Drvar,Oba spola,50-54,503
2013,Broj,Drvar,Muškarci,50-54,262
2013,Broj,Drvar,Žene,50-54,241
2013,Broj,Foča - FBiH,Oba spola,50-54,135
2013,Broj,Foča - FBiH,Muškarci,50-54,79
2013,Broj,Foča - FBiH,Žene,50-54,56
2013,Broj,Foča - RS,Oba spola,50-54,1469
2013,Broj,Foča - RS,Muškarci,50-54,772
2013,Broj,Foča - RS,Žene,50-54,697
2013,Broj,Fojnica,Oba spola,50-54,1085
2013,Broj,Fojnica,Muškarci,50-54,575
2013,Broj,Fojnica,Žene,50-54,510
2013,Broj,Gacko,Oba spola,50-54,776
2013,Broj,Gacko,Muškarci,50-54,400
2013,Broj,Gacko,Žene,50-54,376
2013,Broj,Glamoč,Oba spola,50-54,256
2013,Broj,Glamoč,Muškarci,50-54,148
2013,Broj,Glamoč,Žene,50-54,108
2013,Broj,Goražde,Oba spola,50-54,1715
2013,Broj,Goražde,Muškarci,50-54,821
2013,Broj,Goražde,Žene,50-54,894
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,50-54,1497
2013,Broj,Gornji Vakuf-Uskoplje,Muškarci,50-54,781
2013,Broj,Gornji Vakuf-Uskoplje,Žene,50-54,716
2013,Broj,Gračanica,Oba spola,50-54,3546
2013,Broj,Gračanica,Muškarci,50-54,1633
2013,Broj,Gračanica,Žene,50-54,1913
2013,Broj,Gradačac,Oba spola,50-54,2906
2013,Broj,Gradačac,Muškarci,50-54,1388
2013,Broj,Gradačac,Žene,50-54,1518
2013,Broj,Gradiška,Oba spola,50-54,3780
2013,Broj,Gradiška,Muškarci,50-54,1832
2013,Broj,Gradiška,Žene,50-54,1948
2013,Broj,Grude,Oba spola,50-54,1344
2013,Broj,Grude,Muškarci,50-54,745
2013,Broj,Grude,Žene,50-54,599
2013,Broj,Sarajevo - Hadžići,Oba spola,50-54,1952
2013,Broj,Sarajevo - Hadžići,Muškarci,50-54,941
2013,Broj,Sarajevo - Hadžići,Žene,50-54,1011
2013,Broj,Han Pijesak,Oba spola,50-54,326
2013,Broj,Han Pijesak,Muškarci,50-54,171
2013,Broj,Han Pijesak,Žene,50-54,155
2013,Broj,Sarajevo - Ilidža,Oba spola,50-54,5065
2013,Broj,Sarajevo - Ilidža,Muškarci,50-54,2472
2013,Broj,Sarajevo - Ilidža,Žene,50-54,2593
2013,Broj,Sarajevo - Ilijaš,Oba spola,50-54,1519
2013,Broj,Sarajevo - Ilijaš,Muškarci,50-54,692
2013,Broj,Sarajevo - Ilijaš,Žene,50-54,827
2013,Broj,Istočna Ilidža,Oba spola,50-54,1159
2013,Broj,Istočna Ilidža,Muškarci,50-54,541
2013,Broj,Istočna Ilidža,Žene,50-54,618
2013,Broj,Istočni Drvar,Oba spola,50-54,10
2013,Broj,Istočni Drvar,Muškarci,50-54,9
2013,Broj,Istočni Drvar,Žene,50-54,1
2013,Broj,Istočni Mostar,Oba spola,50-54,15
2013,Broj,Istočni Mostar,Muškarci,50-54,8
2013,Broj,Istočni Mostar,Žene,50-54,7
2013,Broj,Istočni Stari Grad,Oba spola,50-54,97
2013,Broj,Istočni Stari Grad,Muškarci,50-54,47
2013,Broj,Istočni Stari Grad,Žene,50-54,50
2013,Broj,Istočno Novo Sarajevo,Oba spola,50-54,756
2013,Broj,Istočno Novo Sarajevo,Muškarci,50-54,332
2013,Broj,Istočno Novo Sarajevo,Žene,50-54,424
2013,Broj,Jablanica,Oba spola,50-54,938
2013,Broj,Jablanica,Muškarci,50-54,458
2013,Broj,Jablanica,Žene,50-54,480
2013,Broj,Jajce,Oba spola,50-54,1976
2013,Broj,Jajce,Muškarci,50-54,999
2013,Broj,Jajce,Žene,50-54,977
2013,Broj,Jezero,Oba spola,50-54,107
2013,Broj,Jezero,Muškarci,50-54,51
2013,Broj,Jezero,Žene,50-54,56
2013,Broj,Kakanj,Oba spola,50-54,3055
2013,Broj,Kakanj,Muškarci,50-54,1527
2013,Broj,Kakanj,Žene,50-54,1528
2013,Broj,Kalesija,Oba spola,50-54,2670
2013,Broj,Kalesija,Muškarci,50-54,1334
2013,Broj,Kalesija,Žene,50-54,1336
2013,Broj,Kalinovik,Oba spola,50-54,180
2013,Broj,Kalinovik,Muškarci,50-54,103
2013,Broj,Kalinovik,Žene,50-54,77
2013,Broj,Kiseljak,Oba spola,50-54,1615
2013,Broj,Kiseljak,Muškarci,50-54,806
2013,Broj,Kiseljak,Žene,50-54,809
2013,Broj,Kladanj,Oba spola,50-54,1001
2013,Broj,Kladanj,Muškarci,50-54,494
2013,Broj,Kladanj,Žene,50-54,507
2013,Broj,Ključ,Oba spola,50-54,1311
2013,Broj,Ključ,Muškarci,50-54,671
2013,Broj,Ključ,Žene,50-54,640
2013,Broj,Kneževo,Oba spola,50-54,819
2013,Broj,Kneževo,Muškarci,50-54,420
2013,Broj,Kneževo,Žene,50-54,399
2013,Broj,Konjic,Oba spola,50-54,1920
2013,Broj,Konjic,Muškarci,50-54,960
2013,Broj,Konjic,Žene,50-54,960
2013,Broj,Kostajnica,Oba spola,50-54,512
2013,Broj,Kostajnica,Muškarci,50-54,236
2013,Broj,Kostajnica,Žene,50-54,276
2013,Broj,Kotor Varoš,Oba spola,50-54,1486
2013,Broj,Kotor Varoš,Muškarci,50-54,753
2013,Broj,Kotor Varoš,Žene,50-54,733
2013,Broj,Kozarska Dubica,Oba spola,50-54,1871
2013,Broj,Kozarska Dubica,Muškarci,50-54,932
2013,Broj,Kozarska Dubica,Žene,50-54,939
2013,Broj,Kreševo,Oba spola,50-54,474
2013,Broj,Kreševo,Muškarci,50-54,243
2013,Broj,Kreševo,Žene,50-54,231
2013,Broj,Krupa Na Uni,Oba spola,50-54,122
2013,Broj,Krupa Na Uni,Muškarci,50-54,78
2013,Broj,Krupa Na Uni,Žene,50-54,44
2013,Broj,Kupres - FBiH,Oba spola,50-54,487
2013,Broj,Kupres - FBiH,Muškarci,50-54,267
2013,Broj,Kupres - FBiH,Žene,50-54,220
2013,Broj,Kupres - RS,Oba spola,50-54,17
2013,Broj,Kupres - RS,Muškarci,50-54,11
2013,Broj,Kupres - RS,Žene,50-54,6
2013,Broj,Laktaši,Oba spola,50-54,2617
2013,Broj,Laktaši,Muškarci,50-54,1294
2013,Broj,Laktaši,Žene,50-54,1323
2013,Broj,Livno,Oba spola,50-54,2616
2013,Broj,Livno,Muškarci,50-54,1377
2013,Broj,Livno,Žene,50-54,1239
2013,Broj,Lopare,Oba spola,50-54,1384
2013,Broj,Lopare,Muškarci,50-54,766
2013,Broj,Lopare,Žene,50-54,618
2013,Broj,Lukavac,Oba spola,50-54,4135
2013,Broj,Lukavac,Muškarci,50-54,2031
2013,Broj,Lukavac,Žene,50-54,2104
2013,Broj,Ljubinje,Oba spola,50-54,283
2013,Broj,Ljubinje,Muškarci,50-54,138
2013,Broj,Ljubinje,Žene,50-54,145
2013,Broj,Ljubuški,Oba spola,50-54,2059
2013,Broj,Ljubuški,Muškarci,50-54,1089
2013,Broj,Ljubuški,Žene,50-54,970
2013,Broj,Maglaj,Oba spola,50-54,1865
2013,Broj,Maglaj,Muškarci,50-54,905
2013,Broj,Maglaj,Žene,50-54,960
2013,Broj,Milići,Oba spola,50-54,961
2013,Broj,Milići,Muškarci,50-54,444
2013,Broj,Milići,Žene,50-54,517
2013,Broj,Modriča,Oba spola,50-54,2070
2013,Broj,Modriča,Muškarci,50-54,1022
2013,Broj,Modriča,Žene,50-54,1048
2013,Broj,Mostar,Oba spola,50-54,8226
2013,Broj,Mostar,Muškarci,50-54,3958
2013,Broj,Mostar,Žene,50-54,4268
2013,Broj,Mrkonjić Grad,Oba spola,50-54,1154
2013,Broj,Mrkonjić Grad,Muškarci,50-54,539
2013,Broj,Mrkonjić Grad,Žene,50-54,615
2013,Broj,Neum,Oba spola,50-54,429
2013,Broj,Neum,Muškarci,50-54,213
2013,Broj,Neum,Žene,50-54,216
2013,Broj,Nevesinje,Oba spola,50-54,958
2013,Broj,Nevesinje,Muškarci,50-54,526
2013,Broj,Nevesinje,Žene,50-54,432
2013,Broj,Novi Grad,Oba spola,50-54,2386
2013,Broj,Novi Grad,Muškarci,50-54,1253
2013,Broj,Novi Grad,Žene,50-54,1133
2013,Broj,Sarajevo - Novi Grad,Oba spola,50-54,8559
2013,Broj,Sarajevo - Novi Grad,Muškarci,50-54,3915
2013,Broj,Sarajevo - Novi Grad,Žene,50-54,4644
2013,Broj,Novi Travnik,Oba spola,50-54,1917
2013,Broj,Novi Travnik,Muškarci,50-54,927
2013,Broj,Novi Travnik,Žene,50-54,990
2013,Broj,Novo Goražde,Oba spola,50-54,255
2013,Broj,Novo Goražde,Muškarci,50-54,130
2013,Broj,Novo Goražde,Žene,50-54,125
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,50-54,4908
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,50-54,2285
2013,Broj,Sarajevo - Novo Sarajevo,Žene,50-54,2623
2013,Broj,Odžak,Oba spola,50-54,1572
2013,Broj,Odžak,Muškarci,50-54,806
2013,Broj,Odžak,Žene,50-54,766
2013,Broj,Olovo,Oba spola,50-54,959
2013,Broj,Olovo,Muškarci,50-54,495
2013,Broj,Olovo,Žene,50-54,464
2013,Broj,Orašje,Oba spola,50-54,1602
2013,Broj,Orašje,Muškarci,50-54,868
2013,Broj,Orašje,Žene,50-54,734
2013,Broj,Osmaci,Oba spola,50-54,492
2013,Broj,Osmaci,Muškarci,50-54,271
2013,Broj,Osmaci,Žene,50-54,221
2013,Broj,Oštra Luka,Oba spola,50-54,211
2013,Broj,Oštra Luka,Muškarci,50-54,129
2013,Broj,Oštra Luka,Žene,50-54,82
2013,Broj,Pale - FBiH,Oba spola,50-54,64
2013,Broj,Pale - FBiH,Muškarci,50-54,39
2013,Broj,Pale - FBiH,Žene,50-54,25
2013,Broj,Pale - RS,Oba spola,50-54,1689
2013,Broj,Pale - RS,Muškarci,50-54,775
2013,Broj,Pale - RS,Žene,50-54,914
2013,Broj,Pelagićevo,Oba spola,50-54,387
2013,Broj,Pelagićevo,Muškarci,50-54,222
2013,Broj,Pelagićevo,Žene,50-54,165
2013,Broj,Petrovac,Oba spola,50-54,23
2013,Broj,Petrovac,Muškarci,50-54,14
2013,Broj,Petrovac,Žene,50-54,9
2013,Broj,Petrovo,Oba spola,50-54,574
2013,Broj,Petrovo,Muškarci,50-54,267
2013,Broj,Petrovo,Žene,50-54,307
2013,Broj,Posušje,Oba spola,50-54,1442
2013,Broj,Posušje,Muškarci,50-54,756
2013,Broj,Posušje,Žene,50-54,686
2013,Broj,Prijedor,Oba spola,50-54,7244
2013,Broj,Prijedor,Muškarci,50-54,3689
2013,Broj,Prijedor,Žene,50-54,3555
2013,Broj,Prnjavor,Oba spola,50-54,2618
2013,Broj,Prnjavor,Muškarci,50-54,1352
2013,Broj,Prnjavor,Žene,50-54,1266
2013,Broj,Prozor,Oba spola,50-54,1048
2013,Broj,Prozor,Muškarci,50-54,526
