Year,UNIT_MEASURE,Municipality,Spol,Godine,Value
2013,Broj,Gračanica,Žene,0-4,1324
2013,Broj,Gradačac,Oba spola,0-4,2100
2013,Broj,Gradačac,Muškarci,0-4,1060
2013,Broj,Gradačac,Žene,0-4,1040
2013,Broj,Gradiška,Oba spola,0-4,2092
2013,Broj,Gradiška,Muškarci,0-4,1044
2013,Broj,Gradiška,Žene,0-4,1048
2013,Broj,Grude,Oba spola,0-4,805
2013,Broj,Grude,Muškarci,0-4,409
2013,Broj,Grude,Žene,0-4,396
2013,Broj,Sarajevo - Hadžići,Oba spola,0-4,1380
2013,Broj,Sarajevo - Hadžići,Muškarci,0-4,682
2013,Broj,Sarajevo - Hadžići,Žene,0-4,698
2013,Broj,Han Pijesak,Oba spola,0-4,134
2013,Broj,Han Pijesak,Muškarci,0-4,72
2013,Broj,Han Pijesak,Žene,0-4,62
2013,Broj,Sarajevo - Ilidža,Oba spola,0-4,3915
2013,Broj,Sarajevo - Ilidža,Muškarci,0-4,2013
2013,Broj,Sarajevo - Ilidža,Žene,0-4,1902
2013,Broj,Sarajevo - Ilijaš,Oba spola,0-4,1085
2013,Broj,Sarajevo - Ilijaš,Muškarci,0-4,556
2013,Broj,Sarajevo - Ilijaš,Žene,0-4,529
2013,Broj,Istočna Ilidža,Oba spola,0-4,649
2013,Broj,Istočna Ilidža,Muškarci,0-4,342
2013,Broj,Istočna Ilidža,Žene,0-4,307
2013,Broj,Istočni Drvar,Oba spola,0-4,-
2013,Broj,Istočni Drvar,Muškarci,0-4,-
2013,Broj,Istočni Drvar,Žene,0-4,-
2013,Broj,Istočni Mostar,Oba spola,0-4,7
2013,Broj,Istočni Mostar,Muškarci,0-4,4
2013,Broj,Istočni Mostar,Žene,0-4,3
2013,Broj,Istočni Stari Grad,Oba spola,0-4,40
2013,Broj,Istočni Stari Grad,Muškarci,0-4,23
2013,Broj,Istočni Stari Grad,Žene,0-4,17
2013,Broj,Istočno Novo Sarajevo,Oba spola,0-4,625
2013,Broj,Istočno Novo Sarajevo,Muškarci,0-4,300
2013,Broj,Istočno Novo Sarajevo,Žene,0-4,325
2013,Broj,Jablanica,Oba spola,0-4,440
2013,Broj,Jablanica,Muškarci,0-4,231
2013,Broj,Jablanica,Žene,0-4,209
2013,Broj,Jajce,Oba spola,0-4,1311
2013,Broj,Jajce,Muškarci,0-4,672
2013,Broj,Jajce,Žene,0-4,639
2013,Broj,Jezero,Oba spola,0-4,44
2013,Broj,Jezero,Muškarci,0-4,22
2013,Broj,Jezero,Žene,0-4,22
2013,Broj,Kakanj,Oba spola,0-4,2102
2013,Broj,Kakanj,Muškarci,0-4,1130
2013,Broj,Kakanj,Žene,0-4,972
2013,Broj,Kalesija,Oba spola,0-4,1841
2013,Broj,Kalesija,Muškarci,0-4,936
2013,Broj,Kalesija,Žene,0-4,905
2013,Broj,Kalinovik,Oba spola,0-4,52
2013,Broj,Kalinovik,Muškarci,0-4,25
2013,Broj,Kalinovik,Žene,0-4,27
2013,Broj,Kiseljak,Oba spola,0-4,1082
2013,Broj,Kiseljak,Muškarci,0-4,531
2013,Broj,Kiseljak,Žene,0-4,551
2013,Broj,Kladanj,Oba spola,0-4,606
2013,Broj,Kladanj,Muškarci,0-4,336
2013,Broj,Kladanj,Žene,0-4,270
2013,Broj,Ključ,Oba spola,0-4,699
2013,Broj,Ključ,Muškarci,0-4,342
2013,Broj,Ključ,Žene,0-4,357
2013,Broj,Kneževo,Oba spola,0-4,406
2013,Broj,Kneževo,Muškarci,0-4,213
2013,Broj,Kneževo,Žene,0-4,193
2013,Broj,Konjic,Oba spola,0-4,1046
2013,Broj,Konjic,Muškarci,0-4,516
2013,Broj,Konjic,Žene,0-4,530
2013,Broj,Kostajnica,Oba spola,0-4,222
2013,Broj,Kostajnica,Muškarci,0-4,103
2013,Broj,Kostajnica,Žene,0-4,119
2013,Broj,Kotor Varoš,Oba spola,0-4,922
2013,Broj,Kotor Varoš,Muškarci,0-4,478
2013,Broj,Kotor Varoš,Žene,0-4,444
2013,Broj,Kozarska Dubica,Oba spola,0-4,800
2013,Broj,Kozarska Dubica,Muškarci,0-4,408
2013,Broj,Kozarska Dubica,Žene,0-4,392
2013,Broj,Kreševo,Oba spola,0-4,240
2013,Broj,Kreševo,Muškarci,0-4,127
2013,Broj,Kreševo,Žene,0-4,113
2013,Broj,Krupa Na Uni,Oba spola,0-4,49
2013,Broj,Krupa Na Uni,Muškarci,0-4,27
2013,Broj,Krupa Na Uni,Žene,0-4,22
2013,Broj,Kupres - FBiH,Oba spola,0-4,164
2013,Broj,Kupres - FBiH,Muškarci,0-4,86
2013,Broj,Kupres - FBiH,Žene,0-4,78
2013,Broj,Kupres - RS,Oba spola,0-4,6
2013,Broj,Kupres - RS,Muškarci,0-4,6
2013,Broj,Kupres - RS,Žene,0-4,-
2013,Broj,Laktaši,Oba spola,0-4,1687
2013,Broj,Laktaši,Muškarci,0-4,855
2013,Broj,Laktaši,Žene,0-4,832
2013,Broj,Livno,Oba spola,0-4,1334
2013,Broj,Livno,Muškarci,0-4,686
2013,Broj,Livno,Žene,0-4,648
2013,Broj,Lopare,Oba spola,0-4,517
2013,Broj,Lopare,Muškarci,0-4,255
2013,Broj,Lopare,Žene,0-4,262
2013,Broj,Lukavac,Oba spola,0-4,1968
2013,Broj,Lukavac,Muškarci,0-4,1019
2013,Broj,Lukavac,Žene,0-4,949
2013,Broj,Ljubinje,Oba spola,0-4,155
2013,Broj,Ljubinje,Muškarci,0-4,73
2013,Broj,Ljubinje,Žene,0-4,82
2013,Broj,Ljubuški,Oba spola,0-4,1352
2013,Broj,Ljubuški,Muškarci,0-4,683
2013,Broj,Ljubuški,Žene,0-4,669
2013,Broj,Maglaj,Oba spola,0-4,1215
2013,Broj,Maglaj,Muškarci,0-4,633
2013,Broj,Maglaj,Žene,0-4,582
2013,Broj,Milići,Oba spola,0-4,489
2013,Broj,Milići,Muškarci,0-4,247
2013,Broj,Milići,Žene,0-4,242
2013,Broj,Modriča,Oba spola,0-4,1001
2013,Broj,Modriča,Muškarci,0-4,514
2013,Broj,Modriča,Žene,0-4,487
2013,Broj,Mostar,Oba spola,0-4,5335
2013,Broj,Mostar,Muškarci,0-4,2750
2013,Broj,Mostar,Žene,0-4,2585
2013,Broj,Mrkonjić Grad,Oba spola,0-4,681
2013,Broj,Mrkonjić Grad,Muškarci,0-4,337
2013,Broj,Mrkonjić Grad,Žene,0-4,344
2013,Broj,Neum,Oba spola,0-4,206
2013,Broj,Neum,Muškarci,0-4,105
2013,Broj,Neum,Žene,0-4,101
2013,Broj,Nevesinje,Oba spola,0-4,561
2013,Broj,Nevesinje,Muškarci,0-4,301
2013,Broj,Nevesinje,Žene,0-4,260
2013,Broj,Novi Grad,Oba spola,0-4,981
2013,Broj,Novi Grad,Muškarci,0-4,496
2013,Broj,Novi Grad,Žene,0-4,485
2013,Broj,Sarajevo - Novi Grad,Oba spola,0-4,6754
2013,Broj,Sarajevo - Novi Grad,Muškarci,0-4,3488
2013,Broj,Sarajevo - Novi Grad,Žene,0-4,3266
2013,Broj,Novi Travnik,Oba spola,0-4,1318
2013,Broj,Novi Travnik,Muškarci,0-4,685
2013,Broj,Novi Travnik,Žene,0-4,633
2013,Broj,Novo Goražde,Oba spola,0-4,103
2013,Broj,Novo Goražde,Muškarci,0-4,50
2013,Broj,Novo Goražde,Žene,0-4,53
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,0-4,3295
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,0-4,1645
2013,Broj,Sarajevo - Novo Sarajevo,Žene,0-4,1650
2013,Broj,Odžak,Oba spola,0-4,693
2013,Broj,Odžak,Muškarci,0-4,344
2013,Broj,Odžak,Žene,0-4,349
2013,Broj,Olovo,Oba spola,0-4,417
2013,Broj,Olovo,Muškarci,0-4,224
2013,Broj,Olovo,Žene,0-4,193
2013,Broj,Orašje,Oba spola,0-4,726
2013,Broj,Orašje,Muškarci,0-4,369
2013,Broj,Orašje,Žene,0-4,357
2013,Broj,Osmaci,Oba spola,0-4,275
2013,Broj,Osmaci,Muškarci,0-4,148
2013,Broj,Osmaci,Žene,0-4,127
2013,Broj,Oštra Luka,Oba spola,0-4,107
2013,Broj,Oštra Luka,Muškarci,0-4,55
2013,Broj,Oštra Luka,Žene,0-4,52
2013,Broj,Pale - FBiH,Oba spola,0-4,35
2013,Broj,Pale - FBiH,Muškarci,0-4,18
2013,Broj,Pale - FBiH,Žene,0-4,17
2013,Broj,Pale - RS,Oba spola,0-4,904
2013,Broj,Pale - RS,Muškarci,0-4,462
2013,Broj,Pale - RS,Žene,0-4,442
2013,Broj,Pelagićevo,Oba spola,0-4,133
2013,Broj,Pelagićevo,Muškarci,0-4,65
2013,Broj,Pelagićevo,Žene,0-4,68
2013,Broj,Petrovac,Oba spola,0-4,13
2013,Broj,Petrovac,Muškarci,0-4,8
2013,Broj,Petrovac,Žene,0-4,5
2013,Broj,Petrovo,Oba spola,0-4,264
2013,Broj,Petrovo,Muškarci,0-4,146
2013,Broj,Petrovo,Žene,0-4,118
2013,Broj,Posušje,Oba spola,0-4,1237
2013,Broj,Posušje,Muškarci,0-4,642
2013,Broj,Posušje,Žene,0-4,595
2013,Broj,Prijedor,Oba spola,0-4,3468
2013,Broj,Prijedor,Muškarci,0-4,1805
2013,Broj,Prijedor,Žene,0-4,1663
2013,Broj,Prnjavor,Oba spola,0-4,1600
2013,Broj,Prnjavor,Muškarci,0-4,812
2013,Broj,Prnjavor,Žene,0-4,788
2013,Broj,Prozor,Oba spola,0-4,687
2013,Broj,Prozor,Muškarci,0-4,341
2013,Broj,Prozor,Žene,0-4,346
2013,Broj,Ravno,Oba spola,0-4,118
2013,Broj,Ravno,Muškarci,0-4,60
2013,Broj,Ravno,Žene,0-4,58
2013,Broj,Ribnik,Oba spola,0-4,245
2013,Broj,Ribnik,Muškarci,0-4,121
2013,Broj,Ribnik,Žene,0-4,124
2013,Broj,Rogatica,Oba spola,0-4,514
2013,Broj,Rogatica,Muškarci,0-4,252
2013,Broj,Rogatica,Žene,0-4,262
2013,Broj,Rudo,Oba spola,0-4,289
2013,Broj,Rudo,Muškarci,0-4,153
2013,Broj,Rudo,Žene,0-4,136
2013,Broj,Sanski Most,Oba spola,0-4,1681
2013,Broj,Sanski Most,Muškarci,0-4,850
2013,Broj,Sanski Most,Žene,0-4,831
2013,Broj,Sapna,Oba spola,0-4,651
2013,Broj,Sapna,Muškarci,0-4,321
2013,Broj,Sapna,Žene,0-4,330
2013,Broj,Sokolac,Oba spola,0-4,508
2013,Broj,Sokolac,Muškarci,0-4,264
2013,Broj,Sokolac,Žene,0-4,244
2013,Broj,Srbac,Oba spola,0-4,836
2013,Broj,Srbac,Muškarci,0-4,412
2013,Broj,Srbac,Žene,0-4,424
2013,Broj,Srebrenica,Oba spola,0-4,526
2013,Broj,Srebrenica,Muškarci,0-4,265
2013,Broj,Srebrenica,Žene,0-4,261
2013,Broj,Srebrenik,Oba spola,0-4,2214
2013,Broj,Srebrenik,Muškarci,0-4,1129
2013,Broj,Srebrenik,Žene,0-4,1085
2013,Broj,Sarajevo - Stari Grad,Oba spola,0-4,1623
2013,Broj,Sarajevo - Stari Grad,Muškarci,0-4,835
2013,Broj,Sarajevo - Stari Grad,Žene,0-4,788
2013,Broj,Stolac,Oba spola,0-4,650
2013,Broj,Stolac,Muškarci,0-4,337
2013,Broj,Stolac,Žene,0-4,313
2013,Broj,Šamac,Oba spola,0-4,584
2013,Broj,Šamac,Muškarci,0-4,289
2013,Broj,Šamac,Žene,0-4,295
2013,Broj,Šekovići,Oba spola,0-4,249
2013,Broj,Šekovići,Muškarci,0-4,130
2013,Broj,Šekovići,Žene,0-4,119
2013,Broj,Šipovo,Oba spola,0-4,431
2013,Broj,Šipovo,Muškarci,0-4,234
2013,Broj,Šipovo,Žene,0-4,197
2013,Broj,Široki Brijeg,Oba spola,0-4,1623
2013,Broj,Široki Brijeg,Muškarci,0-4,861
2013,Broj,Široki Brijeg,Žene,0-4,762
2013,Broj,Teočak,Oba spola,0-4,351
2013,Broj,Teočak,Muškarci,0-4,192
2013,Broj,Teočak,Žene,0-4,159
2013,Broj,Teslić,Oba spola,0-4,1969
2013,Broj,Teslić,Muškarci,0-4,1048
2013,Broj,Teslić,Žene,0-4,921
2013,Broj,Tešanj,Oba spola,0-4,2689
2013,Broj,Tešanj,Muškarci,0-4,1388
2013,Broj,Tešanj,Žene,0-4,1301
2013,Broj,Tomislavgrad,Oba spola,0-4,1490
2013,Broj,Tomislavgrad,Muškarci,0-4,755
2013,Broj,Tomislavgrad,Žene,0-4,735
2013,Broj,Travnik,Oba spola,0-4,2797
2013,Broj,Travnik,Muškarci,0-4,1463
2013,Broj,Travnik,Žene,0-4,1334
2013,Broj,Trebinje,Oba spola,0-4,1415
2013,Broj,Trebinje,Muškarci,0-4,753
2013,Broj,Trebinje,Žene,0-4,662
2013,Broj,Trnovo - FBiH,Oba spola,0-4,40
2013,Broj,Trnovo - FBiH,Muškarci,0-4,12
2013,Broj,Trnovo - FBiH,Žene,0-4,28
2013,Broj,Trnovo - RS,Oba spola,0-4,66
2013,Broj,Trnovo - RS,Muškarci,0-4,30
2013,Broj,Trnovo - RS,Žene,0-4,36
2013,Broj,Tuzla,Oba spola,0-4,5105
2013,Broj,Tuzla,Muškarci,0-4,2666
2013,Broj,Tuzla,Žene,0-4,2439
2013,Broj,Ugljevik,Oba spola,0-4,675
2013,Broj,Ugljevik,Muškarci,0-4,368
2013,Broj,Ugljevik,Žene,0-4,307
2013,Broj,Usora,Oba spola,0-4,251
2013,Broj,Usora,Muškarci,0-4,121
2013,Broj,Usora,Žene,0-4,130
2013,Broj,Vareš,Oba spola,0-4,256
2013,Broj,Vareš,Muškarci,0-4,128
2013,Broj,Vareš,Žene,0-4,128
2013,Broj,Velika Kladuša,Oba spola,0-4,2756
2013,Broj,Velika Kladuša,Muškarci,0-4,1433
2013,Broj,Velika Kladuša,Žene,0-4,1323
2013,Broj,Visoko,Oba spola,0-4,2309
2013,Broj,Visoko,Muškarci,0-4,1178
2013,Broj,Visoko,Žene,0-4,1131
2013,Broj,Višegrad,Oba spola,0-4,344
2013,Broj,Višegrad,Muškarci,0-4,164
2013,Broj,Višegrad,Žene,0-4,180
2013,Broj,Vitez,Oba spola,0-4,1447
2013,Broj,Vitez,Muškarci,0-4,757
2013,Broj,Vitez,Žene,0-4,690
2013,Broj,Vlasenica,Oba spola,0-4,499
2013,Broj,Vlasenica,Muškarci,0-4,268
2013,Broj,Vlasenica,Žene,0-4,231
2013,Broj,Sarajevo - Vogošća,Oba spola,0-4,1600
2013,Broj,Sarajevo - Vogošća,Muškarci,0-4,837
2013,Broj,Sarajevo - Vogošća,Žene,0-4,763
2013,Broj,Vukosavlje,Oba spola,0-4,207
2013,Broj,Vukosavlje,Muškarci,0-4,107
2013,Broj,Vukosavlje,Žene,0-4,100
2013,Broj,Zavidovići,Oba spola,0-4,2005
2013,Broj,Zavidovići,Muškarci,0-4,1013
2013,Broj,Zavidovići,Žene,0-4,992
2013,Broj,Zenica,Oba spola,0-4,6072
2013,Broj,Zenica,Muškarci,0-4,3104
2013,Broj,Zenica,Žene,0-4,2968
2013,Broj,Zvornik,Oba spola,0-4,3061
2013,Broj,Zvornik,Muškarci,0-4,1545
2013,Broj,Zvornik,Žene,0-4,1516
2013,Broj,Žepče,Oba spola,0-4,1657
2013,Broj,Žepče,Muškarci,0-4,878
2013,Broj,Žepče,Žene,0-4,779
2013,Broj,Živinice,Oba spola,0-4,3389
2013,Broj,Živinice,Muškarci,0-4,1778
2013,Broj,Živinice,Žene,0-4,1611
2013,Broj,Banja Luka,Oba spola,05-Sep,8736
2013,Broj,Banja Luka,Muškarci,05-Sep,4460
2013,Broj,Banja Luka,Žene,05-Sep,4276
2013,Broj,Banovići,Oba spola,05-Sep,1212
2013,Broj,Banovići,Muškarci,05-Sep,623
2013,Broj,Banovići,Žene,05-Sep,589
2013,Broj,Berkovići,Oba spola,05-Sep,130
2013,Broj,Berkovići,Muškarci,05-Sep,73
2013,Broj,Berkovići,Žene,05-Sep,57
2013,Broj,Bihać,Oba spola,05-Sep,2806
2013,Broj,Bihać,Muškarci,05-Sep,1416
2013,Broj,Bihać,Žene,05-Sep,1390
2013,Broj,Bijeljina,Oba spola,05-Sep,5136
2013,Broj,Bijeljina,Muškarci,05-Sep,2659
2013,Broj,Bijeljina,Žene,05-Sep,2477
2013,Broj,Bileća,Oba spola,05-Sep,483
2013,Broj,Bileća,Muškarci,05-Sep,263
2013,Broj,Bileća,Žene,05-Sep,220
2013,Broj,Bosanska Krupa,Oba spola,05-Sep,1495
2013,Broj,Bosanska Krupa,Muškarci,05-Sep,748
2013,Broj,Bosanska Krupa,Žene,05-Sep,747
2013,Broj,Bosanski Petrovac,Oba spola,05-Sep,324
2013,Broj,Bosanski Petrovac,Muškarci,05-Sep,158
2013,Broj,Bosanski Petrovac,Žene,05-Sep,166
2013,Broj,Bosansko Grahovo,Oba spola,05-Sep,49
2013,Broj,Bosansko Grahovo,Muškarci,05-Sep,29
2013,Broj,Bosansko Grahovo,Žene,05-Sep,20
2013,Broj,Bratunac,Oba spola,05-Sep,1096
2013,Broj,Bratunac,Muškarci,05-Sep,559
2013,Broj,Bratunac,Žene,05-Sep,537
2013,Broj,Brčko,Oba spola,05-Sep,4312
2013,Broj,Brčko,Muškarci,05-Sep,2235
2013,Broj,Brčko,Žene,05-Sep,2077
2013,Broj,Breza,Oba spola,05-Sep,661
2013,Broj,Breza,Muškarci,05-Sep,343
2013,Broj,Breza,Žene,05-Sep,318
2013,Broj,Brod,Oba spola,05-Sep,731
2013,Broj,Brod,Muškarci,05-Sep,392
2013,Broj,Brod,Žene,05-Sep,339
2013,Broj,Bugojno,Oba spola,05-Sep,1681
2013,Broj,Bugojno,Muškarci,05-Sep,893
2013,Broj,Bugojno,Žene,05-Sep,788
2013,Broj,Busovača,Oba spola,05-Sep,1079
2013,Broj,Busovača,Muškarci,05-Sep,573
2013,Broj,Busovača,Žene,05-Sep,506
2013,Broj,Bužim,Oba spola,05-Sep,1345
2013,Broj,Bužim,Muškarci,05-Sep,675
2013,Broj,Bužim,Žene,05-Sep,670
2013,Broj,Cazin,Oba spola,05-Sep,4192
2013,Broj,Cazin,Muškarci,05-Sep,2147
2013,Broj,Cazin,Žene,05-Sep,2045
2013,Broj,Sarajevo - Centar,Oba spola,05-Sep,2432
2013,Broj,Sarajevo - Centar,Muškarci,05-Sep,1271
2013,Broj,Sarajevo - Centar,Žene,05-Sep,1161
2013,Broj,Čajniče,Oba spola,05-Sep,212
2013,Broj,Čajniče,Muškarci,05-Sep,99
2013,Broj,Čajniče,Žene,05-Sep,113
2013,Broj,Čapljina,Oba spola,05-Sep,1359
2013,Broj,Čapljina,Muškarci,05-Sep,703
2013,Broj,Čapljina,Žene,05-Sep,656
2013,Broj,Čelić,Oba spola,05-Sep,573
2013,Broj,Čelić,Muškarci,05-Sep,287
2013,Broj,Čelić,Žene,05-Sep,286
2013,Broj,Čelinac,Oba spola,05-Sep,741
2013,Broj,Čelinac,Muškarci,05-Sep,382
2013,Broj,Čelinac,Žene,05-Sep,359
2013,Broj,Čitluk,Oba spola,05-Sep,1090
2013,Broj,Čitluk,Muškarci,05-Sep,550
2013,Broj,Čitluk,Žene,05-Sep,540
2013,Broj,Derventa,Oba spola,05-Sep,1223
2013,Broj,Derventa,Muškarci,05-Sep,637
2013,Broj,Derventa,Žene,05-Sep,586
2013,Broj,Doboj,Oba spola,05-Sep,3311
2013,Broj,Doboj,Muškarci,05-Sep,1647
2013,Broj,Doboj,Žene,05-Sep,1664
2013,Broj,Doboj-Istok,Oba spola,05-Sep,570
2013,Broj,Doboj-Istok,Muškarci,05-Sep,291
2013,Broj,Doboj-Istok,Žene,05-Sep,279
2013,Broj,Doboj-Jug,Oba spola,05-Sep,288
2013,Broj,Doboj-Jug,Muškarci,05-Sep,155
2013,Broj,Doboj-Jug,Žene,05-Sep,133
2013,Broj,Dobretići,Oba spola,05-Sep,54
2013,Broj,Dobretići,Muškarci,05-Sep,30
2013,Broj,Dobretići,Žene,05-Sep,24
2013,Broj,Domaljevac-Šamac,Oba spola,05-Sep,237
2013,Broj,Domaljevac-Šamac,Muškarci,05-Sep,109
2013,Broj,Domaljevac-Šamac,Žene,05-Sep,128
2013,Broj,Donji Vakuf,Oba spola,05-Sep,861
2013,Broj,Donji Vakuf,Muškarci,05-Sep,426
2013,Broj,Donji Vakuf,Žene,05-Sep,435
2013,Broj,Donji Žabar,Oba spola,05-Sep,185
2013,Broj,Donji Žabar,Muškarci,05-Sep,103
2013,Broj,Donji Žabar,Žene,05-Sep,82
2013,Broj,Drvar,Oba spola,05-Sep,250
2013,Broj,Drvar,Muškarci,05-Sep,130
2013,Broj,Drvar,Žene,05-Sep,120
2013,Broj,Foča - FBiH,Oba spola,05-Sep,71
2013,Broj,Foča - FBiH,Muškarci,05-Sep,37
2013,Broj,Foča - FBiH,Žene,05-Sep,34
2013,Broj,Foča - RS,Oba spola,05-Sep,755
2013,Broj,Foča - RS,Muškarci,05-Sep,393
2013,Broj,Foča - RS,Žene,05-Sep,362
2013,Broj,Fojnica,Oba spola,05-Sep,635
2013,Broj,Fojnica,Muškarci,05-Sep,331
2013,Broj,Fojnica,Žene,05-Sep,304
2013,Broj,Gacko,Oba spola,05-Sep,443
2013,Broj,Gacko,Muškarci,05-Sep,240
2013,Broj,Gacko,Žene,05-Sep,203
2013,Broj,Glamoč,Oba spola,05-Sep,181
2013,Broj,Glamoč,Muškarci,05-Sep,101
2013,Broj,Glamoč,Žene,05-Sep,80
2013,Broj,Goražde,Oba spola,05-Sep,845
2013,Broj,Goražde,Muškarci,05-Sep,458
2013,Broj,Goražde,Žene,05-Sep,387
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,05-Sep,1231
2013,Broj,Gornji Vakuf-Uskoplje,Muškarci,05-Sep,619
2013,Broj,Gornji Vakuf-Uskoplje,Žene,05-Sep,612
2013,Broj,Gračanica,Oba spola,05-Sep,2518
2013,Broj,Gračanica,Muškarci,05-Sep,1287
2013,Broj,Gračanica,Žene,05-Sep,1231
2013,Broj,Gradačac,Oba spola,05-Sep,2243
2013,Broj,Gradačac,Muškarci,05-Sep,1188
2013,Broj,Gradačac,Žene,05-Sep,1055
2013,Broj,Gradiška,Oba spola,05-Sep,2295
2013,Broj,Gradiška,Muškarci,05-Sep,1168
2013,Broj,Gradiška,Žene,05-Sep,1127
2013,Broj,Grude,Oba spola,05-Sep,952
2013,Broj,Grude,Muškarci,05-Sep,482
2013,Broj,Grude,Žene,05-Sep,470
2013,Broj,Sarajevo - Hadžići,Oba spola,05-Sep,1339
2013,Broj,Sarajevo - Hadžići,Muškarci,05-Sep,704
2013,Broj,Sarajevo - Hadžići,Žene,05-Sep,635
2013,Broj,Han Pijesak,Oba spola,05-Sep,130
2013,Broj,Han Pijesak,Muškarci,05-Sep,67
2013,Broj,Han Pijesak,Žene,05-Sep,63
2013,Broj,Sarajevo - Ilidža,Oba spola,05-Sep,3664
2013,Broj,Sarajevo - Ilidža,Muškarci,05-Sep,1896
2013,Broj,Sarajevo - Ilidža,Žene,05-Sep,1768
2013,Broj,Sarajevo - Ilijaš,Oba spola,05-Sep,1128
2013,Broj,Sarajevo - Ilijaš,Muškarci,05-Sep,564
2013,Broj,Sarajevo - Ilijaš,Žene,05-Sep,564
2013,Broj,Istočna Ilidža,Oba spola,05-Sep,683
2013,Broj,Istočna Ilidža,Muškarci,05-Sep,325
2013,Broj,Istočna Ilidža,Žene,05-Sep,358
2013,Broj,Istočni Drvar,Oba spola,05-Sep,1
2013,Broj,Istočni Drvar,Muškarci,05-Sep,1
2013,Broj,Istočni Drvar,Žene,05-Sep,0
2013,Broj,Istočni Mostar,Oba spola,05-Sep,16
2013,Broj,Istočni Mostar,Muškarci,05-Sep,7
2013,Broj,Istočni Mostar,Žene,05-Sep,9
2013,Broj,Istočni Stari Grad,Oba spola,05-Sep,44
2013,Broj,Istočni Stari Grad,Muškarci,05-Sep,24
2013,Broj,Istočni Stari Grad,Žene,05-Sep,20
2013,Broj,Istočno Novo Sarajevo,Oba spola,05-Sep,497
2013,Broj,Istočno Novo Sarajevo,Muškarci,05-Sep,248
2013,Broj,Istočno Novo Sarajevo,Žene,05-Sep,249
2013,Broj,Jablanica,Oba spola,05-Sep,421
2013,Broj,Jablanica,Muškarci,05-Sep,218
2013,Broj,Jablanica,Žene,05-Sep,203
2013,Broj,Jajce,Oba spola,05-Sep,1534
2013,Broj,Jajce,Muškarci,05-Sep,732
2013,Broj,Jajce,Žene,05-Sep,802
2013,Broj,Jezero,Oba spola,05-Sep,55
2013,Broj,Jezero,Muškarci,05-Sep,25
2013,Broj,Jezero,Žene,05-Sep,30
2013,Broj,Kakanj,Oba spola,05-Sep,2134
2013,Broj,Kakanj,Muškarci,05-Sep,1077
2013,Broj,Kakanj,Žene,05-Sep,1057
2013,Broj,Kalesija,Oba spola,05-Sep,1900
2013,Broj,Kalesija,Muškarci,05-Sep,981
2013,Broj,Kalesija,Žene,05-Sep,919
2013,Broj,Kalinovik,Oba spola,05-Sep,67
2013,Broj,Kalinovik,Muškarci,05-Sep,31
2013,Broj,Kalinovik,Žene,05-Sep,36
2013,Broj,Kiseljak,Oba spola,05-Sep,1147
2013,Broj,Kiseljak,Muškarci,05-Sep,596
2013,Broj,Kiseljak,Žene,05-Sep,551
2013,Broj,Kladanj,Oba spola,05-Sep,602
2013,Broj,Kladanj,Muškarci,05-Sep,315
2013,Broj,Kladanj,Žene,05-Sep,287
2013,Broj,Ključ,Oba spola,05-Sep,809
2013,Broj,Ključ,Muškarci,05-Sep,419
2013,Broj,Ključ,Žene,05-Sep,390
2013,Broj,Kneževo,Oba spola,05-Sep,420
2013,Broj,Kneževo,Muškarci,05-Sep,216
2013,Broj,Kneževo,Žene,05-Sep,204
2013,Broj,Konjic,Oba spola,05-Sep,1237
2013,Broj,Konjic,Muškarci,05-Sep,607
2013,Broj,Konjic,Žene,05-Sep,630
2013,Broj,Kostajnica,Oba spola,05-Sep,245
2013,Broj,Kostajnica,Muškarci,05-Sep,135
2013,Broj,Kostajnica,Žene,05-Sep,110
2013,Broj,Kotor Varoš,Oba spola,05-Sep,981
2013,Broj,Kotor Varoš,Muškarci,05-Sep,494
2013,Broj,Kotor Varoš,Žene,05-Sep,487
2013,Broj,Kozarska Dubica,Oba spola,05-Sep,834
2013,Broj,Kozarska Dubica,Muškarci,05-Sep,412
2013,Broj,Kozarska Dubica,Žene,05-Sep,422
2013,Broj,Kreševo,Oba spola,05-Sep,270
2013,Broj,Kreševo,Muškarci,05-Sep,147
2013,Broj,Kreševo,Žene,05-Sep,123
2013,Broj,Krupa Na Uni,Oba spola,05-Sep,57
2013,Broj,Krupa Na Uni,Muškarci,05-Sep,29
2013,Broj,Krupa Na Uni,Žene,05-Sep,28
2013,Broj,Kupres - FBiH,Oba spola,05-Sep,216
2013,Broj,Kupres - FBiH,Muškarci,05-Sep,114
2013,Broj,Kupres - FBiH,Žene,05-Sep,102
2013,Broj,Kupres - RS,Oba spola,05-Sep,8
2013,Broj,Kupres - RS,Muškarci,05-Sep,5
2013,Broj,Kupres - RS,Žene,05-Sep,3
2013,Broj,Laktaši,Oba spola,05-Sep,1873
2013,Broj,Laktaši,Muškarci,05-Sep,947
2013,Broj,Laktaši,Žene,05-Sep,926
2013,Broj,Livno,Oba spola,05-Sep,1465
2013,Broj,Livno,Muškarci,05-Sep,774
2013,Broj,Livno,Žene,05-Sep,691
2013,Broj,Lopare,Oba spola,05-Sep,630
2013,Broj,Lopare,Muškarci,05-Sep,320
